,maturity,rates
0,0.5780821917808219,0.0803800357799367
1,0.6958904109589041,0.07606077842291882
2,1.1534246575342466,0.07134420466713795
3,1.8630136986301369,0.07715387222609238
4,2.4383561643835616,0.07648674389578328
5,2.8986301369863017,0.07661810246885761
6,3.7808219178082183,0.07666612217057744
7,4.126027397260274,0.07699717160227514
8,4.394520547945207,0.07035277106137704
9,5.046575342465753,0.07642800535262535
10,5.4301369863013695,0.07511102936464731
11,5.564383561643837,0.07644850475996652
12,6.043835616438358,0.07848588269605525
13,6.120547945205479,0.0755907223061319
14,7.290410958904108,0.07542160374578015
15,9.208219178082192,0.07596867323584122
16,9.591780821917807,0.07315281543004544
17,10.550684931506847,0.07574737117682838
18,14.213698630136989,0.07620960588398916
19,15.728767123287673,0.07825864696504953
20,18.6054794520548,0.0790126369538449
