TRADEDATE,Short,Medium,Long
2014-01-09,103.44877676543237,116.85350192949898,144.4773960549954
2014-01-10,103.85097176745296,116.08561019138426,144.56216232315012
2014-01-13,110.64623770301513,115.11736743419246,111.02547549981617
2014-01-14,103.71713200318386,115.94839608554557,148.7932693128864
2014-01-15,103.22497272009335,117.20040980682256,142.68698443479497
2014-01-16,91.2314742148926,118.7125019683036,217.6560692493476
2014-01-17,103.60870420812164,115.67050540704636,143.2263061302318
2014-01-20,103.6067960956449,115.67488680674091,144.95905370186043
2014-01-21,100.80549333752707,115.80117169716178,129.61944065547618
2014-01-22,107.26087242671768,117.5814260150027,117.13875093435063
2014-01-23,99.21719529415736,115.48207204804561,158.13000801313513
2014-01-24,109.92454291167294,116.23045089424194,112.87360206653749
2014-01-27,94.37227287017637,114.16647301342965,186.03807064606437
2014-01-28,109.11308878846191,108.50589079120553,110.13331582516278
2014-01-29,102.65292550402789,113.87328681415805,138.44923390835714
2014-01-30,102.3643747864893,112.26846355896978,140.89235946760263
2014-01-31,105.96497096801913,114.70246202779553,114.26305127794292
2014-02-03,101.81049860102058,112.98918723291155,136.3083364274197
2014-02-04,100.96946899366475,113.99430626255602,144.5032955997257
2014-02-05,102.75393046693719,115.61050187700772,137.40992617308612
2014-02-06,102.42449789059415,114.43072063077625,141.67784070674173
2014-02-07,110.98407874750811,115.33595150407194,111.09183385581902
2014-02-10,104.30971426534913,115.73630920865303,133.83406444592998
2014-02-11,95.71574192894964,116.19151089672422,157.12211716171782
2014-02-12,109.88723720221262,112.27982768119747,108.07386428420948
2014-02-13,101.57154971400618,114.60966576305097,137.95332436763883
2014-02-14,102.47218262104053,113.52639612847219,146.6274367179881
2014-02-17,102.14674722301696,114.00407474818863,138.56503088496385
2014-02-18,97.25308451356182,118.7507224332071,167.77389350185354
2014-02-19,102.41222144128349,113.09641189091336,148.01899047171815
2014-02-20,107.53573227031762,110.8304715582789,107.67797764396384
2014-02-21,109.66944596382908,109.69299596295596,105.22060061393664
2014-02-24,102.10506982567287,112.52990509409386,150.28725283703102
2014-02-25,102.03838715669042,113.07877898788547,144.07432473527402
2014-02-26,101.74745818348781,112.77607498442867,136.19946091614162
2014-02-27,101.56018219837983,112.0380320568392,141.15466794071767
2014-02-28,101.85936511396744,112.20563997251105,140.74753144861288
2014-03-03,110.37854090518509,109.74051893493554,104.98923584186542
2014-03-04,100.83078007660471,109.67683650454697,142.79549195315838
2014-03-05,100.65590350764015,110.8929137435443,137.31168005835605
2014-03-06,100.31263881851808,109.91913354596028,140.2995633587765
2014-03-07,100.90500958652959,108.77537710755595,146.41014718532878
2014-03-11,99.91357777495762,108.54161899669484,148.46424983744546
2014-03-12,98.48996140251292,106.62603776479816,129.90453505471044
2014-03-13,97.63024309773729,107.61095533511423,131.62017611341537
2014-03-14,98.18469432112394,105.336844389531,122.06748235911606
2014-03-17,98.02058861947584,107.13662478219044,114.20708105395957
2014-03-18,90.33409689806524,105.63826823815383,149.30998611283022
2014-03-19,103.37393809560798,107.60674417805734,106.56196970331281
2014-03-20,99.34287280831272,106.8203351580779,129.29203278998233
2014-03-21,98.68597618963723,105.17434842116708,123.6856099909555
2014-03-24,99.27899538294761,106.11455718491979,123.2977525366217
2014-03-25,107.48343558959508,105.7957414272183,101.77938614636288
2014-03-26,99.50961642151074,107.7885185869539,133.11592027000066
2014-03-27,99.04977913594522,107.95747226507511,125.05565156611883
2014-03-28,93.96600651064524,109.9010942266695,149.62279025112616
2014-03-31,100.11029015787707,108.66397069245534,134.3451066122822
2014-04-01,101.06390616087565,109.72048022027465,127.64440236468408
2014-04-02,99.78419302397279,108.41837322700955,128.87529652459943
2014-04-03,99.46228619064973,108.4320181365859,124.24388868459434
2014-04-04,96.56379123390245,109.83009470169628,124.56751181587781
2014-04-07,110.44103640172253,105.7236212398164,100.76342761011935
2014-04-08,100.09933409508236,108.40431332821562,130.3578472270706
2014-04-09,100.71057888623635,108.47551419857587,122.25671789212547
2014-04-10,100.06720623186482,108.98179141435125,132.11006494626
2014-04-11,102.46100193464602,105.4724888099415,154.07122111302684
2014-04-14,100.04628952200613,107.97173090133954,128.4874353905853
2014-04-15,99.36521755933185,108.33449623708418,132.8626115396012
2014-04-16,92.41704260970052,107.50265596894945,176.44435307653652
2014-04-17,99.04485378203748,108.04635988043684,124.70070509893274
2014-04-18,95.75041240952379,110.95107234284737,132.2151554457836
2014-04-21,99.12054781637185,107.75620400469626,131.79290908350006
2014-04-22,99.76685267971531,107.91377874744683,130.86635126952177
2014-04-23,100.32145299301791,106.92428976976967,126.70720433547287
2014-04-24,100.08823997151995,106.78505397796005,126.25618066324142
2014-04-25,98.46245909499416,105.50478561765297,125.46082882184113
2014-04-28,102.63269569756883,106.12850115636445,110.01647388940985
2014-04-29,98.41402379581436,105.61234403998348,127.57534824090588
2014-04-30,98.55477742191547,105.74397003788334,124.79316661239136
2014-05-05,98.62430523620141,104.9186256922486,124.43964533332553
2014-05-06,98.29063415994227,105.32104249803405,127.13119412426342
2014-05-07,98.91832848393874,106.72376451786255,127.24226661942899
2014-05-08,99.09233347990038,108.28801019812576,127.38189662338681
2014-05-12,108.63589469738734,106.84240012696904,102.48483144468614
2014-05-13,98.68711864832831,108.27343506275625,133.59175110370356
2014-05-14,99.168510061792,108.2401935383501,131.5274289079674
2014-05-15,99.08104667763237,108.6362416190395,127.58538690015048
2014-05-16,110.71912516570323,103.477713863253,98.53723004510285
2014-05-19,98.29871185603386,108.78596942419026,134.3872244429399
2014-05-20,99.71030532243257,108.14385393073755,134.27057602638087
2014-05-21,111.52317126061833,106.5600141967341,101.47247203510427
2014-05-22,99.43676120079397,109.39435205219795,130.42678251545559
2014-05-23,99.61561319995724,109.17922393079408,132.6188285050163
2014-05-26,110.78883202897867,105.50771463072718,102.90529898536
2014-05-27,98.91405685066732,109.86745457281123,135.0331787723917
2014-05-28,99.41680522343856,109.40900239985146,129.94811477585364
2014-05-29,99.65039086304287,109.82858689484698,133.13801137214932
2014-05-30,99.69133061149027,110.24443766047847,127.53533023767865
2014-06-02,111.31925436327826,105.37333071546867,100.45343524849798
2014-06-03,99.72528530560965,110.5537347364808,133.89722292701828
2014-06-04,100.41736599957781,111.13615658994732,135.83992358576964
2014-06-05,99.68974666466838,111.40036833755028,129.55358190983685
2014-06-06,99.74430003032748,111.85709310693309,141.0922121941136
2014-06-09,110.02470827731021,110.7195067366224,106.21828725542129
2014-06-10,100.4759877324444,110.9654305835233,133.5770419566312
2014-06-11,99.95015269228374,111.69239846467346,130.73797443182843
2014-06-16,99.3907321731317,110.76116431679671,126.82382324434442
2014-06-17,93.8436561141548,112.35226382796836,208.45313587716578
2014-06-18,99.82978910007361,110.24926821597148,136.91017846947415
2014-06-19,95.33945513742493,111.97132476107336,153.08191389989162
2014-06-20,99.68869129451315,110.54251162649307,134.90574481437739
2014-06-23,99.9659944808498,111.14462348391214,130.1224857823301
2014-06-24,100.06666467052464,111.5242032873378,139.68929307424838
2014-06-25,111.38449453923711,107.15534415938524,104.58856870115292
2014-06-26,111.10029096201487,107.07152261705141,104.6428169165165
2014-06-27,100.88982984067033,111.39196841131564,133.8992213384907
2014-06-30,100.34888382624561,111.28769942346173,132.4574540103284
2014-07-01,100.04774579945226,111.7571455794907,134.65777108460617
2014-07-02,99.95130423790938,111.11713046312781,138.4162118006068
2014-07-03,100.01057717362767,111.45554447355491,131.21809499481827
2014-07-04,102.54915346356044,111.78718784959904,128.6133286941834
2014-07-07,100.32435800700105,110.73738971567367,134.51293855645878
2014-07-08,112.10748100765296,109.92101960939016,104.74695869167509
2014-07-09,99.84809425111574,111.48145165031647,132.9715529783292
2014-07-10,99.78281057808181,110.82768593394292,136.4796792933049
2014-07-11,99.79847500786096,110.25623871507057,133.2165036508757
2014-07-14,99.5255808723518,110.12502437530824,134.08589850586338
2014-07-15,86.63102178040604,112.53522067688276,224.76717537874165
2014-07-16,111.88062126133521,107.89464631257556,102.81764753234073
2014-07-17,102.18791983643297,105.36571097572714,154.49504404553593
2014-07-18,98.46614960425104,107.93360457924462,133.43565593264623
2014-07-21,98.37981252434544,107.12290376856649,131.4165872122264
2014-07-22,98.60355972357817,107.59912721867184,131.70508246111828
2014-07-23,98.95411570742422,107.85876548696339,135.27907542400663
2014-07-24,98.57748604454633,107.59722038168444,132.08941446645065
2014-07-25,110.1494192457814,104.82314334750006,102.38664707940707
2014-07-28,97.66945636895316,105.73567688382363,127.02849051498382
2014-07-29,97.30895231034079,105.25937799400123,128.8331539550169
2014-07-30,97.32289470696531,105.83003783462317,129.46945411332436
2014-07-31,97.53435693766657,105.31260715259745,133.94879846338034
2014-08-01,96.89442405046628,104.18415620694154,123.33668631453453
2014-08-04,96.73245290943196,103.7777976619083,127.92222519197497
2014-08-05,96.70730147907213,103.22830779671179,127.64072684355205
2014-08-06,97.18424788256763,103.71921996686342,126.84060694675925
2014-08-07,90.65112042221884,107.56719097993226,130.20112690782383
2014-08-08,96.36824624201523,102.30102182812246,122.50990883033141
2014-08-11,96.70650129851398,103.97877709059026,126.10537023961355
2014-08-12,103.46878464311294,98.23993433023512,105.8881969965887
2014-08-13,95.19215720644742,104.40644957957343,139.37550667324132
2014-08-14,97.55020026763891,105.52562097970144,131.14070842871217
2014-08-15,91.6881417609419,108.20261634683807,152.7364180951973
2014-08-18,97.41466599979123,105.88205176991738,131.68014614477326
2014-08-19,109.7415043922989,102.38405541443998,99.70930380990704
2014-08-20,95.08994950575139,107.44674679895937,123.50892770723064
2014-08-21,95.19609977378484,106.81413929704951,121.09288013958023
2014-08-22,96.39333048835431,106.47149128931618,136.6985491986684
2014-08-25,97.4325568969322,104.97671924885358,127.33225860664862
2014-08-26,97.57635635009932,105.14439460680086,127.55242784729299
2014-08-27,97.3387698059551,106.25172550277958,127.59760634425245
2014-08-28,109.29826284100396,97.0720802171135,92.72604996404388
2014-08-29,96.53389658966623,103.86436316030702,125.82418227593456
2014-09-01,96.37177251369555,102.08658827234095,124.70677386610761
2014-09-02,96.22882470202654,102.31024508232969,130.20311778517305
2014-09-03,96.58071709302243,103.97175753857249,126.05772437427999
2014-09-04,97.14759552176783,104.38771863742718,126.27647976729102
2014-09-05,95.28055115951064,104.44516288340651,120.85154240139615
2014-09-08,97.13122147908624,104.146990291843,126.44314634154685
2014-09-09,97.1374404375282,104.6156687062369,126.89563722444097
2014-09-10,96.5605486041771,103.2443757935462,128.67715287433575
2014-09-11,96.4844379317893,103.86348208015178,122.92539028713679
2014-09-12,96.34704783427239,103.48894645067972,123.93418286221396
2014-09-15,109.23636764026351,101.4047656799896,97.11431183619467
2014-09-16,96.18313441306574,103.27969613733117,125.52813561716397
2014-09-17,96.55193128576823,103.98817419556414,122.9258763810116
2014-09-18,97.0243187288566,104.70893584910547,125.31261165618771
2014-09-19,97.0519292115491,103.88812327134733,136.26755432211237
2014-09-22,107.64678755982925,101.025510787199,96.69142385551416
2014-09-23,97.49098178804591,104.31812599008889,127.99774798713162
2014-09-24,96.52308312421934,105.0471242187464,128.94563831141517
2014-09-25,97.52318503877093,105.15286857230365,127.63295376411195
2014-09-26,110.0345238061899,101.37135540669973,96.59971876282262
2014-09-29,109.71459327309387,101.52457436213489,98.75080329503942
2014-09-30,97.32553584900552,105.3339656023199,128.2948573960102
2014-10-01,97.22528249873783,104.74902816962746,131.0477010661241
2014-10-02,109.78391948190281,97.27669989558424,94.23312435313422
2014-10-03,96.82474842108249,104.41787533760012,126.76091570074142
2014-10-06,97.8438376682534,104.41629426273141,135.4447743425099
2014-10-07,96.61794315591706,104.44125811198646,125.5921996574943
2014-10-08,96.69897912456149,103.64222701254599,125.0010961140527
2014-10-09,96.62878765610233,103.27191886976672,125.49050601570384
2014-10-10,96.29405223692709,102.66755072666308,123.36745313171966
2014-10-13,96.64193236352702,102.52954261271307,134.9432457992047
2014-10-14,90.06218658695244,102.93549164204721,131.28688835800742
2014-10-15,96.39202541678878,101.93559349930023,121.62043971514825
2014-10-16,96.62461517569996,103.00350059551758,151.4946100251853
2014-10-17,95.19630069192614,102.98648881551537,129.59559697354064
2014-10-20,96.27989938929798,102.33395801074738,128.8875369466507
2014-10-21,108.89114245133949,98.70963270592536,95.93053897693362
2014-10-22,96.58996877676873,103.32581360977184,119.86884672593196
2014-10-23,95.9868956692044,102.12793171000935,123.9737213807272
2014-10-24,94.0580495734308,102.43433811209877,132.92287497283857
2014-10-27,89.74963165645204,106.12324231123108,144.50064074760078
2014-10-28,95.92738547450529,101.47691831202684,129.77590590955137
2014-10-29,95.82852095869438,100.92592240569402,119.6833848905838
2014-10-30,95.51799126284824,100.96301956379645,122.24752723639955
