,maturity,rates
0,0.6931506849315069,0.08424410941302135
1,0.8109589041095892,0.07822867910242924
2,1.2684931506849315,0.08115233537476484
3,1.9780821917808218,0.07883520719200227
4,2.5534246575342467,0.07814502536478798
5,3.0136986301369864,0.07736467011630621
6,3.895890410958904,0.07620695919034608
7,4.241095890410959,0.07419979885887475
8,4.509589041095889,0.07089873763321759
9,5.161643835616438,0.07366777551522882
10,5.545205479452054,0.07365970685016332
11,5.679452054794519,0.07351689727792465
12,6.1589041095890416,0.08221352805013464
13,6.235616438356163,0.0741354700151606
14,7.405479452054794,0.0741744839533128
15,9.323287671232876,0.0732501401176784
16,9.706849315068494,0.07073964811657278
17,10.665753424657536,0.07281406298370836
18,14.32876712328767,0.07488775136272217
19,15.843835616438355,0.07752473012279848
20,18.72054794520548,0.07887176442231685
