TRADEDATE,SU26205RMFS3,SU26207RMFS9,SU26208RMFS7,SU26209RMFS5,SU26210RMFS3,SU26211RMFS1,SU26212RMFS9,SU26214RMFS5,SU26215RMFS2,SU26216RMFS0,SU26217RMFS8,SU26218RMFS6,SU26219RMFS4,SU46011RMFS1,SU46012RMFS9,SU46018RMFS6,SU46019RMFS4,SU46020RMFS2,SU46022RMFS8,SU46023RMFS6
2016-01-04,5.279452054794521,11.164383561643836,3.150684931506849,,,,12.049315068493149,,7.619178082191781,,,,,,,,,,,
2016-01-05,5.276712328767124,11.161643835616438,3.1479452054794512,6.542465753424658,3.854794520547945,7.06027397260274,12.046575342465756,4.3945205479452065,7.616438356164384,3.3589041095890413,,,,,,,,20.421917808219174,,
2016-01-06,5.273972602739726,11.158904109589043,3.1452054794520548,6.5397260273972595,3.8520547945205488,7.057534246575343,12.043835616438356,4.391780821917808,7.613698630136986,3.3561643835616435,,,,,13.347945205479453,5.887671232876714,,20.41917808219178,7.536986301369862,
2016-01-11,5.2602739726027385,11.145205479452057,3.1315068493150684,6.526027397260274,3.8383561643835615,7.043835616438357,12.03013698630137,4.3780821917808215,7.6,3.3424657534246576,,,,,,,,20.405479452054795,,10.536986301369863
2016-01-12,5.257534246575342,11.142465753424656,3.128767123287671,6.523287671232878,3.8356164383561633,7.041095890410959,12.027397260273972,4.375342465753425,7.597260273972603,3.3397260273972593,,,,,,5.8712328767123285,,20.4027397260274,,
2016-01-13,5.2547945205479465,11.139726027397261,3.1260273972602737,6.520547945205481,3.8328767123287673,7.038356164383561,12.024657534246574,4.3726027397260285,7.594520547945206,3.3369863013698633,,,,,,5.868493150684931,,20.4,,
2016-01-14,5.252054794520548,11.136986301369863,3.1232876712328768,6.5178082191780815,3.8301369863013703,7.035616438356165,12.02191780821918,4.369863013698629,7.591780821917808,3.3342465753424664,,,,,,5.865753424657536,,20.397260273972602,7.515068493150685,
2016-01-15,5.249315068493152,11.134246575342466,3.1205479452054794,6.515068493150685,3.827397260273973,7.032876712328767,12.019178082191779,4.367123287671233,7.589041095890411,3.331506849315069,,,,,13.323287671232874,5.863013698630137,,20.394520547945206,7.512328767123287,
2016-01-18,5.241095890410959,11.126027397260273,3.112328767123288,6.506849315068492,3.8191780821917813,7.0246575342465745,12.01095890410959,4.358904109589041,7.580821917808219,3.3232876712328765,,,,,,,,20.386301369863013,,
2016-01-19,5.238356164383561,11.123287671232877,3.1095890410958904,6.504109589041097,3.816438356164384,7.021917808219178,12.008219178082195,4.356164383561644,7.5780821917808225,3.32054794520548,,,,,,5.852054794520547,,20.383561643835613,7.5013698630136965,
2016-01-20,5.235616438356164,11.12054794520548,3.106849315068493,6.5013698630136965,3.813698630136986,7.019178082191781,12.005479452054795,4.353424657534247,7.575342465753424,3.3178082191780818,,,,,,,,20.38082191780822,,
2016-01-21,5.232876712328767,11.117808219178084,3.104109589041096,6.4986301369863035,3.810958904109589,7.016438356164382,12.002739726027393,4.3506849315068505,7.572602739726027,3.315068493150685,,,,,,5.846575342465752,,20.378082191780823,,
2016-01-22,5.23013698630137,11.115068493150686,3.1013698630136988,6.495890410958903,3.808219178082192,7.013698630136986,12.0,4.347945205479451,7.5698630136986305,3.3123287671232875,,,,,,5.843835616438357,,20.375342465753427,,
2016-01-25,5.221917808219177,11.106849315068493,3.0931506849315067,6.487671232876713,3.8,7.005479452054795,11.991780821917805,4.339726027397259,7.5616438356164375,3.304109589041096,,,,,13.295890410958906,5.835616438356165,,20.367123287671234,,
2016-01-26,5.219178082191782,11.104109589041094,3.0904109589041098,6.484931506849315,3.797260273972603,7.002739726027397,11.98904109589041,4.336986301369863,7.558904109589042,3.3013698630136985,,,,,,5.832876712328768,,20.364383561643837,,
2016-01-27,5.216438356164384,11.101369863013696,3.0876712328767124,6.4821917808219185,3.7945205479452055,7.0,11.986301369863016,4.3342465753424655,7.556164383561644,3.2986301369863016,,,,,,5.83013698630137,,20.36164383561644,,
2016-01-28,5.213698630136986,11.098630136986301,3.084931506849315,6.479452054794519,3.791780821917808,6.997260273972603,11.983561643835616,4.331506849315068,7.553424657534246,3.295890410958904,,,,,,5.8273972602739725,,20.358904109589037,,
2016-01-29,5.210958904109589,11.095890410958905,3.0821917808219177,6.476712328767122,3.7890410958904113,6.994520547945205,11.980821917808221,4.328767123287672,7.550684931506848,3.2931506849315073,,,,,13.284931506849315,5.824657534246574,3.1397260273972605,20.356164383561644,7.473972602739726,
2016-02-01,5.2027397260273975,11.087671232876714,3.0739726027397265,6.468493150684933,3.7808219178082187,6.986301369863014,11.972602739726028,4.32054794520548,7.542465753424658,3.2849315068493152,,,,,13.276712328767125,,,20.34794520547945,7.465753424657534,
2016-02-02,5.2,11.084931506849317,3.0712328767123287,6.465753424657534,3.778082191780822,6.983561643835618,11.96986301369863,4.317808219178081,7.5397260273972595,3.2821917808219183,,,,,13.273972602739725,5.813698630136987,,20.34520547945205,7.463013698630138,
2016-02-03,5.197260273972604,11.082191780821917,3.068493150684932,6.463013698630138,3.775342465753425,6.980821917808219,11.967123287671232,4.315068493150685,7.536986301369862,3.2794520547945205,5.542465753424659,,,,13.271232876712327,,,20.342465753424662,7.4602739726027405,
2016-02-04,5.1945205479452055,11.079452054794519,3.0657534246575344,6.4602739726027405,3.772602739726028,6.978082191780822,11.964383561643837,4.312328767123288,7.534246575342466,3.276712328767123,5.5397260273972595,,,,13.268493150684929,5.808219178082192,,20.339726027397266,7.457534246575342,
