TRADEDATE,tau1,tau2,beta0,beta1,beta2,beta3
2016-01-04,5.510461777026586,15.409743737433068,0.6602081241629423,5.573912396371222,6.786134508125725,0.34821847405445366
2016-01-05,8.915313223187821,15.52836446322523,2.7084909677546674,1.2263490406243283,6.94251520432427,2.8731054686490123
2016-01-06,8.973149068186316,15.48779732967474,2.668110472304598,1.1754739386946063,7.365976423134568,2.9636957979783776
2016-01-11,9.777894238795678,15.575859250229485,3.154833072327421,-0.20713470620665633,7.70072259227856,3.6783993629710516
2016-01-12,8.241887888182179,15.47560154878291,2.4336416302812234,2.298209414726835,6.928998974879824,2.3520395482792456
2016-01-13,8.422364859791871,15.486212477303038,2.5302645935180847,2.0810007145319607,6.963992465378088,2.472835941406217
2016-01-14,8.654082768072033,15.492174863538017,2.6020712772241263,1.7159905381496803,7.038030473061304,2.6686656671542144
2016-01-15,8.840128624919226,15.47107696765356,2.7026261550779767,1.6196484405270264,7.46277133852109,2.8016182673212775
2016-01-18,8.461088528619605,15.452584376577697,2.4955224407575454,1.8159381797837482,7.3836686752712675,2.635330316850622
2016-01-19,8.99024714004801,15.505448336226019,2.760410568192795,1.2116862513553004,7.242394958197659,2.950255097072723
2016-01-20,8.412502658729968,15.441990768201828,2.472838263648191,1.9238613659806916,7.479331889876571,2.5945995285006083
2016-01-21,8.499606011682223,15.462411086213077,2.5471678558308306,1.9656309047120828,7.326865715223235,2.574864459692748
2016-01-22,8.76295731523807,15.482933562412319,2.6670017843968985,1.3994783711106644,7.310248374548798,2.8501398918971117
2016-01-25,8.902137135593842,15.451515977653614,2.6840539227666165,1.289264677905996,7.801159927986836,2.972463876311322
2016-01-26,8.963123253792226,15.495209204298257,2.699399259643063,1.0248147200765292,7.4060388026782915,3.0148162280325512
2016-01-27,7.738403415747316,15.447195926102367,2.248165902007547,2.617382227120946,7.11225991478517,2.1519437453094645
2016-01-28,7.857928870595448,15.445172508808493,2.273819335642761,2.373923232201006,7.101289586168612,2.2704523317089236
2016-01-29,7.717941307582559,15.454902454644309,2.2988037027156945,2.8798162359566506,7.0143409597038735,2.044993935302279
2016-02-01,7.995897892425326,15.391271293179758,2.4577813392386054,2.2266399148103995,8.119249805920568,2.5069407806537383
2016-02-02,7.972437010457305,15.388347318210446,2.4406824652431607,2.46928701871775,8.057820853221653,2.401525307957926
2016-02-03,4.08618677687896,13.59526622411458,2.2930559587244934,-2.293055860322161,18.512232710628645,4.90659588272747
2016-02-04,4.147476072463223,13.640440157711085,2.3462569869027576,-2.346256866351886,17.999714905784565,5.023008162755787
2016-02-05,4.618739486569298,13.766628350834523,2.0871647148645613,-1.083122108088001,16.722682129346357,4.7388064741207545
2016-02-08,4.230193289311483,13.56845982587727,2.350314906596157,-2.350314704068757,17.16037314165875,5.25797189026771
2016-02-09,4.1464023679199125,13.709170504326394,2.3663344915532067,-2.366334240172132,17.876722193511927,4.9947913686332726
2016-02-10,10.30865955454648,15.281390922994229,6.206062203783291,-4.124034872929839,12.811375860968424,7.311958520057
2016-02-11,10.746433886949116,15.35099823825879,6.609314330704705,-4.863998955538341,13.218761958730985,7.843956497759818
2016-02-12,10.245353550151245,15.252835175510173,6.573681193356388,-4.894113530973566,13.29643372592472,7.87146185624719
2016-02-15,11.147906548556215,15.508193316245453,6.670335674566296,-4.665029746495252,12.707950456128698,7.622799699355205
2016-02-16,11.369668305640783,15.577148815656317,6.810518616035661,-4.8335207712232755,12.66847629622005,7.721592180273515
2016-02-17,6.857719558553328,14.468499579006593,5.635446243920716,-5.63544609637954,14.910817455535788,8.271400145706014
2016-02-18,8.215486327844342,14.743739405108268,5.9661761070794235,-5.96078228414244,14.474523959496302,8.4659307137073
2016-02-19,7.97913480018732,14.710217579121533,5.810303541746172,-5.81030125234065,14.49398560949632,8.340201338364293
2016-02-20,7.162720558716069,14.49526112390002,5.586307896738312,-5.586307486423785,14.86249466099583,8.223232063941683
2016-02-22,9.794930350063638,15.25479721532531,4.730275991758144,-0.7479076913581018,11.146526436493659,5.080480948131998
2016-02-24,4.933749663162482,14.293996258989702,4.692783115826781,-4.692783171469023,15.327893887513566,7.166573629962156
2016-02-25,4.874284477563359,14.24709120529228,4.620707223570176,-4.6207065351511325,15.351062968322367,7.094839150010602
2016-02-26,4.9000753830334745,14.283801367293938,4.580852152408423,-4.5808520798446475,15.224570828630329,7.043557390882962
2016-02-29,5.013115155447373,14.324632110870152,4.528606319336816,-4.528606325914811,15.053401867730464,7.0054816293412445
2016-03-01,5.228204329117888,14.40369771982761,4.405269785237055,-4.405269670417795,14.712419287637543,6.9045437263737695
2016-03-02,9.032329282217443,15.379920641241318,3.6582399211512184,1.6200274675132345,9.191183248909468,3.313657485313959
2016-03-03,8.992354457690297,15.335665408469039,3.7428773417836716,1.181077845805187,9.63605088366375,3.6115350484105955
2016-03-04,9.095295237869992,15.359616984602061,3.7415638849567983,1.1979517138928915,9.45016570022589,3.570679426418349
2016-03-07,8.891930217869108,15.30076539870505,3.6590422779665066,0.6624358519551924,9.884666766268571,3.8558103031434205
2016-03-09,9.257477605115383,15.369283819079426,3.7538527071722654,0.8362679999187459,9.475841557233334,3.7408756202955638
2016-03-10,9.176175204881364,15.375296858761049,3.68851705153492,0.9267063622270056,9.346308990197304,3.6530645968729796
2016-03-11,9.193525180004096,15.399214148949799,3.612423072774241,1.023058203733451,9.133528374942616,3.536932875128046
2016-03-14,9.053709590926537,15.32976049031884,3.6835183794745734,0.6255784008733792,9.711894969694676,3.85107836397705
