TRADEDATE,tau,beta0,beta1,beta2
2014-01-09,0.7225706703827994,0.08201615649851975,-0.003912785945452579,-0.071622717609437
2014-01-10,0.7283191164949255,0.08322414339633279,0.0025970038923683048,-0.08516676292598363
2014-01-13,0.7299637038332776,0.08277760638092539,0.00039179366116623426,-0.07907537047450376
2014-01-14,0.7268040467014816,0.08339497917529647,-0.001065027146430364,-0.0811058430599635
2014-01-15,0.7089111254435392,0.08190578342520728,-0.03690484119313314,-0.03493631467836504
2014-01-16,1.7074998083586468,0.0862368752158889,-0.03114811803446209,-0.019053799756697274
2014-01-17,0.7243436230762477,0.08345873722034106,-0.004427407092593871,-0.07570010146187192
2014-01-20,0.7177798510086161,0.08430095711529963,-0.017523267027167777,-0.06873243512562731
2014-01-21,0.7176084303733218,0.0836439770650906,-0.022399264994133278,-0.05438607497372689
2014-01-22,0.7279323266608148,0.08653990107233452,0.004224832585561097,-0.10815307327208168
2014-01-23,0.7298715139893077,0.08596871169596207,0.0036511856498939316,-0.09695725020476886
2014-01-24,0.7172997102463711,0.08308349519950887,-0.023343237226493528,-0.04468034312436714
2014-01-27,0.7299856810240071,0.08763035339558159,0.00029696397377972084,-0.09419602150929206
2014-01-28,0.7172902764848323,0.08498366365414196,-0.025232831402283586,-0.048099847872179184
2014-01-29,0.7173015526858576,0.08591108619852077,-0.02499178790790621,-0.05108148492654408
2014-01-30,0.7173600607964162,0.08737545642936834,-0.01824888460726902,-0.05794010289123841
2014-01-31,0.7172948062041452,0.0867299867167413,-0.025045350299268458,-0.048010218019348024
2014-02-03,0.717294434923213,0.08688463054126636,-0.030075375638856254,-0.04138052876115249
2014-02-04,0.7173062723346993,0.0856670723753845,-0.030517911726172603,-0.035640041695051326
2014-02-05,0.717411964969434,0.08497980259994214,-0.007182200971018057,-0.07567230923092512
2014-02-06,0.7172632084482549,0.0839574495308391,-0.024965261664145567,-0.039466525018193664
2014-02-07,0.7174252841274318,0.0836386041344054,-0.02860869425127345,-0.03561815668373799
2014-02-10,0.7172444002334809,0.08341157268423638,-0.027943702550961597,-0.03455999586061942
2014-02-11,0.7171824007654167,0.08396723277872628,-0.024389986967467088,-0.04099058391369166
2014-02-12,0.7172969532259496,0.08372205716339118,-0.02768700581705795,-0.03816061928455751
2014-02-13,0.717188292604175,0.08383966076239084,-0.030669075825511198,-0.029519428811651545
2014-02-14,0.7170556798760064,0.08396264766421188,-0.028807189641320743,-0.03104523429049502
