TRADEDATE,tau,beta0,beta1,beta2
2014-01-09,4.857490728684466,0.08847662515510447,-0.030347880285524178,0.001887877425380022
2014-01-10,5.221691300766716,0.08502764523301774,-0.03039499873141677,0.019469886883757316
2014-01-13,5.251420642107373,0.08278412399243537,-0.02845408816338048,0.024070536007899327
2014-01-14,6.53550737029643,0.08076933474150023,-0.02645016756085535,0.03503812807436696
2014-01-15,11.473423067114714,0.01461566626591744,0.03820850725390543,0.151050315601516
2014-01-16,11.494112068101204,0.045762153321971165,0.009970562129979774,0.10305690351168889
2014-01-17,11.396991144316669,0.0384339796069283,0.017446102166166363,0.11189508476374667
2014-01-20,13.505815231893362,0.022372155436553492,0.03224803116119365,0.1450621796019042
2014-01-21,13.125870437538797,0.022844045588450854,0.03325795515777332,0.13925716540437783
2014-01-22,5.110865943614591,0.09628556296060897,-0.04084078215610731,8.024570554631767e-05
2014-01-23,3.585795968141162,0.09053871924465891,-0.03584856362634,0.0014071285290296386
2014-01-24,12.865264562913298,0.0007014250014777544,0.055449883285558124,0.16957309323264083
2014-01-27,4.405445220335076,0.09489596627314699,-0.03706440725853,0.0005055228388421435
2014-01-28,6.266265873566946,0.07337345247122809,-0.018323955051464825,0.05397021641713435
2014-01-29,3.900478066144476,0.09199907206171887,-0.032644362239707375,-0.0002008257317246786
2014-01-30,6.014213538511516,0.08022388113905506,-0.022785979947029977,0.044245383108178694
2014-01-31,3.4846189823400424,0.09190383817692217,-0.031961060747428695,-5.1703679384859666e-05
2014-02-03,3.50964985104097,0.09141443215846576,-0.030394379061439464,0.0006555067638539738
2014-02-04,4.232506908715346,0.0922602983962369,-0.03030512231004952,3.313154615886723e-05
2014-02-05,7.055287713739874,0.09807103402928202,-0.03681023272208932,-0.0005112934700344654
2014-02-06,2.79867884737752,0.08704882172918123,-0.028658669042116003,0.00010242126503038294
2014-02-07,2.8335291634141515,0.08676905126874486,-0.02884869813529527,0.0005857403270230657
2014-02-10,2.336362530363198,0.08571367085602838,-0.029953093661646984,0.0006989749630702471
2014-02-11,2.1013476833641493,0.0859519640717997,-0.03247857768448845,0.0014758452157709802
2014-02-12,2.1267482564361972,0.0859855630314107,-0.03243121202269114,0.0003151000966800689
2014-02-13,1.8603548704671546,0.08549011040284367,-0.031815619784458384,0.0006563740652682394
