,maturity,rates
0,0.38904109589041097,0.16342516701464727
1,0.5041095890410959,0.04764288841422693
2,1.021917808219178,0.073135759446279
3,1.5589041095890408,0.06333213197455846
4,1.5589051095890407,0.08648055356398031
5,2.2684931506849315,0.10391653046674461
6,2.4219178082191783,0.10683481925474793
7,3.054794520547945,0.11302451530824215
8,3.1726027397260275,0.11376921449883838
9,3.572602739726028,0.09353093727495244
10,4.339726027397259,0.12167395963072233
11,4.9150684931506845,0.12480466631819381
12,5.375342465753425,0.12538257213830853
13,6.257534246575342,0.12443645413458143
14,6.8712328767123285,0.10626618112412017
15,7.523287671232878,0.12122610494192504
16,8.04109589041096,0.11873872427985858
17,8.597260273972603,0.12121683069212236
18,12.068493150684931,0.11604551891757535
19,13.027397260273972,0.11897987073009526
