,maturity,rates
0,0.07123287671232878,0.07838131562546323
1,0.6465753424657534,0.007871972362542105
2,1.1068493150684928,0.012256767419203594
3,1.9890410958904108,0.019423531984861447
4,2.334246575342466,0.021698414104635393
5,2.602739726027397,0.01708787812954387
6,2.6602739726027402,0.02363415716616323
7,3.2547945205479447,0.02704634206291365
8,3.6383561643835622,0.028566069649285195
9,3.772602739726028,0.029392154778917007
10,4.252054794520548,0.03009430619533128
11,4.328767123287672,0.03166080371650388
12,4.865753424657535,0.03401361783049785
13,5.249315068493152,0.03556149158352057
14,5.498630136986302,0.035298528738047896
15,6.342465753424658,0.02005098554295277
16,7.416438356164384,0.041756267387153094
17,7.473972602739726,0.04240052951239444
18,7.8,0.04204790909936533
19,8.758904109589041,0.04451351504658494
20,10.101369863013696,0.046779898214110556
21,12.421917808219176,0.05023744040565308
22,13.936986301369865,0.05296351534044306
23,15.068493150684931,0.05422451959808541
24,16.813698630136987,0.05534106392010792
