TRADEDATE,tau,beta_0,beta_1,beta_2
2017-12-12,1.0,0.07745419780314614,-0.007250415558705758,0.0
2017-12-13,1.0,0.07751809233235096,-0.0073578059887112884,0.0
2017-12-14,1.0,0.07744917293074376,-0.008446216124200018,0.0
2017-12-15,1.0,0.07733754416149556,-0.006440964694875206,0.0
2017-12-18,1.0,0.07716006607618234,-0.007806214988450633,0.0
2017-12-19,1.0,0.07725211357162773,-0.007161263156649847,0.0
2017-12-20,1.0,0.0771151801784176,-0.006247655094986704,0.0
2017-12-21,1.0,0.07711781253997607,-0.005709790807285994,0.0
2017-12-22,1.0,0.07749822713580462,-0.009730666137797592,0.0
2017-12-25,1.0,0.07729737162867373,-0.005357839536164755,0.0
2017-12-26,1.0,0.07686654854357554,-0.007254759922363366,0.0
2017-12-27,1.0,0.07678801712864415,-0.008366331722689552,0.0
2017-12-28,1.0,0.07687414049121992,-0.011351874732978523,0.0
2017-12-29,1.0,0.07673744464370244,-0.02686682321212619,0.0
2018-01-03,1.0,0.07633931117104602,-0.004898384251211169,0.0
2018-01-04,1.0,0.07620520128980526,-0.005315481094552335,0.0
2018-01-05,1.0,0.07631242916606716,-0.018700142189499433,0.0
2018-01-09,1.0,0.07630235189739687,-0.00786377834905265,0.0
2018-01-10,1.0,0.07602700380039683,-0.013261605499546025,0.0
2018-01-11,1.0,0.07614474977611435,-0.013513608146570183,0.0
2018-01-12,1.0,0.07604612664181085,-0.013439485098365192,0.0
2018-01-15,1.0,0.07570530771442353,-0.012574741913188733,0.0
2018-01-16,1.0,0.075642477153092,-0.013251564396772823,0.0
2018-01-17,1.0,0.07598056822498044,-0.0141660699545271,0.0
