TRADEDATE,RU000A0JR779,RU000A0JQAE3,RU000A0JQLL5,RU000A0JQCL4,RU000A0JRHZ1,RU000A0JQYN4,RU000A0JR7G1,RU000A0JQZ18,RU000A0JS751,RU000A0JRJU8,RU000A0JTKZ1,RU000A0JRCJ6,RU000A0JU9V1,RU000A0JTG59,RU000A0JTYA5,RU000A0JREQ7,RU000A0D0G29,RU000A0JSMA2,RU000A0JTJL3,RU000A0JPLH5,RU000A0JU4L3,RU000A0JS3W6,RU000A0JTK38,RU000A0JVW30,RU000A0ZYCK6,RU000A0JXB41,RU000A101FA1,RU000A0ZYU88,RU000A1007F4,RU000A0JXQF2,RU000A101QE0,RU000A100EG3,RU000A0JWM07,RU000A0ZZYW2,RU000A1014N4,RU000A0ZYUA9,RU000A100A82,RU000A0JVW48,RU000A0JXFM1,RU000A0ZYUB7,RU000A101F94,RU000A0GN9A7,RU000A100EF5,RU0002868076
2014-01-09,102.4941,108.436,102.7851,105.4751,101.8188,104.5128,105.2321,103.65,103.081,101.946,100.133,,,98.6857,95.8935,102.6431,95.0737,103.7846,99.4435,95.5051,97.65220000000002,106.0573,95.7906,,,,,,,,,,,,,,,,,,,91.37299999999999,,
2014-01-10,102.5106,108.16799999999999,,,101.8844,104.506,105.26770000000002,103.699,,102.366,100.0,104.4173,,98.47599999999998,95.749,102.63129999999998,,103.6695,98.9941,,97.6164,105.79,95.639,,,,,,,,,,,,,,,,,,,,,
2014-01-13,102.5771,108.2171,102.79530000000004,,101.9741,104.5855,105.4431,103.755,,102.427,100.20309999999998,,99.3142,98.634,95.90100000000001,102.7034,94.76700000000001,103.8545,99.3017,,97.626,106.00149999999998,95.85129999999998,,,,,,,,,,,,,,,,,,,,,
2014-01-14,102.5934,108.3119,102.8521,105.5606,101.9754,104.5977,105.4204,103.7893,104.27849999999998,102.397,100.1383,104.768,,,,102.5264,95.6903,103.5786,99.0699,,97.666,105.6666,95.5599,,,,,,,,,,,,,,,,,,,,,
2014-01-15,102.6074,108.3301,,,102.0182,104.6305,105.4541,103.8066,103.5315,102.3649,100.2628,104.5295,,,95.7679,104.245,95.695,,98.8109,91.70200000000001,97.5062,105.6124,95.3815,,,,,,,,,,,,,,,,,,,93.909,,
2014-01-16,102.619,,102.8581,105.64,102.0165,101.2073,105.544,103.882,103.42299999999999,102.2491,100.0521,104.6931,99.1669,99.54,95.75399999999999,102.4227,95.198,103.4962,98.6759,,97.3359,105.4593,95.1497,,,,,,,,,,,,,,,,,,,91.33,,
2014-01-17,102.6404,108.3589,102.87900000000002,105.6008,101.9944,101.1758,105.4902,103.931,103.494,102.3948,100.1145,,99.193,98.409,95.6221,102.4845,95.4839,103.3356,98.85890000000002,,97.5387,105.5658,95.3336,,,,,,,,,,,,,,,,,,,,,
2014-01-20,102.6833,108.3879,102.98279999999998,105.5687,102.0603,101.2468,105.6132,,102.9576,102.419,100.1203,104.57700000000001,98.948,98.375,,102.453,95.6005,103.39459999999998,99.184,,97.1675,105.1019,94.824,,,,,,,,,,,,,,,,,,,91.086,,
2014-01-21,102.6877,108.43,102.9377,,102.0715,101.2148,105.545,103.80799999999999,103.4594,102.3057,,,98.8199,98.09,95.6444,102.43970000000002,95.5602,103.2739,98.7292,,97.2023,105.0925,94.8492,,,,,,,,,,,,,,,,,,,91.42299999999999,,
2014-01-22,102.70299999999999,108.3929,102.9297,105.6795,102.09,101.1855,105.5182,103.926,103.42740000000002,102.294,100.0661,104.4682,98.685,98.20200000000001,95.5605,102.4005,94.6655,103.2539,98.7045,91.7008,97.1207,105.1652,95.005,,,,,,,,,,,,,,,,,,,87.73259999999998,,
2014-01-23,102.7206,108.4321,102.96980000000002,105.6057,102.0978,101.301,101.94019999999998,103.905,103.4193,102.2456,100.0769,104.4354,98.7126,97.9868,95.477,102.2799,94.9112,103.0982,98.73,,96.9463,104.9214,94.7319,,,,,,,,,,,,,,,,,,,89.06200000000001,,
2014-01-24,102.7747,108.4196,,105.61700000000002,102.0557,101.1893,101.80190000000002,103.814,103.1305,101.982,99.8404,103.9606,98.4079,97.7319,95.06200000000001,101.6519,95.4759,102.5005,97.75399999999999,90.03299999999999,96.3482,104.18680000000002,94.08200000000001,,,,,,,,,,,,,,,,,,,92.9265,,
2014-01-27,102.78690000000002,108.47490000000002,102.8548,105.7067,102.0617,101.2995,101.791,103.7192,103.046,102.0101,99.449,103.8648,98.32700000000001,97.3032,94.8546,101.3505,95.036,102.2188,97.38020000000002,87.16529999999999,95.875,104.0285,93.6248,,,,,,,,,,,,,,,,,,,86.89299999999999,,
2014-01-28,102.7978,108.48,,,102.1244,,101.8242,103.7382,103.1286,102.031,99.928,103.692,98.0405,97.3031,94.5843,101.3076,94.5849,102.0741,97.4375,,96.2765,104.2064,93.8796,,,,,,,,,,,,,,,,,,,90.447,,
2014-01-29,102.8002,108.443,102.848,105.6141,102.0334,101.2158,101.6956,103.7939,102.9682,101.6867,99.2764,103.6964,94.9132,97.7402,94.5624,101.0337,94.564,101.7196,97.5227,,95.9752,103.8742,93.1637,,,,,,,,,,,,,,,,,,,87.7813,,
2014-01-30,102.8055,108.29639999999998,102.7755,105.319,101.7275,100.98899999999999,101.4368,103.1989,102.4855,101.1102,98.6244,103.1266,97.73200000000001,96.6818,93.9345,99.5646,94.34299999999999,97.059,95.8505,,94.9138,102.4956,92.4003,,,,,,,,,,,,,,,,,,,88.05529999999997,,
2014-01-31,102.8417,108.41829999999996,102.8434,105.3608,101.7183,100.902,101.1872,103.1466,103.7792,101.1129,98.5139,102.7266,97.1709,96.0506,93.5122,99.8281,94.7119,97.2329,96.11279999999998,89.6576,94.9932,102.9912,93.1964,,,,,,,,,,,,,,,,,,,86.5724,,
2014-02-03,102.8933,108.4111,103.009,,101.8009,,101.21700000000001,103.2214,102.2096,101.0138,98.5148,102.6151,97.0549,96.2892,93.5681,99.7947,95.3283,97.49249999999998,96.2427,,95.51299999999999,103.58229999999998,93.2166,,,,,,,,,,,,,,,,,,,86.67,,
2014-02-04,102.899,108.6537,102.781,105.823,101.834,101.177,101.7526,103.2717,102.3614,101.3914,99.18189999999998,102.5897,97.3605,96.7362,94.2829,100.7874,,98.4138,97.4223,,96.3206,104.2681,94.1331,,,,,,,,,,,,,,,,,,,86.73899999999999,,
2014-02-05,102.9279,108.55530000000002,102.9729,104.6262,101.9821,101.1106,101.63,103.6096,102.87590000000002,101.6887,99.2563,103.5489,97.9971,97.41249999999998,94.6778,101.2109,94.708,99.0836,98.3017,,97.3203,105.096,94.9005,,,,,,,,,,,,,,,,,,,86.911,,
2014-02-06,102.9491,108.60600000000001,102.989,105.68299999999999,102.0279,101.113,101.7216,,102.824,101.691,96.1929,103.6269,98.1599,97.5321,94.8367,101.6935,94.227,99.1674,95.0921,,97.2059,105.0677,91.3221,,,,,,,,,,,,,,,,,,,89.35700000000001,,
2014-02-07,102.9769,108.651,103.0854,105.715,102.13660000000002,,,100.238,,101.78399999999999,96.3806,103.7853,98.179,97.648,94.891,101.6805,94.397,98.9688,94.8486,88.4726,97.2881,105.0486,91.23,,,,,,,,,,,,,,,,,,,90.0727,,
2014-02-10,103.025,108.68799999999999,103.064,,102.1611,101.3567,101.8214,100.2272,,101.84529999999998,96.4505,103.73860000000002,98.184,97.556,94.9545,101.84,94.2078,99.35,94.84650000000002,88.31200000000001,97.4422,105.16,91.3792,,,,,,,,,,,,,,,,,,,90.3915,,
2014-02-11,,108.6725,,105.7893,102.2851,101.459,101.7474,100.31299999999999,102.991,101.9785,96.3178,103.728,98.0531,97.6592,94.8891,101.5115,94.4955,99.1196,94.7594,,97.2396,104.8235,90.9072,,,,,,,,,,,,,,,,,,,,,
2014-02-12,,108.7116,103.309,,102.3348,101.27799999999999,101.8444,100.4252,103.071,101.8707,96.5249,103.7986,98.17,97.5501,94.927,101.8397,94.3823,99.192,94.984,,97.404,105.0669,91.3147,,,,,,,,,,,,,,,,,,,,,
2014-02-13,,108.7328,103.2492,,102.1653,101.397,101.7439,100.2622,102.9583,101.8271,96.44910000000002,103.8333,97.7918,97.2437,94.7457,101.5194,94.3653,98.9375,94.50910000000002,,97.0268,104.58370000000002,90.82810000000002,,,,,,,,,,,,,,,,,,,,,
2014-02-14,,108.76899999999999,103.0636,,102.1829,101.3745,101.6352,100.37,102.8706,101.8653,96.4509,103.8071,97.7159,97.5265,94.307,101.3737,94.3809,98.5117,94.198,,96.6022,104.4641,90.7014,,,,,,,,,,,,,,,,,,,87.738,,
2014-02-17,,108.818,103.12,,102.2906,,101.8038,100.4471,102.99700000000001,101.9069,96.49919999999996,103.8554,97.8134,97.286,94.7105,101.586,94.538,98.7942,94.4503,,96.7057,104.726,90.9122,,,,,,,,,,,,,,,,,,,,,
2014-02-18,,,103.1897,105.992,102.2972,101.521,101.76550000000002,100.2527,103.03399999999999,101.8869,96.671,103.87299999999999,97.90830000000004,97.0801,94.5355,101.2015,94.558,98.4382,94.0455,,96.4302,104.16570000000002,90.43730000000002,,,,,,,,,,,,,,,,,,,87.8797,,
2014-02-19,,108.834,103.214,,102.1667,101.41,101.7139,100.10949999999998,102.609,101.5146,96.0135,103.2336,97.0991,96.3316,94.1641,100.3511,94.477,97.36399999999999,93.6693,,95.448,103.3763,89.5003,,,,,,,,,,,,,,,,,,,,,
2014-02-20,,102.9887,103.2302,105.804,102.2268,101.37899999999999,101.5962,100.09350000000002,102.533,101.3738,95.7537,103.5621,97.03680000000004,96.1161,94.8171,100.2089,94.49600000000001,97.3434,93.1131,,95.3112,99.0928,89.6549,,,,,,,,,,,,,,,,,,,,,
2014-02-21,,102.882,,105.845,102.1806,101.29700000000001,,100.1021,102.5631,101.376,95.9718,103.1196,97.111,96.2921,93.8833,100.368,94.505,97.66790000000002,93.1577,,95.71390000000002,99.43540000000002,89.65979999999998,,,,,,,,,,,,,,,,,,,,,
2014-02-24,,103.00399999999999,103.3555,105.93700000000001,102.2445,101.505,101.9123,100.159,102.7116,101.5772,96.0383,103.4334,97.3923,96.51639999999998,94.0882,100.6404,,97.8913,93.4988,,96.17299999999999,99.8761,90.1934,,,,,,,,,,,,,,,,,,,,,
2014-02-25,,103.0167,103.3973,106.117,102.292,101.7727,101.81,100.16799999999999,102.6856,101.4835,96.04,103.31499999999998,,96.34689999999998,93.97,100.7315,94.594,97.9274,93.5835,88.4161,96.2959,100.1549,90.4252,,,,,,,,,,,,,,,,,,,,,
2014-02-26,,103.0301,103.4154,106.1284,102.25240000000002,101.3748,101.6757,99.9992,102.53880000000002,101.1674,95.9134,103.0307,97.03760000000004,96.008,93.8731,100.5683,94.611,97.7342,93.1336,,95.7279,99.5334,90.0317,,,,,,,,,,,,,,,,,,,83.0853,,
2014-02-27,,103.064,103.4383,106.2644,102.2737,101.361,101.9991,100.1725,102.3374,101.1816,95.6324,102.99489999999996,96.6469,95.9733,93.7825,100.45430000000002,,97.4583,93.3035,,92.1879,99.2464,89.4665,,,,,,,,,,,,,,,,,,,85.28399999999999,,
2014-02-28,,103.0251,103.3871,106.1473,102.3375,101.579,101.6886,99.9766,102.4449,101.17869999999998,95.6939,103.0656,96.8333,96.0916,94.4563,100.3707,94.649,97.754,93.8342,,92.4993,99.3494,89.63449999999997,,,,,,,,,,,,,,,,,,,85.052,,
2014-03-03,,102.5601,102.8512,105.641,101.9549,,100.6327,98.9763,101.81150000000002,100.87609999999998,94.98700000000001,100.8918,95.8666,93.9488,,100.5613,94.6958,95.634,90.7386,,91.2113,97.3289,86.8725,,,,,,,,,,,,,,,,,,,83.0218,,
2014-03-04,,102.6506,103.15299999999999,105.6562,102.1943,100.6323,100.5863,99.4095,101.3373,100.4153,94.45929999999998,101.9114,96.97579999999998,94.5853,92.4478,98.64200000000001,,94.7176,91.4263,,90.8338,96.9711,87.5735,,,,,,,,,,,,,,,,,,,,,
2014-03-05,,102.6904,,,101.4405,,100.7957,98.96779999999998,101.6464,100.461,94.6256,102.3789,95.8773,94.738,92.79720000000002,99.1856,,96.4048,92.1877,,91.04030000000002,97.7339,88.51599999999998,,,,,,,,,,,,,,,,,,,85.387,,
2014-03-06,,102.804,103.13309999999998,105.693,101.764,99.742,100.7662,98.698,,100.0378,94.2017,101.7577,96.1472,95.014,,98.78870000000002,90.1761,96.0561,91.4768,,90.6555,97.669,87.47860000000001,,,,,,,,,,,,,,,,,,,,,
2014-03-07,,102.7042,103.019,,101.78399999999999,101.0611,100.5899,98.95100000000001,101.0372,99.4858,94.01,101.473,95.0934,94.1665,92.23299999999999,98.5087,89.28299999999999,95.6882,91.0751,,90.6104,97.0921,87.53399999999998,,,,,,,,,,,,,,,,,,,85.4416,,
2014-03-11,,102.9885,103.0847,,101.8106,,100.4224,97.84299999999999,100.318,99.1336,92.98100000000001,102.005,94.2077,95.9563,91.0551,97.3527,89.5427,94.4611,90.30750000000002,83.789,89.4525,96.1905,86.7124,,,,,,,,,,,,,,,,,,,88.4226,,
2014-03-12,,102.9218,103.2136,,101.2792,100.256,99.802,97.2701,99.179,97.861,91.974,98.7955,93.6864,92.1652,90.2845,95.1633,89.384,92.3739,88.9501,,88.27279999999998,94.5415,84.5975,,,,,,,,,,,,,,,,,,,,,
2014-03-13,,102.9285,103.1194,105.7813,101.2344,100.2739,99.5274,97.0895,99.1285,97.7713,92.059,99.096,92.70299999999999,92.0748,89.336,95.0018,,91.7441,87.729,89.822,87.54189999999998,93.1031,84.0213,,,,,,,,,,,,,,,,,,,82.54799999999999,,
2014-03-14,,102.7877,102.7291,105.5654,100.7189,100.193,99.1604,96.5171,98.1866,96.8561,90.6025,97.6846,98.071,93.6605,88.65299999999999,93.154,88.17299999999999,90.8588,85.9541,87.838,85.6379,91.40789999999998,82.322,,,,,,,,,,,,,,,,,,,,,
2014-03-17,,103.1089,103.1606,,101.0002,101.25,99.6714,96.77060000000002,98.4855,97.3052,91.6393,103.5351,95.20100000000001,94.31149999999998,92.311,95.0021,82.2965,92.4763,87.76580000000001,89.93799999999999,89.36399999999999,92.4424,83.0514,,,,,,,,,,,,,,,,,,,,,
2014-03-18,,103.27660000000002,103.2626,105.962,102.7671,100.69919999999998,100.0314,97.3768,99.2657,99.8039,92.6083,100.9,92.895,91.5778,,95.788,84.3681,92.0521,88.5706,,88.61330000000002,93.7245,84.13580000000002,,,,,,,,,,,,,,,,,,,79.643,,
2014-03-19,,103.2628,103.3305,106.29059999999998,101.48700000000001,100.51770000000002,100.83,97.8197,101.38460000000002,98.9275,92.9975,100.0246,93.5252,92.811,,96.4607,86.03419999999998,93.5031,89.30449999999998,,88.35799999999999,94.3957,85.43380000000002,,,,,,,,,,,,,,,,,,,74.7733,,
2014-03-20,,103.125,103.1681,103.131,101.3004,100.4907,100.0423,97.8405,99.9156,99.01,92.558,99.9049,94.0111,93.6683,,96.1661,86.28770000000002,93.2024,88.60510000000002,89.93700000000001,87.3946,93.8297,84.8009,,,,,,,,,,,,,,,,,,,77.681,,
2014-03-21,,103.0012,103.3299,103.3102,101.11400000000002,101.3347,99.6448,97.4322,99.0842,100.7155,92.1105,96.5105,93.35,91.8759,,94.9532,85.80720000000002,95.3853,87.97949999999999,80.953,86.4188,91.95029999999998,83.59259999999998,,,,,,,,,,,,,,,,,,,75.73599999999998,,
2014-03-24,,103.0495,103.2371,103.15299999999999,101.4357,100.2827,99.933,97.9842,100.37899999999999,98.9889,92.62579999999998,96.0117,93.8124,92.8121,90.6566,96.6854,86.86399999999999,93.4631,88.7601,87.6697,86.5439,93.6483,84.7555,,,,,,,,,,,,,,,,,,,73.7814,,
2014-03-25,,103.1982,103.3133,,101.5352,100.6002,100.0119,98.1771,100.4773,99.2538,93.3478,96.57339999999998,94.7196,93.3568,91.8814,96.8042,87.4261,94.00009999999996,89.26530000000002,,87.61339999999998,94.6373,85.78370000000002,,,,,,,,,,,,,,,,,,,79.11500000000002,,
2014-03-26,,103.2198,103.5652,103.2414,101.8661,99.6375,100.4485,98.5109,101.0015,99.6923,93.6542,96.87350000000002,94.8682,93.88529999999996,91.2491,98.4282,87.90339999999998,94.2602,89.9883,,89.03760000000004,95.30190000000002,86.36449999999998,,,,,,,,,,,,,,,,,,,82.574,,
2014-03-27,,103.2237,103.3981,103.2952,101.7527,99.5909,100.189,98.3286,100.9429,99.7042,93.7141,96.9984,94.9628,94.2416,91.9826,97.2812,,94.4637,89.54780000000002,,88.336,95.05370000000002,86.09939999999997,,,,,,,,,,,,,,,,,,,78.813,,
2014-03-28,,103.26100000000001,103.4335,103.1761,101.6611,100.3497,100.2729,98.4084,101.0072,99.7965,93.80799999999999,96.9556,94.6952,93.5985,93.664,97.281,87.06650000000002,96.9868,89.86850000000003,,88.57460000000002,95.0041,85.428,,,,,,,,,,,,,,,,,,,77.93199999999999,,
2014-03-31,,103.3801,103.5628,103.5108,101.91249999999998,100.8171,100.1882,98.9743,101.4767,101.0409,94.9129,98.2227,95.4933,94.7671,91.5772,99.06060000000002,88.75029999999998,95.0786,90.5289,86.4234,89.82419999999998,96.0109,87.33200000000002,,,,,,,,,,,,,,,,,,,81.78450000000002,,
2014-04-01,,103.3707,103.6727,103.23200000000001,101.91400000000002,100.633,100.6874,99.2382,101.7448,100.51700000000001,94.7838,98.0542,95.8852,95.1176,92.5771,98.98200000000001,89.46799999999999,96.4562,91.4467,86.634,90.2643,96.66460000000002,87.7769,,,,,,,,,,,,,,,,,,,78.9135,,
2014-04-02,,103.3624,103.695,103.58,101.7628,100.751,100.6439,98.909,101.5007,100.3546,94.5638,96.9441,95.5424,95.174,92.0365,98.3951,,95.28399999999999,91.1103,83.8693,90.1308,95.9681,87.00399999999999,,,,,,,,,,,,,,,,,,,78.7846,,
2014-04-03,,103.4446,103.6615,103.9593,101.7141,,100.5428,98.9542,101.4501,100.3487,94.6684,98.2534,96.1374,95.0464,92.104,98.2731,88.5607,95.3308,91.09239999999998,79.217,89.93939999999998,95.7422,87.0447,,,,,,,,,,,,,,,,,,,79.44009999999999,,
2014-04-04,,103.584,103.691,103.92200000000001,101.8886,,100.8,99.2807,101.9063,100.6575,95.0849,98.3605,95.9165,95.493,92.7217,98.8001,88.3361,95.5183,91.71889999999998,82.684,90.28779999999998,96.9669,87.97980000000003,,,,,,,,,,,,,,,,,,,80.36399999999999,,
2014-04-07,,103.5309,103.6785,103.333,101.8621,100.546,100.58,99.0747,101.7773,100.3084,94.8111,98.3432,95.8247,95.1023,92.2764,98.5953,89.63239999999998,95.2892,90.8487,82.7328,90.5445,96.1837,87.0599,,,,,,,,,,,,,,,,,,,80.491,,
2014-04-08,,103.618,103.7061,103.6066,101.8604,101.0307,100.8127,99.2811,101.9859,100.68429999999998,95.1447,98.4948,96.1549,,92.61669999999998,98.9769,88.93330000000002,95.67,91.4242,82.24889999999998,90.3281,96.5594,87.57639999999998,,,,,,,,,,,,,,,,,,,80.0219,,
2014-04-09,,103.5584,103.712,103.34870000000002,101.874,100.8808,100.9349,99.5327,102.006,100.8668,95.57,99.26100000000001,96.5791,95.7865,92.7452,98.9947,88.671,95.8021,91.30249999999998,,90.305,96.58119999999998,87.6601,,,,,,,,,,,,,,,,,,,,,
2014-04-10,,103.4977,103.72399999999999,103.67539999999998,101.93480000000002,100.99340000000002,101.0646,99.71479999999998,102.2256,101.1838,95.4769,,96.71700000000001,95.35179999999998,93.1369,99.2212,89.45270000000002,95.9938,91.5403,,90.5096,96.8131,87.71770000000002,,,,,,,,,,,,,,,,,,,81.32770000000002,,
2014-04-11,,103.5588,103.82399999999998,103.3618,101.9142,,100.8841,99.4533,102.1475,101.01100000000001,95.3042,98.71,97.1331,95.874,93.51030000000002,98.59860000000002,89.46929999999998,95.9766,93.59700000000001,,90.4229,96.2694,87.3896,,,,,,,,,,,,,,,,,,,80.9423,,
2014-04-14,,103.5999,103.75159999999998,,101.8748,100.6543,101.051,99.0949,101.7777,100.4288,95.3342,98.7645,96.1358,95.2809,,98.1471,,95.2636,90.353,,89.44669999999998,95.5034,86.3621,,,,,,,,,,,,,,,,,,,79.903,,
2014-04-15,,103.6372,103.865,103.5369,101.9275,101.11709999999998,,,101.6851,100.4773,95.0154,98.3848,96.0121,95.1425,95.315,98.3809,88.786,94.70649999999998,90.6129,87.56400000000002,89.41300000000003,95.569,86.6728,,,,,,,,,,,,,,,,,,,79.9221,,
2014-04-16,,103.6815,103.7132,103.509,102.0259,101.215,100.7063,98.8544,,100.0783,94.57680000000002,98.056,95.62700000000001,94.9602,92.0391,97.9323,88.92430000000002,94.569,90.14200000000001,81.1083,89.02850000000002,95.1043,86.1255,,,,,,,,,,,,,,,,,,,79.8358,,
2014-04-17,,103.59439999999998,103.8333,103.6706,102.203,101.1394,100.8234,98.8497,,100.3018,94.8453,98.1137,95.845,95.1378,,98.0829,88.985,94.6227,90.36200000000001,,89.0019,95.238,85.9952,,,,,,,,,,,,,,,,,,,79.6819,,
2014-04-18,,103.6205,103.8625,,102.2337,101.3357,100.9379,99.361,101.08929999999998,100.751,95.0039,99.596,96.3141,95.3569,92.57440000000004,98.2651,88.844,95.4436,90.77330000000002,,89.7889,96.30960000000002,86.85180000000003,,,,,,,,,,,,,,,,,,,80.7846,,
2014-04-21,,103.7008,103.512,103.7014,102.36320000000002,101.4069,100.852,99.4192,101.85280000000002,101.0136,94.7747,,96.2904,95.11,92.6971,98.75030000000002,88.4221,95.5141,90.48299999999999,79.46300000000001,90.0314,96.1877,87.05849999999998,,,,,,,,,,,,,,,,,,,81.2533,,
2014-04-22,,103.7203,103.942,103.443,102.1627,101.1429,101.1153,99.3241,101.87,100.5813,,,,,,98.5732,89.90180000000002,95.228,90.6747,,89.53,95.9426,86.56920000000002,,,,,,,,,,,,,,,,,,,81.7925,,
2014-04-23,,103.7248,103.942,103.6344,102.2533,101.3567,101.1683,99.3068,101.6394,100.4981,94.9427,98.09899999999999,,94.8974,,97.9441,89.94050000000001,,90.4771,75.49600000000001,89.6435,95.4462,86.49359999999999,,,,,,,,,,,,,,,,,,,78.824,,
2014-04-24,,103.6504,103.9588,,102.2849,101.2635,101.2902,99.575,98.0205,100.1348,94.6107,99.719,95.8743,95.2231,96.47200000000001,93.67830000000002,90.4925,94.52,89.64090000000002,78.807,88.9616,94.4554,85.5175,,,,,,,,,,,,,,,,,,,79.137,,
2014-04-25,,103.589,103.6859,103.5436,102.1243,100.935,100.9801,98.0755,96.7422,99.1837,93.2914,96.477,94.617,93.4555,90.925,92.6093,,93.1105,89.27690000000003,,87.3716,92.63619999999996,83.29509999999998,,,,,,,,,,,,,,,,,,,79.361,,
2014-04-28,,103.6852,103.6016,103.377,101.5266,100.961,100.133,98.054,96.2971,101.6403,92.5433,95.6255,93.4778,92.54890000000002,89.94200000000002,91.6128,89.2693,92.5281,88.0234,,86.8268,92.0167,83.0907,,,,,,,,,,,,,,,,,,,80.1907,,
2014-04-29,,103.6971,103.7463,103.8569,102.4125,101.111,100.4613,98.2782,96.70299999999999,98.5707,92.9297,96.6783,93.9839,93.681,90.0507,91.8786,91.005,92.7774,88.4282,86.595,87.93119999999998,93.0582,83.7931,,,,,,,,,,,,,,,,,,,78.93379999999998,,
2014-04-30,,103.6582,103.8381,103.5335,102.5417,101.0762,100.3773,98.381,97.23739999999998,99.859,93.0242,96.2242,95.28399999999999,93.778,90.5749,92.347,89.9585,92.7664,88.861,84.611,87.5872,92.87340000000002,83.8057,,,,,,,,,,,,,,,,,,,78.456,,
2014-05-05,,103.7745,103.7384,103.3619,102.2188,100.873,100.274,98.1641,98.17200000000001,99.0072,94.3084,96.3448,95.33150000000002,93.5283,90.6136,91.9583,88.7075,93.4094,88.6073,,87.6864,92.7545,83.7435,,,,,,,,,,,,,,,,,,,,,
2014-05-06,,103.8556,103.9517,103.5728,102.2554,101.1904,100.444,98.4728,97.863,99.418,93.2269,96.7153,,92.9399,90.7828,92.47,89.441,93.4201,88.97660000000002,,88.06129999999997,93.6528,84.56849999999999,,,,,,,,,,,,,,,,,,,79.069,,
2014-05-07,,103.8901,103.6761,103.60909999999998,102.3314,101.0444,100.8233,98.6685,97.1883,100.0182,93.3165,97.5521,,93.5666,91.3505,93.8988,91.208,95.9989,89.58779999999999,,88.7115,94.6623,85.68110000000001,,,,,,,,,,,,,,,,,,,79.43969999999999,,
2014-05-08,,103.805,103.875,103.6643,102.2868,101.2783,101.024,99.1526,98.1569,100.3753,94.7297,97.6738,95.8945,94.7798,92.7681,94.7689,88.87230000000002,96.581,91.9309,,90.6035,96.6557,87.4744,,,,,,,,,,,,,,,,,,,80.107,,
2014-05-12,,103.9552,103.884,103.7204,102.1256,101.7254,100.785,98.9145,98.3849,100.55060000000002,94.2037,97.6906,96.0725,95.2012,93.1694,94.896,91.304,95.8454,91.515,,90.0954,96.4394,87.20609999999998,,,,,,,,,,,,,,,,,,,79.932,,
2014-05-13,,103.94960000000002,103.8677,103.6272,102.30079999999998,101.5565,101.0439,99.1267,97.7077,100.1611,94.3691,,96.572,95.2765,93.005,94.93,90.1421,,,,90.3508,96.7789,87.3976,,,,,,,,,,,,,,,,,,,,,
2014-05-14,,104.0187,104.0097,103.8207,102.0993,101.3256,101.0097,99.09100000000001,97.8757,100.28,94.4959,98.0528,96.09579999999998,95.0447,92.6736,95.2698,89.5543,95.6862,91.4181,,90.647,97.0025,87.94179999999999,,,,,,,,,,,,,,,,,,,,,
2014-05-15,,104.13880000000002,103.8515,103.7984,102.2127,101.287,101.0751,99.17200000000001,97.8834,100.3081,94.5997,98.95100000000001,97.359,95.5268,93.141,95.0344,90.2543,95.8105,91.719,,90.7444,97.2039,87.93690000000002,,,,,,,,,,,,,,,,,,,,,
2014-05-16,,104.1916,104.0461,103.77960000000002,102.2293,101.331,101.05799999999999,99.2313,97.86200000000001,100.2015,94.6624,97.7211,96.228,,,94.5794,89.5811,95.7305,91.4698,,90.4476,96.8917,87.91929999999998,,,,,,,,,,,,,,,,,,,,,
2014-05-19,,104.2264,103.84109999999998,103.7507,102.2832,101.287,101.10719999999998,99.1472,98.0479,100.3837,94.5851,97.7836,97.433,95.12729999999998,95.01100000000001,95.1306,89.43839999999999,96.09,91.7984,,90.9055,97.4481,88.46770000000002,,,,,,,,,,,,,,,,,,,75.9186,,
2014-05-20,,104.20700000000001,104.111,103.7561,102.2262,101.2728,101.1754,99.3151,98.0597,100.5355,94.709,98.25299999999999,96.30089999999998,95.55,92.82799999999999,95.4357,89.8579,95.936,91.9598,84.94,91.1108,97.6661,88.60010000000003,,,,,,,,,,,,,,,,,,,81.6833,,
2014-05-21,,104.3265,104.054,103.9492,102.3694,101.2252,101.3819,99.4905,98.3178,100.8218,95.2395,98.6339,96.76879999999998,96.0652,93.3293,95.3807,90.3672,97.2801,92.7471,,91.8204,98.4115,89.31710000000002,,,,,,,,,,,,,,,,,,,81.74629999999998,,
2014-05-22,,104.2749,104.3008,,102.3902,101.302,101.3094,99.4785,98.5151,100.82700000000001,95.2009,98.6448,93.2753,96.1891,93.4714,96.3446,90.52539999999998,97.3928,92.9413,,91.699,98.0108,88.9688,,,,,,,,,,,,,,,,,,,82.2521,,
2014-05-23,,104.3942,104.2677,103.8843,102.4564,101.3363,101.4535,99.6937,98.5966,101.0295,95.4382,98.89740000000002,,96.3524,93.48100000000001,96.4733,90.6149,97.6156,93.287,81.98899999999999,92.1412,98.60549999999998,89.5,,,,,,,,,,,,,,,,,,,82.89,,
2014-05-26,,104.4626,,104.0952,102.4833,101.6549,101.7665,99.83199999999998,98.07869999999998,101.3093,95.5203,99.0924,94.0413,96.1132,94.2893,97.09250000000002,90.8732,98.1361,93.8596,,92.80599999999998,98.969,89.9341,,,,,,,,,,,,,,,,,,,,,
