,Номер бумаги,ISIN,Номер платежа,Дата фактической выплаты,"Ставка купона, % годовых","Сумма купона, RUB","Погашение номинала, RUB"
747,44,RU000A0JTK38,26,2026-01-21,7.05,3.5149999999999997,0.0
748,44,RU000A0JTK38,27,2026-07-22,7.05,3.5149999999999997,0.0
749,44,RU000A0JTK38,28,2027-01-20,7.05,3.5149999999999997,0.0
750,44,RU000A0JTK38,29,2027-07-21,7.05,3.5149999999999997,0.0
751,44,RU000A0JTK38,30,2028-01-19,7.05,3.5149999999999997,100.0
752,45,RU000A0ZYUA9,1,2018-06-06,6.9,1.985,0.0
753,45,RU000A0ZYUA9,2,2018-12-05,6.9,3.441,0.0
754,45,RU000A0ZYUA9,3,2019-06-05,6.9,3.441,0.0
755,45,RU000A0ZYUA9,4,2019-12-04,6.9,3.441,0.0
756,45,RU000A0ZYUA9,5,2020-06-03,6.9,3.441,0.0
757,45,RU000A0ZYUA9,6,2020-12-02,6.9,3.441,0.0
758,45,RU000A0ZYUA9,7,2021-06-02,6.9,3.441,0.0
759,45,RU000A0ZYUA9,8,2021-12-01,6.9,3.441,0.0
760,45,RU000A0ZYUA9,9,2022-06-01,6.9,3.441,0.0
761,45,RU000A0ZYUA9,10,2022-11-30,6.9,3.441,0.0
762,45,RU000A0ZYUA9,11,2023-05-31,6.9,3.441,0.0
763,45,RU000A0ZYUA9,12,2023-11-29,6.9,3.441,0.0
764,45,RU000A0ZYUA9,13,2024-05-29,6.9,3.441,0.0
765,45,RU000A0ZYUA9,14,2024-11-27,6.9,3.441,0.0
766,45,RU000A0ZYUA9,15,2025-05-28,6.9,3.441,0.0
767,45,RU000A0ZYUA9,16,2025-11-26,6.9,3.441,0.0
768,45,RU000A0ZYUA9,17,2026-05-27,6.9,3.441,0.0
769,45,RU000A0ZYUA9,18,2026-11-25,6.9,3.441,0.0
770,45,RU000A0ZYUA9,19,2027-05-26,6.9,3.441,0.0
771,45,RU000A0ZYUA9,20,2027-11-24,6.9,3.441,0.0
772,45,RU000A0ZYUA9,21,2028-05-24,6.9,3.441,0.0
773,45,RU000A0ZYUA9,22,2028-11-22,6.9,3.441,0.0
774,45,RU000A0ZYUA9,23,2029-05-23,6.9,3.441,100.0
775,46,RU0002868001,1,2003-10-08,3.084,1.9940000000000002,0.0
776,46,RU0002868001,2,2004-10-06,1.045,1.042,0.0
777,46,RU0002868001,3,2005-10-05,0.341,0.33999999999999997,0.0
778,46,RU0002868001,4,2006-10-04,1.211,1.208,0.0
779,46,RU0002868001,5,2007-10-03,0.705,0.7030000000000001,0.0
780,46,RU0002868001,6,2008-10-01,1.566,1.5619999999999998,0.0
781,46,RU0002868001,7,2009-09-30,0.888,0.8859999999999999,0.0
782,46,RU0002868001,8,2010-09-29,1.948,1.943,0.0
783,46,RU0002868001,9,2011-09-28,2.903,2.895,0.0
784,46,RU0002868001,10,2012-09-26,3.741,3.7310000000000003,0.0
785,46,RU0002868001,11,2013-09-25,1.359,1.355,0.0
786,46,RU0002868001,12,2014-09-24,1.697,1.6920000000000002,0.0
787,46,RU0002868001,13,2015-09-23,4.673,4.66,0.0
788,46,RU0002868001,14,2016-09-21,3.351,3.342,0.0
789,46,RU0002868001,15,2017-09-20,3.281,3.272,0.0
790,46,RU0002868001,16,2018-09-19,8.386,8.363,2.5
791,46,RU0002868001,17,2019-09-18,8.656,8.416,2.5
792,46,RU0002868001,18,2020-09-16,6.269,5.939,0.0
793,46,RU0002868001,19,2021-09-15,9.718,9.206999999999999,0.0
794,46,RU0002868001,20,2022-09-14,6.573,6.227,0.0
795,46,RU0002868001,21,2023-09-13,9.496,8.995999999999999,0.0
796,46,RU0002868001,22,2024-09-11,8.799,8.336,0.0
797,46,RU0002868001,23,2025-09-10,6.517,6.174,0.0
798,46,RU0002868001,24,2026-09-09,7.673,7.269,12.5
799,46,RU0002868001,25,2027-09-08,0.141,0.11599999999999999,12.5
800,46,RU0002868001,26,2028-09-06,8.896,6.21,12.5
801,46,RU0002868001,27,2029-09-05,2.271,1.302,57.5
802,47,RU000A100A82,1,2019-10-23,7.65,3.815,0.0
803,47,RU000A100A82,2,2020-04-22,7.65,3.815,0.0
804,47,RU000A100A82,3,2020-10-21,7.65,3.815,0.0
805,47,RU000A100A82,4,2021-04-21,7.65,3.815,0.0
806,47,RU000A100A82,5,2021-10-20,7.65,3.815,0.0
807,47,RU000A100A82,6,2022-04-20,7.65,3.815,0.0
808,47,RU000A100A82,7,2022-10-19,7.65,3.815,0.0
809,47,RU000A100A82,8,2023-04-19,7.65,3.815,0.0
810,47,RU000A100A82,9,2023-10-18,7.65,3.815,0.0
811,47,RU000A100A82,10,2024-04-17,7.65,3.815,0.0
812,47,RU000A100A82,11,2024-10-16,7.65,3.815,0.0
813,47,RU000A100A82,12,2025-04-16,7.65,3.815,0.0
814,47,RU000A100A82,13,2025-10-15,7.65,3.815,0.0
815,47,RU000A100A82,14,2026-04-15,7.65,3.815,0.0
816,47,RU000A100A82,15,2026-10-14,7.65,3.815,0.0
817,47,RU000A100A82,16,2027-04-14,7.65,3.815,0.0
818,47,RU000A100A82,17,2027-10-13,7.65,3.815,0.0
819,47,RU000A100A82,18,2028-04-12,7.65,3.815,0.0
820,47,RU000A100A82,19,2028-10-11,7.65,3.815,0.0
821,47,RU000A100A82,20,2029-04-11,7.65,3.815,0.0
822,47,RU000A100A82,21,2029-10-10,7.65,3.815,0.0
823,47,RU000A100A82,22,2030-04-10,7.65,3.815,100.0
824,48,RU000A0JVW48,1,2016-04-06,8.5,3.749,0.0
825,48,RU000A0JVW48,2,2016-10-05,8.5,4.238,0.0
826,48,RU000A0JVW48,3,2017-04-05,8.5,4.238,0.0
827,48,RU000A0JVW48,4,2017-10-04,8.5,4.238,0.0
828,48,RU000A0JVW48,5,2018-04-04,8.5,4.238,0.0
829,48,RU000A0JVW48,6,2018-10-03,8.5,4.238,0.0
830,48,RU000A0JVW48,7,2019-04-03,8.5,4.238,0.0
831,48,RU000A0JVW48,8,2019-10-02,8.5,4.238,0.0
832,48,RU000A0JVW48,9,2020-04-01,8.5,4.238,0.0
833,48,RU000A0JVW48,10,2020-09-30,8.5,4.238,0.0
834,48,RU000A0JVW48,11,2021-03-31,8.5,4.238,0.0
835,48,RU000A0JVW48,12,2021-09-29,8.5,4.238,0.0
836,48,RU000A0JVW48,13,2022-03-30,8.5,4.238,0.0
837,48,RU000A0JVW48,14,2022-09-28,8.5,4.238,0.0
838,48,RU000A0JVW48,15,2023-03-29,8.5,4.238,0.0
839,48,RU000A0JVW48,16,2023-09-27,8.5,4.238,0.0
840,48,RU000A0JVW48,17,2024-03-27,8.5,4.238,0.0
841,48,RU000A0JVW48,18,2024-09-25,8.5,4.238,0.0
842,48,RU000A0JVW48,19,2025-03-26,8.5,4.238,0.0
843,48,RU000A0JVW48,20,2025-09-24,8.5,4.238,0.0
844,48,RU000A0JVW48,21,2026-03-25,8.5,4.238,0.0
845,48,RU000A0JVW48,22,2026-09-23,8.5,4.238,0.0
846,48,RU000A0JVW48,23,2027-03-24,8.5,4.238,0.0
847,48,RU000A0JVW48,24,2027-09-22,8.5,4.238,0.0
848,48,RU000A0JVW48,25,2028-03-22,8.5,4.238,0.0
849,48,RU000A0JVW48,26,2028-09-20,8.5,4.238,0.0
850,48,RU000A0JVW48,27,2029-03-21,8.5,4.238,0.0
851,48,RU000A0JVW48,28,2029-09-19,8.5,4.238,0.0
852,48,RU000A0JVW48,29,2030-03-20,8.5,4.238,0.0
853,48,RU000A0JVW48,30,2030-09-18,8.5,4.238,0.0
854,48,RU000A0JVW48,31,2031-03-19,8.5,4.238,0.0
855,48,RU000A0JVW48,32,2031-09-17,8.5,4.238,100.0
856,49,RU000A0JXFM1,1,2017-10-11,7.7,5.021,0.0
857,49,RU000A0JXFM1,2,2018-04-11,7.7,3.839,0.0
858,49,RU000A0JXFM1,3,2018-10-10,7.7,3.839,0.0
859,49,RU000A0JXFM1,4,2019-04-10,7.7,3.839,0.0
860,49,RU000A0JXFM1,5,2019-10-09,7.7,3.839,0.0
861,49,RU000A0JXFM1,6,2020-04-08,7.7,3.839,0.0
862,49,RU000A0JXFM1,7,2020-10-07,7.7,3.839,0.0
863,49,RU000A0JXFM1,8,2021-04-07,7.7,3.839,0.0
864,49,RU000A0JXFM1,9,2021-10-06,7.7,3.839,0.0
865,49,RU000A0JXFM1,10,2022-04-06,7.7,3.839,0.0
866,49,RU000A0JXFM1,11,2022-10-05,7.7,3.839,0.0
867,49,RU000A0JXFM1,12,2023-04-05,7.7,3.839,0.0
868,49,RU000A0JXFM1,13,2023-10-04,7.7,3.839,0.0
869,49,RU000A0JXFM1,14,2024-04-03,7.7,3.839,0.0
870,49,RU000A0JXFM1,15,2024-10-02,7.7,3.839,0.0
871,49,RU000A0JXFM1,16,2025-04-02,7.7,3.839,0.0
872,49,RU000A0JXFM1,17,2025-10-01,7.7,3.839,0.0
873,49,RU000A0JXFM1,18,2026-04-01,7.7,3.839,0.0
874,49,RU000A0JXFM1,19,2026-09-30,7.7,3.839,0.0
875,49,RU000A0JXFM1,20,2027-03-31,7.7,3.839,0.0
876,49,RU000A0JXFM1,21,2027-09-29,7.7,3.839,0.0
877,49,RU000A0JXFM1,22,2028-03-29,7.7,3.839,0.0
878,49,RU000A0JXFM1,23,2028-09-27,7.7,3.839,0.0
879,49,RU000A0JXFM1,24,2029-03-28,7.7,3.839,0.0
880,49,RU000A0JXFM1,25,2029-09-26,7.7,3.839,0.0
881,49,RU000A0JXFM1,26,2030-03-27,7.7,3.839,0.0
882,49,RU000A0JXFM1,27,2030-09-25,7.7,3.839,0.0
883,49,RU000A0JXFM1,28,2031-03-26,7.7,3.839,0.0
884,49,RU000A0JXFM1,29,2031-09-24,7.7,3.839,0.0
885,49,RU000A0JXFM1,30,2032-03-24,7.7,3.839,0.0
886,49,RU000A0JXFM1,31,2032-09-22,7.7,3.839,0.0
887,49,RU000A0JXFM1,32,2033-03-23,7.7,3.839,100.0
888,50,RU000A0ZYUB7,1,2018-05-30,7.25,1.9469999999999998,0.0
889,50,RU000A0ZYUB7,2,2018-11-28,7.25,3.6149999999999998,0.0
890,50,RU000A0ZYUB7,3,2019-05-29,7.25,3.6149999999999998,0.0
891,50,RU000A0ZYUB7,4,2019-11-27,7.25,3.6149999999999998,0.0
892,50,RU000A0ZYUB7,5,2020-05-27,7.25,3.6149999999999998,0.0
893,50,RU000A0ZYUB7,6,2020-11-25,7.25,3.6149999999999998,0.0
894,50,RU000A0ZYUB7,7,2021-05-26,7.25,3.6149999999999998,0.0
895,50,RU000A0ZYUB7,8,2021-11-24,7.25,3.6149999999999998,0.0
896,50,RU000A0ZYUB7,9,2022-05-25,7.25,3.6149999999999998,0.0
897,50,RU000A0ZYUB7,10,2022-11-23,7.25,3.6149999999999998,0.0
898,50,RU000A0ZYUB7,11,2023-05-24,7.25,3.6149999999999998,0.0
899,50,RU000A0ZYUB7,12,2023-11-22,7.25,3.6149999999999998,0.0
900,50,RU000A0ZYUB7,13,2024-05-22,7.25,3.6149999999999998,0.0
901,50,RU000A0ZYUB7,14,2024-11-20,7.25,3.6149999999999998,0.0
902,50,RU000A0ZYUB7,15,2025-05-21,7.25,3.6149999999999998,0.0
903,50,RU000A0ZYUB7,16,2025-11-19,7.25,3.6149999999999998,0.0
904,50,RU000A0ZYUB7,17,2026-05-20,7.25,3.6149999999999998,0.0
905,50,RU000A0ZYUB7,18,2026-11-18,7.25,3.6149999999999998,0.0
906,50,RU000A0ZYUB7,19,2027-05-19,7.25,3.6149999999999998,0.0
907,50,RU000A0ZYUB7,20,2027-11-17,7.25,3.6149999999999998,0.0
908,50,RU000A0ZYUB7,21,2028-05-17,7.25,3.6149999999999998,0.0
909,50,RU000A0ZYUB7,22,2028-11-15,7.25,3.6149999999999998,0.0
910,50,RU000A0ZYUB7,23,2029-05-16,7.25,3.6149999999999998,0.0
911,50,RU000A0ZYUB7,24,2029-11-14,7.25,3.6149999999999998,0.0
912,50,RU000A0ZYUB7,25,2030-05-15,7.25,3.6149999999999998,0.0
913,50,RU000A0ZYUB7,26,2030-11-13,7.25,3.6149999999999998,0.0
914,50,RU000A0ZYUB7,27,2031-05-14,7.25,3.6149999999999998,0.0
915,50,RU000A0ZYUB7,28,2031-11-12,7.25,3.6149999999999998,0.0
916,50,RU000A0ZYUB7,29,2032-05-12,7.25,3.6149999999999998,0.0
917,50,RU000A0ZYUB7,30,2032-11-10,7.25,3.6149999999999998,0.0
918,50,RU000A0ZYUB7,31,2033-05-11,7.25,3.6149999999999998,0.0
919,50,RU000A0ZYUB7,32,2033-11-09,7.25,3.6149999999999998,0.0
920,50,RU000A0ZYUB7,33,2034-05-10,7.25,3.6149999999999998,100.0
921,51,RU000A101F94,1,2020-08-05,6.1,2.808,0.0
922,51,RU000A101F94,2,2021-02-03,6.1,3.0420000000000003,0.0
923,51,RU000A101F94,3,2021-08-04,6.1,3.0420000000000003,0.0
924,51,RU000A101F94,4,2022-02-02,6.1,3.0420000000000003,0.0
925,51,RU000A101F94,5,2022-08-03,6.1,3.0420000000000003,0.0
926,51,RU000A101F94,6,2023-02-01,6.1,3.0420000000000003,0.0
927,51,RU000A101F94,7,2023-08-02,6.1,3.0420000000000003,0.0
928,51,RU000A101F94,8,2024-01-31,6.1,3.0420000000000003,0.0
929,51,RU000A101F94,9,2024-07-31,6.1,3.0420000000000003,0.0
930,51,RU000A101F94,10,2025-01-29,6.1,3.0420000000000003,0.0
931,51,RU000A101F94,11,2025-07-30,6.1,3.0420000000000003,0.0
932,51,RU000A101F94,12,2026-01-28,6.1,3.0420000000000003,0.0
933,51,RU000A101F94,13,2026-07-29,6.1,3.0420000000000003,0.0
934,51,RU000A101F94,14,2027-01-27,6.1,3.0420000000000003,0.0
935,51,RU000A101F94,15,2027-07-28,6.1,3.0420000000000003,0.0
936,51,RU000A101F94,16,2028-01-26,6.1,3.0420000000000003,0.0
937,51,RU000A101F94,17,2028-07-26,6.1,3.0420000000000003,0.0
938,51,RU000A101F94,18,2029-01-24,6.1,3.0420000000000003,0.0
939,51,RU000A101F94,19,2029-07-25,6.1,3.0420000000000003,0.0
940,51,RU000A101F94,20,2030-01-23,6.1,3.0420000000000003,0.0
941,51,RU000A101F94,21,2030-07-24,6.1,3.0420000000000003,0.0
942,51,RU000A101F94,22,2031-01-22,6.1,3.0420000000000003,0.0
943,51,RU000A101F94,23,2031-07-23,6.1,3.0420000000000003,0.0
944,51,RU000A101F94,24,2032-01-21,6.1,3.0420000000000003,0.0
945,51,RU000A101F94,25,2032-07-21,6.1,3.0420000000000003,0.0
946,51,RU000A101F94,26,2033-01-19,6.1,3.0420000000000003,0.0
947,51,RU000A101F94,27,2033-07-20,6.1,3.0420000000000003,0.0
948,51,RU000A101F94,28,2034-01-18,6.1,3.0420000000000003,0.0
949,51,RU000A101F94,29,2034-07-19,6.1,3.0420000000000003,0.0
950,51,RU000A101F94,30,2035-01-17,6.1,3.0420000000000003,0.0
951,51,RU000A101F94,31,2035-07-18,6.1,3.0420000000000003,100.0
952,52,RU000A0GN9A7,1,2006-08-16,6.95,3.465,0.0
953,52,RU000A0GN9A7,2,2007-02-14,6.9,3.441,0.0
954,52,RU000A0GN9A7,3,2007-08-15,6.9,3.441,0.0
955,52,RU000A0GN9A7,4,2008-02-13,6.9,3.441,0.0
956,52,RU000A0GN9A7,5,2008-08-13,6.9,3.441,0.0
957,52,RU000A0GN9A7,6,2009-02-11,6.9,3.441,0.0
958,52,RU000A0GN9A7,7,2009-08-12,6.9,3.441,0.0
959,52,RU000A0GN9A7,8,2010-02-10,6.9,3.441,0.0
960,52,RU000A0GN9A7,9,2010-08-11,6.9,3.441,0.0
961,52,RU000A0GN9A7,10,2011-02-09,6.9,3.441,0.0
962,52,RU000A0GN9A7,11,2011-08-10,6.9,3.441,0.0
963,52,RU000A0GN9A7,12,2012-02-15,6.9,3.5729999999999995,0.0
964,52,RU000A0GN9A7,13,2012-08-15,6.9,3.441,0.0
965,52,RU000A0GN9A7,14,2013-02-13,6.9,3.441,0.0
966,52,RU000A0GN9A7,15,2013-08-14,6.9,3.441,0.0
967,52,RU000A0GN9A7,16,2014-02-12,6.9,3.441,0.0
968,52,RU000A0GN9A7,17,2014-08-13,6.9,3.441,0.0
969,52,RU000A0GN9A7,18,2015-02-11,6.9,3.441,0.0
970,52,RU000A0GN9A7,19,2015-08-12,6.9,3.441,0.0
971,52,RU000A0GN9A7,20,2016-02-10,6.9,3.441,0.0
972,52,RU000A0GN9A7,21,2016-08-10,6.9,3.441,0.0
973,52,RU000A0GN9A7,22,2017-02-15,6.9,3.5729999999999995,0.0
974,52,RU000A0GN9A7,23,2017-08-16,6.9,3.441,0.0
975,52,RU000A0GN9A7,24,2018-02-14,6.9,3.441,0.0
976,52,RU000A0GN9A7,25,2018-08-15,6.9,3.441,0.0
977,52,RU000A0GN9A7,26,2019-02-13,6.9,3.441,0.0
978,52,RU000A0GN9A7,27,2019-08-14,6.9,3.441,0.0
979,52,RU000A0GN9A7,28,2020-02-12,6.9,3.441,0.0
980,52,RU000A0GN9A7,29,2020-08-12,6.9,3.441,0.0
981,52,RU000A0GN9A7,30,2021-02-10,6.9,3.441,0.0
982,52,RU000A0GN9A7,31,2021-08-11,6.9,3.441,0.0
983,52,RU000A0GN9A7,32,2022-02-09,6.9,3.441,0.0
984,52,RU000A0GN9A7,33,2022-08-10,6.9,3.441,0.0
985,52,RU000A0GN9A7,34,2023-02-15,6.9,3.5729999999999995,0.0
986,52,RU000A0GN9A7,35,2023-08-16,6.9,3.441,0.0
987,52,RU000A0GN9A7,36,2024-02-14,6.9,3.441,0.0
988,52,RU000A0GN9A7,37,2024-08-14,6.9,3.441,0.0
989,52,RU000A0GN9A7,38,2025-02-12,6.9,3.441,0.0
990,52,RU000A0GN9A7,39,2025-08-13,6.9,3.441,0.0
991,52,RU000A0GN9A7,40,2026-02-11,6.9,3.441,0.0
992,52,RU000A0GN9A7,41,2026-08-12,6.9,3.441,0.0
993,52,RU000A0GN9A7,42,2027-02-10,6.9,3.441,0.0
994,52,RU000A0GN9A7,43,2027-08-11,6.9,3.441,0.0
995,52,RU000A0GN9A7,44,2028-02-09,6.9,3.441,0.0
996,52,RU000A0GN9A7,45,2028-08-09,6.9,3.441,0.0
997,52,RU000A0GN9A7,46,2029-02-14,6.9,3.5729999999999995,0.0
998,52,RU000A0GN9A7,47,2029-08-15,6.9,3.441,0.0
999,52,RU000A0GN9A7,48,2030-02-13,6.9,3.441,0.0
1000,52,RU000A0GN9A7,49,2030-08-14,6.9,3.441,0.0
1001,52,RU000A0GN9A7,50,2031-02-12,6.9,3.441,0.0
1002,52,RU000A0GN9A7,51,2031-08-13,6.9,3.441,0.0
1003,52,RU000A0GN9A7,52,2032-02-11,6.9,3.441,0.0
1004,52,RU000A0GN9A7,53,2032-08-11,6.9,3.441,0.0
1005,52,RU000A0GN9A7,54,2033-02-09,6.9,3.441,0.0
1006,52,RU000A0GN9A7,55,2033-08-10,6.9,3.441,0.0
1007,52,RU000A0GN9A7,56,2034-02-08,6.9,3.441,0.0
1008,52,RU000A0GN9A7,57,2034-08-09,6.9,3.441,25.0
1009,52,RU000A0GN9A7,58,2035-02-07,6.9,2.58,25.0
1010,52,RU000A0GN9A7,59,2035-08-08,6.9,1.72,25.0
1011,52,RU000A0GN9A7,60,2036-02-06,6.9,0.86,25.0
1012,53,RU000A100EF5,1,2019-10-09,7.7,2.658,0.0
1013,53,RU000A100EF5,2,2020-04-08,7.7,3.839,0.0
1014,53,RU000A100EF5,3,2020-10-07,7.7,3.839,0.0
1015,53,RU000A100EF5,4,2021-04-07,7.7,3.839,0.0
1016,53,RU000A100EF5,5,2021-10-06,7.7,3.839,0.0
1017,53,RU000A100EF5,6,2022-04-06,7.7,3.839,0.0
1018,53,RU000A100EF5,7,2022-10-05,7.7,3.839,0.0
1019,53,RU000A100EF5,8,2023-04-05,7.7,3.839,0.0
1020,53,RU000A100EF5,9,2023-10-04,7.7,3.839,0.0
1021,53,RU000A100EF5,10,2024-04-03,7.7,3.839,0.0
1022,53,RU000A100EF5,11,2024-10-02,7.7,3.839,0.0
1023,53,RU000A100EF5,12,2025-04-02,7.7,3.839,0.0
1024,53,RU000A100EF5,13,2025-10-01,7.7,3.839,0.0
1025,53,RU000A100EF5,14,2026-04-01,7.7,3.839,0.0
1026,53,RU000A100EF5,15,2026-09-30,7.7,3.839,0.0
1027,53,RU000A100EF5,16,2027-03-31,7.7,3.839,0.0
1028,53,RU000A100EF5,17,2027-09-29,7.7,3.839,0.0
1029,53,RU000A100EF5,18,2028-03-29,7.7,3.839,0.0
1030,53,RU000A100EF5,19,2028-09-27,7.7,3.839,0.0
1031,53,RU000A100EF5,20,2029-03-28,7.7,3.839,0.0
1032,53,RU000A100EF5,21,2029-09-26,7.7,3.839,0.0
1033,53,RU000A100EF5,22,2030-03-27,7.7,3.839,0.0
1034,53,RU000A100EF5,23,2030-09-25,7.7,3.839,0.0
1035,53,RU000A100EF5,24,2031-03-26,7.7,3.839,0.0
1036,53,RU000A100EF5,25,2031-09-24,7.7,3.839,0.0
1037,53,RU000A100EF5,26,2032-03-24,7.7,3.839,0.0
1038,53,RU000A100EF5,27,2032-09-22,7.7,3.839,0.0
1039,53,RU000A100EF5,28,2033-03-23,7.7,3.839,0.0
1040,53,RU000A100EF5,29,2033-09-21,7.7,3.839,0.0
1041,53,RU000A100EF5,30,2034-03-22,7.7,3.839,0.0
1042,53,RU000A100EF5,31,2034-09-20,7.7,3.839,0.0
1043,53,RU000A100EF5,32,2035-03-21,7.7,3.839,0.0
1044,53,RU000A100EF5,33,2035-09-19,7.7,3.839,0.0
1045,53,RU000A100EF5,34,2036-03-19,7.7,3.839,0.0
1046,53,RU000A100EF5,35,2036-09-17,7.7,3.839,0.0
1047,53,RU000A100EF5,36,2037-03-18,7.7,3.839,0.0
1048,53,RU000A100EF5,37,2037-09-16,7.7,3.839,0.0
1049,53,RU000A100EF5,38,2038-03-17,7.7,3.839,0.0
1050,53,RU000A100EF5,39,2038-09-15,7.7,3.839,0.0
1051,53,RU000A100EF5,40,2039-03-16,7.7,3.839,100.0
