TRADEDATE,RU000A0JR779,RU000A0JQAE3,RU000A0JQLL5,RU000A0JQCL4,RU000A0JRHZ1,RU000A0JQYN4,RU000A0JR7G1,RU000A0JQZ18,RU000A0JS751,RU000A0JRJU8,RU000A0JTKZ1,RU000A0JRCJ6,RU0002868076,RU000A0JU9V1,RU000A0JTG59,RU000A0JTYA5,RU000A0JREQ7,RU000A0JVW30,RU000A0D0G29,RU000A0ZYCK6,RU000A0JSMA2,RU000A0JXB41,RU000A0JTJL3,RU000A0JPLH5,RU000A0JU4L3,RU000A101FA1,RU000A0ZYU88,RU000A1007F4,RU000A0JXQF2,RU000A101QE0,RU000A100EG3,RU000A0JWM07,RU000A0ZZYW2,RU000A0JS3W6,RU000A1014N4,RU000A0JTK38,RU000A0ZYUA9,RU000A100A82,RU000A0JVW48,RU000A0JXFM1,RU000A0ZYUB7,RU000A101F94,RU000A0GN9A7,RU000A100EF5
2014-02-03,,0.06463680321445876,0.06252555383894384,,0.06591378333997228,,0.06924743404050354,0.07103344955497916,0.07486823951239735,0.07511515482901082,0.07681594361932964,0.0769744374866754,,0.0788893940570756,0.07940407664126195,0.08087211705660519,0.0819554705037468,,0.07756611861459428,,0.08193394774816325,,0.08312764010918915,,0.08294073319804358,,,,,,,,,0.08332354326595746,,0.0847673663048388,,,,,,,0.08801854172547219,
2014-02-04,,0.0603568302919232,0.06573811014202996,0.06134983510737959,0.06578834733602541,0.06386875811926758,0.06631718728865056,0.07089152629595101,0.07438401890462382,0.07385329979874293,0.07478934455613633,0.07711261466253343,,0.07817680982961943,0.07842154682452053,0.07933162033107026,0.08006485521218766,,,,0.08037105382585935,,0.08113138889802621,,0.08163474670190118,,,,,,,,,0.08245575841133407,,0.0835470614445435,,,,,,,0.08795793565582412,
2014-02-05,,0.06257860144796025,0.06344868244028877,0.0763135061907182,0.06471884225148868,0.06450146179597298,0.06711219077446955,0.06943041543947401,0.07257123757460743,0.07287754742844782,0.07461847149125973,0.07432455849979783,,0.07664642332249094,0.07692152258859657,0.07850583773530931,0.07928884639195097,,0.07891334927132881,,0.0792560942049954,,0.07967287107567537,,0.08002989970901814,,,,,,,,,0.08141269437956275,,0.08254274996528241,,,,,,,0.08777020092389133,
2014-02-06,,0.06194849559408729,0.0634652412502269,0.06348398616588319,0.06448665105510011,0.06461470444366775,0.06669547931602454,,0.07283338552494949,0.07293831053431395,0.07458841599169275,0.07415428471884453,,0.07629322713913125,0.07669446781086295,0.07820025104597651,0.07840351002156586,,0.07994530635014978,,0.07914819580993453,,0.07923377636055723,,0.08024979533556395,,,,,,,,,0.08147820430075828,,0.0826541635168514,,,,,,,0.08484437208550856,
2014-02-07,,0.06142284233359932,0.062421098199664043,0.06330978254618906,0.0637368370002782,,,0.06928119197691741,,0.07268047328793115,0.07406255759125434,0.07374679247568708,,0.07629489277166508,0.07647596929762727,0.07812411714909524,0.07846863745388793,,0.07963499418095919,,0.07952370926081546,,0.07967782616127239,0.07779489467434617,0.08014926834939805,,,,,,,,,0.08153191571145565,,0.08280424013102057,,,,,,,0.08402909115853503,
2014-02-10,,0.061742821490661605,0.06339141208759963,,0.0639631204696395,0.06328372241848278,0.06653719168003648,0.06958476430297901,,0.0726713652018186,0.07402114043559084,0.07406425891609127,,0.07642929990558028,0.07681997801207817,0.078113558672557,0.07828417531355009,,0.08014974092125321,,0.07897758662263527,,0.07978246575168993,0.07817540947058728,0.0799986068547265,,,,,,,,,0.0814755328520635,,0.08268419103291613,,,,,,,0.08372812263943505,
2014-02-11,,0.06240350445908979,,0.06327047806930453,0.063080694167703,0.06263292385627303,0.06706181534813511,0.06927480374176236,0.0725838864934503,0.07227151999255521,0.0744944320570543,0.07415575053317987,,0.07680270187660093,0.07662998675251805,0.07830009168966237,0.07895470110486114,,0.0795953128822013,,0.0794074367410337,,0.0799637275380605,,0.08036274968847407,,,,,,,,,0.0819398489626847,,0.0833459164070403,,,,,,,,
2014-02-12,,0.061983544421640314,0.06057067734838123,,0.06281109946973533,0.06414768303420663,0.06661109189455192,0.06884308583493941,0.0723626974557566,0.0727198520096702,0.07390677467657,0.0740068860252877,,0.07656214101106476,0.07692367400709355,0.07825988584841861,0.07836530807847195,,0.07987053770570818,,0.07931888131539427,,0.0796174103393568,,0.08012790389126792,,,,,,,,,0.08165404097644481,,0.08282407209974332,,,,,,,,
2014-02-13,,0.06191771428768653,0.06159808441081031,,0.06436139786627917,0.0633667745544014,0.06728906848566728,0.06967907845722075,0.07284968705566552,0.07294286997831967,0.07420241964332182,0.07396425253160134,,0.07755154506024188,0.07766974261047749,0.07870197671120202,0.0790208583753586,,0.07994693705230906,,0.07979164641756895,,0.08045678030953149,,0.08077880456689404,,,,,,,,,0.08231021988436019,,0.08350678152261452,,,,,,,,
2014-02-14,,0.061549266913635575,0.06433769823406496,,0.06436023498548836,0.06367086604193778,0.06801721644308517,0.06926668123622193,0.07324610406267988,0.07287731402294241,0.07425595048872777,0.07410209193435532,,0.07779086316361705,0.07706805804595436,0.07971564925549542,0.07934248330438932,,0.07995582401070205,,0.08056270785544578,,0.08102188731273467,,0.08151195931976131,,,,,,,,,0.08249565681092866,,0.08370549495739199,,,,,,,0.08291101406488201,
2014-02-17,,0.06163953074158047,0.06428882381351043,,0.06389645504403128,,0.06736240433896984,0.06916561866548673,0.07299989559093428,0.07293860831172953,0.07428258452457417,0.07413984775703081,,0.07769760278872158,0.07775572529293807,0.07895348525703233,0.07905564335779265,,0.0797538293318006,,0.08018248638056447,,0.08069377572168186,,0.08144377923112209,,,,,,,,,0.08224302220450917,,0.0835010514664209,,,,,,,,
2014-02-18,,,0.06357310839668347,0.062276288170400235,0.0639868371418847,0.06306795178217445,0.06768823374783038,0.07015297723573866,0.0729366233236563,0.07307917218618888,0.07380382644140035,0.07414802873188861,,0.0775106101389289,0.07827545369920343,0.07938455433688,0.07983996892255861,,0.07975357352765573,,0.08083544425781988,,0.08142135544504202,,0.08193427363251751,,,,,,,,,0.08300512439896553,,0.08417361901990589,,,,,,,0.08283655376488698,
2014-02-19,,0.062046781683861796,0.06347840543725507,,0.06523341409312072,0.0640609622917583,0.06809216851994677,0.07090662718811182,0.07458739997210863,0.07447373371206135,0.07593128738954115,0.07611927333537274,,0.07959401737613435,0.08005676197380941,0.08025441787433368,0.08154039961256856,,0.07996288684751307,,0.08275261615231598,,0.08210423669150452,,0.08361099966289597,,,,,,,,,0.0840775923248311,,0.08548946950840372,,,,,,,,
2014-02-20,,0.059516748225979944,0.06349506499641715,0.06513750785247205,0.06487485219536512,0.0644365396011964,0.06888115183036671,0.07106905453897783,0.07494608975769651,0.07504834698281003,0.07681545181800489,0.07519703948117563,,0.07980313707310446,0.08060736058549733,0.07884860369146274,0.08186218047590564,,0.07996478496516861,,0.08282640239775044,,0.08310452904984258,,0.08387708525154255,,,,,,,,,0.08439891267240457,,0.08530333151719179,,,,,,,,
2014-02-21,,0.06208720021199163,,0.06484468365644942,0.06541552516067048,0.06521223455371165,,0.07111687701790079,0.07490952229686909,0.07511244821394769,0.07618522146928572,0.07658702185849214,,0.07966700764409576,0.08024377988751986,0.08097145976986055,0.08159187234460864,,0.0799874705934128,,0.08229204551380828,,0.0830623038189845,,0.08323444886842732,,,,,,,,,0.08397248700862209,,0.08532436458004303,,,,,,,,
2014-02-24,,0.060576982199782144,0.06271548495361938,0.06435875066995041,0.0653245088277015,0.06399272804891254,0.06747202832856836,0.07111519322710522,0.0745820354272484,0.07460745194351946,0.07615804236626195,0.07583048613847308,,0.07911031469466213,0.07986285173053169,0.08064692942849402,0.08118420497740243,,,,0.0820110336201356,,0.08257521705068172,,0.08257077207150795,,,,,,,,,0.08347631833978124,,0.08467213421859202,,,,,,,,
2014-02-25,,0.060660221176590715,0.06237021723684056,0.062248656052393006,0.06507010584890609,0.062030437583096024,0.06817441209674953,0.07116145202695229,0.07475502393444429,0.07501546550680871,0.07621396542184765,0.07624932809514325,,,0.0803061763155422,0.08095674094443382,0.08104784713690803,,0.07996818309937047,,0.08198477129204093,,0.08246348341030493,0.07847699789988126,0.08240050129178733,,,,,,,,,0.08313776089080573,,0.08438190721526587,,,,,,,,
2014-02-26,,0.060729420379011995,0.06235669293471437,0.06232905498031418,0.06556060157263903,0.0652903371433952,0.06906733377980616,0.07204465121293459,0.07538147793489482,0.0762263632635324,0.07667807328820163,0.07717123942807413,,0.08011229325670643,0.08114881547484433,0.08121946926801941,0.08141023930869544,,0.07997429990761248,,0.0823616990222211,,0.08328220085763013,,0.08338729756395058,,,,,,,,,0.08398827887793398,,0.08494981370122441,,,,,,,0.08875940892185619,
2014-02-27,,0.06035689292826731,0.062275211435067264,0.06077966209468152,0.06553047006539649,0.06553835472612754,0.06728472786585384,0.07131785722425506,0.07621608015047826,0.07624862998275232,0.07763707927624228,0.07734335214161964,,0.08116074146284462,0.0812787548208762,0.08146861989011055,0.08167687287943566,,,,0.08288611747240486,,0.0830212713689053,,0.08373163694926584,,,,,,,,,0.08439958237145974,,0.08576005722046445,,,,,,,0.08608358876935557,
2014-02-28,,0.06156132952956952,0.06324590091586414,0.062542942992917,0.06513471479513398,0.06395342721620745,0.06921010247776194,0.0723315490420164,0.07588853419623437,0.07633278565074032,0.07750297794632288,0.07719269271081254,,0.08073725414875536,0.08104874403268547,0.0800023900160826,0.08188420030476286,,0.07997824300169923,,0.08240151365501769,,0.08213457457993796,,0.08324117667368264,,,,,,,,,0.08429161907305015,,0.08555468231787988,,,,,,,0.08638658766498596,
2014-03-03,,0.07305275903801632,0.07175722166707287,0.07002060808430961,0.06891909589171148,,0.0758237984744709,0.0773858637249593,0.07852554124878396,0.07765479720683637,0.0799698191408487,0.08409187256381977,,0.08338456269432104,0.08631894958995665,,0.08163641478235407,,0.08000548924105162,,0.08631199203611291,,0.08772970223339954,,0.08553277158332627,,,,,,,,,0.08711596272446503,,0.08956347062920339,,,,,,,0.08896071005530484,
2014-03-04,,0.07145751148431986,0.0676419242846171,0.07007987802778072,0.06699361652215427,0.07210776998916692,0.07622391237555301,0.07540087386934766,0.08042216615137557,0.07941616520092479,0.0817521899798564,0.08098774603164208,,0.08058374836434957,0.08483108885504882,0.08474078665159922,0.08551322209258475,,,,0.0880297586462574,,0.08652583221049066,,0.08621787650141156,,,,,,,,,0.0876398654022294,,0.08857971371793294,,,,,,,,
2014-03-05,,0.07099540741411214,,,0.07377436451164739,,0.07508629717078695,0.07762210949664547,0.07931828241995362,0.07932554436552523,0.08127557284299881,0.07961329493578395,,0.08346600248474607,0.08451438727756695,0.08398504113411402,0.08446120542603217,,,,0.08499543334155185,,0.08520228383557293,,0.0858972955211477,,,,,,,,,0.08662178322166937,,0.08726418382648422,,,,,,,0.08609904758764032,
2014-03-06,,0.06884938013039814,0.06847543178303249,0.07011279309249152,0.07108951977322564,0.07972180189787338,0.07538404558460228,0.07902756560555545,,0.08096307136659951,0.08272985783210035,0.08159884972235057,,0.08282092263165322,0.08390231227856593,,0.08530608159970922,,0.08604173287686827,,0.0856640079797049,,0.08650980614702428,,0.0865975275534535,,,,,,,,,0.08674103626375927,,0.08877492017894956,,,,,,,,
2014-03-07,,0.07156415340343174,0.07043254766924514,,0.07108200343015005,0.06909376058656201,0.07656921962601985,0.07789976749754438,0.08183000269780409,0.08309346920580232,0.08342838950666022,0.08255278182823987,,0.08562458168231384,0.08599725134149129,0.08537981221955092,0.08591868804052398,,0.08804245885268852,,0.08637134921934536,,0.08727154942523052,,0.08671149154177836,,,,,,,,,0.08756520041053949,,0.08872448353160409,,,,,,,0.08607985664175673,
2014-03-11,,0.06672990756725514,0.07059990498117198,,0.07152789433024581,,0.07808474162246344,0.08373652887986664,0.08498000922744131,0.08474225860364623,0.08713098057652965,0.08117007206517127,,0.08819986060825034,0.08190372821467201,0.08832874280281798,0.08847331232315608,,0.0876520096956462,,0.08878869720640029,,0.08882192480118271,0.08753658287924845,0.08888504126201242,,,,,,,,,0.08894511672192534,,0.09003538608805445,,,,,,,0.08267700606285343,
2014-03-12,,0.06872652466278753,0.06895304051870482,,0.07647405802916005,0.07648758889001468,0.08202204765992797,0.08669656681561852,0.0895858967406248,0.0896665613139275,0.09061204474934757,0.09144437849195415,,0.08965613887977342,0.09120055514034647,0.09020929436430604,0.0931265441241365,,0.08804745223676971,,0.09276733393868243,,0.09137581090072655,,0.09102834491331104,,,,,,,,,0.09132013212459507,,0.09321542008310275,,,,,,,,
2014-03-13,,0.06901183117011123,0.07065789596745621,0.0707982421308069,0.07706473712332856,0.07650711006648561,0.08385713669938098,0.08771338103944334,0.08988150252609083,0.09010000341917557,0.09039665153035455,0.09054518961918988,,0.09238365618886984,0.09148272103210542,0.09254409732576642,0.09352199141476014,,,,0.09402317857057696,,0.09372463076535857,0.07650509209806602,0.09239134303784635,,,,,,,,,0.09344686376369339,,0.09412532997323747,,,,,,,0.08980615022638476,
2014-03-14,,0.0728265529202078,0.0768970167734586,0.07410858345647983,0.08195544641489734,0.07735105820617347,0.08628389415829792,0.09071744835534518,0.09377973617445305,0.09373832453858677,0.09549601529226569,0.09524814364425753,,0.0783172729062081,0.08759868140851886,0.094262455510945,0.09758976245082407,,0.09084092768812763,,0.09579209362367726,,0.09720287852608231,0.08007814068041944,0.09595552437718557,,,,,,,,,0.09601096329084688,,0.09680144961230583,,,,,,,,
2014-03-17,,0.06646413510998388,0.07120986616218183,,0.07996570809683026,0.06906287270052193,0.08350677777293082,0.08977937183764272,0.09285781279399669,0.09226449333984475,0.09213591288825848,0.07685012197343345,,0.08590635942823505,0.08616315222712936,0.08568024657832221,0.09372132743916267,,0.10487325934146104,,0.0927863690507098,,0.09381897583686959,0.07642876295537104,0.08926416920584847,,,,,,,,,0.09456082437404349,,0.09575403074708701,,,,,,,,
2014-03-18,,0.06283184699248197,0.06993927934942777,0.0696407500500907,0.06414715110375023,0.07379346317753638,0.08140028103461538,0.08682910535603884,0.08980004229538659,0.08279844030178514,0.08889675346044253,0.08512796438818017,,0.09216549833862586,0.09301785006264046,,0.09209125673739761,,0.09987947063525648,,0.09364608351352123,,0.09233057618109648,,0.09064304899891663,,,,,,,,,0.09270244530243173,,0.09410862234492029,,,,,,,0.09374728044286268,
2014-03-19,,0.0635892954111081,0.0691869133285215,0.06525683815796686,0.0758827048195889,0.07547965630397573,0.07659496082734596,0.08471594138660711,0.08149490107925005,0.08619675205425172,0.08765070782376053,0.08799835946430701,,0.09051002765757339,0.08997030170803168,,0.09071648707237079,,0.09598972263023058,,0.09091614360334753,,0.09099191834894046,,0.09114097317522925,,,,,,,,,0.09175950825728306,,0.09217226057238927,,,,,,,0.10071022918709528,
2014-03-20,,0.06741292372051721,0.0719997516248176,0.07075012944486589,0.07778468221829316,0.07587565706904974,0.08159972598047545,0.08472093157318998,0.08738189659128244,0.08596786324970658,0.08921504147025362,0.08845849986443113,,0.08925628596509344,0.08789816395814229,,0.0913871279051017,,0.0954490852682563,,0.09152854196786607,,0.09234639360750574,0.0765263577891835,0.09293246195557589,,,,,,,,,0.09261528405905341,,0.09315779514405133,,,,,,,0.09651050611841702,
2014-03-21,,0.07095584642534619,0.06978516506649712,0.06845781081072373,0.07970052909196826,0.06897496720155444,0.08422408901739008,0.086885989199747,0.09081627679034744,0.07963125237010012,0.09081926772718511,0.08741772087295337,,0.09110701420077395,0.09243156079130205,,0.09402757675701837,,0.09662237958750736,,0.08748555967872584,,0.093575503312035,0.09352968366498819,0.09477543860988172,,,,,,,,,0.09543507257314725,,0.0950416752324723,,,,,,,0.09933885171742801,
2014-03-24,,0.07120411133398971,0.07215195678861872,0.07155351184950476,0.07730087168596067,0.07833151475773108,0.0828260118848518,0.08443688790114197,0.08589782551543469,0.08639064445470619,0.0892796373793275,0.08924390973490984,,0.09003205549368404,0.09024163826992264,0.08993287118807869,0.0904848674920795,,0.09431189045344539,,0.0912033101963639,,0.09221561543604863,0.08072222052742715,0.0946622481336812,,,,,,,,,0.09301425166001132,,0.09335250743538359,,,,,,,0.1023659708316426,
2014-03-25,,0.06789768058254671,0.07125662228170451,,0.07656847277162937,0.07580104789226295,0.08246658497071072,0.08357661083445386,0.08559652999257375,0.08546436495207058,0.08689967221645511,0.0875007233257863,,0.08764764552666152,0.08893780874630104,0.08707651614622919,0.09028307934764757,,0.09306702870308,,0.09023034174165037,,0.09130498386086949,,0.0927264728794333,,,,,,,,,0.09160721363293893,,0.09183389278866241,,,,,,,0.09465300126177682,
2014-03-26,,0.06781997564793786,0.06757156997884158,0.07083139609138064,0.07368810838424648,0.08425047330212122,0.07986187714497787,0.08201137074984494,0.0836051898152158,0.08388048204163352,0.08593722642759367,0.0866069975429121,,0.08730839121459855,0.08768287748083399,0.08862141057271038,0.08695196360144056,,0.09202494244631979,,0.08978304407566876,,0.08999585145006021,,0.09018386348560326,,,,,,,,,0.09068387989279661,,0.0910006979887514,,,,,,,0.09009640839630204,
2014-03-27,,0.06819910780999762,0.07052540913381743,0.07032587365864813,0.07492534160556089,0.084847792342749,0.0816243485705833,0.08303219699908782,0.08392533172563739,0.08391884393644557,0.08580666267426013,0.08627693206737132,,0.08711369437125796,0.08685870641874789,0.08693731686782745,0.08937835365011317,,,,0.08944306991038578,,0.09085598781076225,,0.09148693054356652,,,,,,,,,0.09107245748490797,,0.0914247259880787,,,,,,,0.09512258281046874,
2014-03-28,,0.06771377551156622,0.07026779189438007,0.07236637985363654,0.07596762646059504,0.07846840398293752,0.08123149103611434,0.08273917866317693,0.08375874594102628,0.08365186683292418,0.08556152175652741,0.08648492586352857,,0.0878885722069226,0.08849982814942772,0.08307737990373014,0.08942653077459098,,0.09404217186930496,,0.08484140493727949,,0.09029755207160932,,0.09109331700700511,,,,,,,,,0.09117646196269581,,0.09246044036677223,,,,,,,0.09637812901314352,
2014-03-31,,0.06602943413573968,0.06910952555637771,0.06826466838919192,0.07418298015840268,0.07497561550726146,0.08217530812338358,0.08022154980762322,0.08216321122036142,0.07920526237112645,0.08207454063710197,0.08265392723859548,,0.08593060291073923,0.08578099816358481,0.08809420010513418,0.08588483518272044,,0.09034522714812905,,0.08846056037776692,,0.08919170339626871,0.08326522459517148,0.08896786875078126,,,,,,,,,0.08983470215232145,,0.0897297500965658,,,,,,,0.09124218005164048,
2014-04-01,,0.06676404268815628,0.06763437915052575,0.07271334556100417,0.0743565086635054,0.07673556136146317,0.07915614004889161,0.07900759660824647,0.08119173597336728,0.08125391106599188,0.08257248174656333,0.08325566844405198,,0.08494809420325161,0.08497793828726714,0.08578848036613476,0.08609151685278756,,0.08878250225032083,,0.08596282723180138,,0.08754777946197208,0.08290794000704428,0.08822583577604613,,,,,,,,,0.08894318768526206,,0.08911246412489257,,,,,,,0.09511935509787049,
2014-04-02,,0.06748006728922555,0.06757402594404889,0.0677901679867162,0.07597063990686205,0.07589121137169727,0.07956326230681063,0.0807589249314968,0.08224202567425988,0.08194935687891289,0.08337598318084187,0.08687729506464982,,0.0859147566891509,0.08489238064932705,0.08710763721265835,0.08734537833234032,,,,0.08816086327855936,,0.08820060552378602,0.0882050268161868,0.08849871048317125,,,,,,,,,0.08995980670035703,,0.09027033154172301,,,,,,,0.09532484149593089,
2014-04-03,,0.0657546505631607,0.06842536760528772,0.062402615216213195,0.07662514278820623,,0.08033670996070517,0.08063760311708772,0.08252968469075343,0.08205379827829982,0.08309548590824964,0.08275988974100204,,0.08439448785871671,0.08525517969063173,0.08699809033100815,0.08764456396993058,,0.09091653088760324,,0.08811492492541131,,0.08827206419575405,0.09765236838839533,0.08887506741232604,,,,,,,,,0.09031382616237663,,0.09024081224179858,,,,,,,0.09444965579315338,
