TRADEDATE,RU000A0JR779,RU000A0JQAE3,RU000A0JQLL5,RU000A0JQCL4,RU000A0JRHZ1,RU000A0JQYN4,RU000A0JR7G1,RU000A0JQZ18,RU000A0JS751,RU000A0JRJU8,RU000A0JTKZ1,RU000A0JRCJ6,RU0002868076,RU000A0JU9V1,RU000A0JTG59,RU000A0JTYA5,RU000A0JREQ7,RU000A0JVW30,RU000A0D0G29,RU000A0ZYCK6,RU000A0JSMA2,RU000A0JXB41,RU000A0JTJL3,RU000A0JPLH5,RU000A0JU4L3,RU000A101FA1,RU000A0ZYU88,RU000A1007F4,RU000A0JXQF2,RU000A101QE0,RU000A100EG3,RU000A0JWM07,RU000A0ZZYW2,RU000A0JS3W6,RU000A1014N4,RU000A0JTK38,RU000A0ZYUA9,RU000A100A82,RU000A0JVW48,RU000A0JXFM1,RU000A0ZYUB7,RU000A101F94,RU000A0GN9A7,RU000A100EF5
2014-01-09,,0.6109589041095891,0.8794520547945206,0.936986301369863,1.3972602739726028,1.5123287671232877,2.03013698630137,2.5671232876712327,3.276712328767123,3.43013698630137,4.063013698630137,,,,5.923287671232877,6.383561643835616,7.265753424657534,,7.879452054794521,,8.531506849315068,,9.04931506849315,9.528767123287672,9.605479452054794,,,,,,,,,13.076712328767123,,14.035616438356165,,,,,,,22.09041095890411,
2014-01-10,,0.6082191780821918,,,1.3945205479452054,1.5095890410958903,2.0273972602739727,2.5643835616438357,,3.4273972602739726,4.06027397260274,4.178082191780822,,,5.920547945205479,6.380821917808219,7.263013698630137,,,,8.528767123287672,,9.046575342465754,,9.602739726027398,,,,,,,,,13.073972602739726,,14.032876712328767,,,,,,,,
2014-01-13,,0.6,0.8684931506849315,,1.3863013698630138,1.5013698630136987,2.0191780821917806,2.5561643835616437,,3.419178082191781,4.052054794520548,,,5.336986301369863,5.912328767123288,6.372602739726028,7.254794520547946,,7.868493150684931,,8.520547945205479,,9.038356164383561,,9.594520547945205,,,,,,,,,13.065753424657535,,14.024657534246575,,,,,,,,
2014-01-14,,0.5972602739726027,0.8657534246575342,0.9232876712328767,1.3835616438356164,1.4986301369863013,2.0164383561643837,2.5534246575342467,3.263013698630137,3.4164383561643836,4.049315068493151,4.167123287671233,,,,,7.252054794520548,,7.865753424657535,,8.517808219178082,,9.035616438356165,,9.591780821917808,,,,,,,,,13.063013698630137,,14.021917808219179,,,,,,,,
2014-01-15,,0.5945205479452055,,,1.3808219178082193,1.4958904109589042,2.0136986301369864,2.5506849315068494,3.26027397260274,3.4136986301369863,4.046575342465753,4.164383561643835,,,,6.367123287671233,7.249315068493151,,7.863013698630137,,,,9.032876712328767,9.512328767123288,9.58904109589041,,,,,,,,,13.06027397260274,,14.01917808219178,,,,,,,22.073972602739726,
2014-01-16,,,0.8602739726027397,0.9178082191780822,1.378082191780822,1.4931506849315068,2.010958904109589,2.547945205479452,3.2575342465753425,3.410958904109589,4.043835616438356,4.161643835616438,,5.328767123287672,5.904109589041096,6.364383561643836,7.2465753424657535,,7.86027397260274,,8.512328767123288,,9.03013698630137,,9.586301369863014,,,,,,,,,13.057534246575342,,14.016438356164384,,,,,,,22.07123287671233,
2014-01-17,,0.589041095890411,0.8575342465753425,0.915068493150685,1.3753424657534246,1.4904109589041097,2.0082191780821916,2.5452054794520547,3.254794520547945,3.408219178082192,4.041095890410959,,,5.326027397260274,5.901369863013699,6.361643835616438,7.243835616438356,,7.857534246575343,,8.509589041095891,,9.027397260273972,,9.583561643835617,,,,,,,,,13.054794520547945,,14.013698630136986,,,,,,,,
2014-01-20,,0.5808219178082191,0.8493150684931506,0.9068493150684932,1.367123287671233,1.4821917808219178,2.0,,3.2465753424657535,3.4,4.032876712328767,4.1506849315068495,,5.317808219178082,5.8931506849315065,,7.235616438356164,,7.8493150684931505,,8.501369863013698,,9.01917808219178,,9.575342465753424,,,,,,,,,13.046575342465754,,14.005479452054795,,,,,,,22.06027397260274,
2014-01-21,,0.5780821917808219,0.8465753424657534,,1.3643835616438356,1.4794520547945205,1.9972602739726026,2.5342465753424657,3.243835616438356,3.3972602739726026,,,,5.315068493150685,5.890410958904109,6.35068493150685,7.232876712328767,,7.846575342465753,,8.498630136986302,,9.016438356164384,,9.572602739726028,,,,,,,,,13.043835616438356,,14.002739726027396,,,,,,,22.057534246575344,
2014-01-22,,0.5753424657534246,0.8438356164383561,0.9013698630136986,1.3616438356164384,1.4767123287671233,1.9945205479452055,2.5315068493150683,3.241095890410959,3.3945205479452056,4.027397260273973,4.145205479452055,,5.3123287671232875,5.887671232876713,6.347945205479452,7.23013698630137,,7.843835616438356,,8.495890410958904,,9.013698630136986,9.493150684931507,9.56986301369863,,,,,,,,,13.04109589041096,,14.0,,,,,,,22.054794520547944,
2014-01-23,,0.5726027397260274,0.8410958904109589,0.8986301369863013,1.358904109589041,1.473972602739726,1.9917808219178081,2.5287671232876714,3.2383561643835614,3.3917808219178083,4.024657534246575,4.142465753424657,,5.30958904109589,5.884931506849315,6.345205479452055,7.227397260273973,,7.841095890410959,,8.493150684931507,,9.01095890410959,,9.567123287671233,,,,,,,,,13.038356164383561,,13.997260273972604,,,,,,,22.052054794520547,
