Бумага;ISIN;Номер платежа;Дата фактической выплаты;Ставка купона, % годовых;Сумма купона, RUB;Погашение номинала, RUB
Россия, 46020;RU000A0GN9A7;44,00;09.02.2028;6,90;34,41;
Россия, 46020;RU000A0GN9A7;45,00;09.08.2028;6,90;34,41;
Россия, 46020;RU000A0GN9A7;46,00;14.02.2029;6,90;35,73;
Россия, 46020;RU000A0GN9A7;47,00;15.08.2029;6,90;34,41;
Россия, 46020;RU000A0GN9A7;48,00;13.02.2030;6,90;34,41;
Россия, 46020;RU000A0GN9A7;49,00;14.08.2030;6,90;34,41;
Россия, 46020;RU000A0GN9A7;50,00;12.02.2031;6,90;34,41;
Россия, 46020;RU000A0GN9A7;51,00;13.08.2031;6,90;34,41;
Россия, 46020;RU000A0GN9A7;52,00;11.02.2032;6,90;34,41;
Россия, 46020;RU000A0GN9A7;53,00;11.08.2032;6,90;34,41;
Россия, 46020;RU000A0GN9A7;54,00;09.02.2033;6,90;34,41;
Россия, 46020;RU000A0GN9A7;55,00;10.08.2033;6,90;34,41;
Россия, 46020;RU000A0GN9A7;56,00;08.02.2034;6,90;34,41;
Россия, 46020;RU000A0GN9A7;57,00;09.08.2034;6,90;34,41;250,00
Россия, 46020;RU000A0GN9A7;58,00;07.02.2035;6,90;25,80;250,00
Россия, 46020;RU000A0GN9A7;59,00;08.08.2035;6,90;17,20;250,00
Россия, 46020;RU000A0GN9A7;60,00;06.02.2036;6,90;8,60;250,00
Россия, 46022;RU000A0JPLH5;1,00;23.07.2008;8,00;39,89;
Россия, 46022;RU000A0JPLH5;2,00;21.01.2009;7,50;37,40;
Россия, 46022;RU000A0JPLH5;3,00;22.07.2009;7,50;37,40;
Россия, 46022;RU000A0JPLH5;4,00;20.01.2010;7,50;37,40;
Россия, 46022;RU000A0JPLH5;5,00;21.07.2010;7,50;37,40;
Россия, 46022;RU000A0JPLH5;6,00;19.01.2011;7,00;34,90;
Россия, 46022;RU000A0JPLH5;7,00;20.07.2011;7,00;34,90;
Россия, 46022;RU000A0JPLH5;8,00;18.01.2012;6,50;32,41;
Россия, 46022;RU000A0JPLH5;9,00;18.07.2012;6,50;32,41;
Россия, 46022;RU000A0JPLH5;10,00;23.01.2013;6,50;33,66;
Россия, 46022;RU000A0JPLH5;11,00;24.07.2013;6,50;32,41;
Россия, 46022;RU000A0JPLH5;12,00;22.01.2014;6,00;29,92;
Россия, 46022;RU000A0JPLH5;13,00;23.07.2014;6,00;29,92;
Россия, 46022;RU000A0JPLH5;14,00;21.01.2015;6,00;29,92;
Россия, 46022;RU000A0JPLH5;15,00;22.07.2015;6,00;29,92;
Россия, 46022;RU000A0JPLH5;16,00;20.01.2016;6,00;29,92;
Россия, 46022;RU000A0JPLH5;17,00;20.07.2016;6,00;29,92;
Россия, 46022;RU000A0JPLH5;18,00;18.01.2017;6,00;29,92;
Россия, 46022;RU000A0JPLH5;19,00;19.07.2017;6,00;29,92;
Россия, 46022;RU000A0JPLH5;20,00;24.01.2018;6,00;31,07;
Россия, 46022;RU000A0JPLH5;21,00;25.07.2018;6,00;29,92;
Россия, 46022;RU000A0JPLH5;22,00;23.01.2019;5,50;27,42;
Россия, 46022;RU000A0JPLH5;23,00;24.07.2019;5,50;27,42;
Россия, 46022;RU000A0JPLH5;24,00;22.01.2020;5,50;27,42;
Россия, 46022;RU000A0JPLH5;25,00;22.07.2020;5,50;27,42;
Россия, 46022;RU000A0JPLH5;26,00;20.01.2021;5,50;27,42;
Россия, 46022;RU000A0JPLH5;27,00;21.07.2021;5,50;27,42;
Россия, 46022;RU000A0JPLH5;28,00;19.01.2022;5,50;27,42;
Россия, 46022;RU000A0JPLH5;29,00;20.07.2022;5,50;27,42;500,00
Россия, 46022;RU000A0JPLH5;30,00;18.01.2023;5,50;13,71;
Россия, 46022;RU000A0JPLH5;31,00;19.07.2023;5,50;13,71;500,00
Россия, 46023;RU000A0JRTL6;1,00;09.02.2012;8,16;29,51;
Россия, 46023;RU000A0JRTL6;2,00;09.08.2012;8,16;40,69;
Россия, 46023;RU000A0JRTL6;3,00;07.02.2013;8,16;40,69;
Россия, 46023;RU000A0JRTL6;4,00;08.08.2013;8,16;40,69;
Россия, 46023;RU000A0JRTL6;5,00;06.02.2014;8,16;40,69;
Россия, 46023;RU000A0JRTL6;6,00;07.08.2014;8,16;40,69;
Россия, 46023;RU000A0JRTL6;7,00;05.02.2015;8,16;40,69;
Россия, 46023;RU000A0JRTL6;8,00;06.08.2015;8,16;40,69;
Россия, 46023;RU000A0JRTL6;9,00;04.02.2016;8,16;40,69;
Россия, 46023;RU000A0JRTL6;10,00;04.08.2016;8,16;40,69;
Россия, 46023;RU000A0JRTL6;11,00;02.02.2017;8,16;40,69;100,00
Россия, 46023;RU000A0JRTL6;12,00;03.08.2017;8,16;36,62;
Россия, 46023;RU000A0JRTL6;13,00;01.02.2018;8,16;36,62;100,00
Россия, 46023;RU000A0JRTL6;14,00;02.08.2018;8,16;32,55;
Россия, 46023;RU000A0JRTL6;15,00;31.01.2019;8,16;32,55;100,00
Россия, 46023;RU000A0JRTL6;16,00;01.08.2019;8,16;28,48;
Россия, 46023;RU000A0JRTL6;17,00;30.01.2020;8,16;28,48;100,00
Россия, 46023;RU000A0JRTL6;18,00;30.07.2020;8,16;24,41;
Россия, 46023;RU000A0JRTL6;19,00;28.01.2021;8,16;24,41;100,00
Россия, 46023;RU000A0JRTL6;20,00;29.07.2021;8,16;20,34;
Россия, 46023;RU000A0JRTL6;21,00;27.01.2022;8,16;20,34;100,00
Россия, 46023;RU000A0JRTL6;22,00;28.07.2022;8,16;16,28;
Россия, 46023;RU000A0JRTL6;23,00;26.01.2023;8,16;16,28;100,00
Россия, 46023;RU000A0JRTL6;24,00;27.07.2023;8,16;12,21;
Россия, 46023;RU000A0JRTL6;25,00;25.01.2024;8,16;12,21;100,00
Россия, 46023;RU000A0JRTL6;26,00;25.07.2024;8,16;8,14;
Россия, 46023;RU000A0JRTL6;27,00;23.01.2025;8,16;8,14;100,00
Россия, 46023;RU000A0JRTL6;28,00;24.07.2025;8,16;4,07;
Россия, 46023;RU000A0JRTL6;29,00;22.01.2026;8,16;4,07;
Россия, 46023;RU000A0JRTL6;30,00;23.07.2026;8,16;4,07;100,00
