TRADEDATE,tau1,tau2,beta0,beta1,beta2,beta3
2016-01-04,1.0227767132768348,5.2224921746536035,7.98156888682136,-2.8124216860028235,6.732530301108172,2.3390506100241444
2016-01-05,0.8445770156465636,0.18116294420721243,8.786862144663084,-3.797633321840751,10.819115623254625,-15.698135621476677
2016-01-06,3.962249558586355,1.4054907406638417,8.366793657936645,6.25488143658577,-0.9014998757291707,-11.206711668633146
2016-01-11,1.1605976904589101,0.33120760630606866,8.677835715030266,15.15962528533753,20.776344058617575,-99.99999999998329
2016-01-12,6.871211596350479,1.1179599761031043,7.6302853151555325,6.999290340224619,-1.1578804066606185,-11.6984172937914
2016-01-13,7.289937024707081,1.3012976618581094,7.745082210423063,6.9973165086338955,-1.1445024631511795,-11.679085162098964
2016-01-14,5.0021689546835075,2.0009559773922523,4.721753245605737,13.351704577629999,14.746370736821703,-26.32567899539254
2016-01-15,6.566603754772785,1.2300563593651999,7.834749539211627,7.020905295783943,-1.9589251115035646,-10.917250171924442
2016-01-18,8.509224591953446,1.2291223735097332,7.599589723714783,7.04000089907129,-1.1443459769609963,-11.759243269207815
2016-01-19,7.769687640400354,1.6073317437356769,7.927742298052842,6.820842775282833,-0.04670851513310947,-12.194434252069563
2016-01-20,8.903626970023751,1.5538013237028236,2.1256941237127522,24.724708053903598,0.3099076341149034,-43.589428981878214
2016-01-21,3.990291567305399,1.8940721899696218,4.282343298603717,17.42047265567888,25.391832043336695,-41.18444212132957
2016-01-22,8.104599466944064,1.2836663042609708,7.640156849717049,6.96765239621823,-0.5756692038322317,-12.35193350311266
2016-01-25,6.921862660430441,1.1591499456665424,7.70712469515387,6.997789411685209,-1.6109858085383113,-11.212752436027992
2016-01-26,7.880011263220847,1.3524606987506418,7.689649319820785,6.923611016188884,-0.39560979801227836,-12.314914608760946
2016-01-27,5.232044664040077,1.5576077547717015,7.524680554176232,7.441783272831016,3.452697520810592,-13.904733545372421
2016-01-28,6.5607684892382,1.3857710773810876,7.882124500148929,6.508974898455382,0.4591130499277411,-12.470334708776601
2016-01-29,0.9349822891033184,0.8877425607555387,9.479383554807642,67.96015123999526,-99.98368320040666,26.758773859309077
2016-02-01,7.6403419717612815,1.4484689033462317,7.636749729379164,6.991991659562615,0.38060649053222506,-12.707230257972752
2016-02-02,5.592546150975942,1.739035623311677,7.232992619549394,7.413872947305257,5.717649200720566,-14.177204750736111
2016-02-03,8.074979029171981,0.8176211195301782,7.118948446334299,6.679525278421529,1.7829174649588326,-15.986761419150517
2016-02-04,8.680689923469856,0.9208019927028523,7.158414235759297,6.436381576119412,1.9150032237420394,-15.32226470966205
2016-02-05,9.0231383370627,1.91817857644178,8.110700683253755,6.696024903037796,0.607854364928832,-13.230937988689536
2016-02-08,6.441875992992031,0.7656820840110832,6.997693485059384,7.153700942615837,3.217818047779551,-18.630891464217108
2016-02-09,7.41404655957093,0.7442132071478332,7.024561422650092,6.9189372696193985,2.4458467526099543,-17.55182329387825
2016-02-10,9.248133144828527,1.040217650069752,7.360454958591576,6.453997572137961,1.0170011051519259,-14.425775735485631
2016-02-11,10.823195241798793,1.098602156907331,7.266623586995631,6.651123422820626,0.9953081819936132,-14.454010350499626
2016-02-12,10.719452805117282,1.2023992013162759,7.5139061496960995,6.4649395130944995,0.9975842939732178,-14.511115987605809
2016-02-15,9.457765793205962,2.260547780081133,8.717233727756854,6.231867326933043,1.4260074681422317,-14.548971287607992
2016-02-16,11.034276039126775,1.6980087226333374,8.071805648058925,7.0112879247158055,-0.4758704957247827,-13.165155072523438
2016-02-17,9.659223696905695,1.5606435542041561,7.796905392000049,6.789248594801231,0.3901078419757698,-13.057838894107997
2016-02-18,8.063758099394587,2.3697882833748607,8.667433515014372,5.872622805221182,2.3791595959576273,-14.087992859455422
2016-02-19,8.388332881808132,2.1558132932071192,8.32123193313484,6.216200364372527,1.7797408351630388,-13.394945037218484
2016-02-20,8.870796466361663,2.4969857803596947,8.5013500629477,5.926699158438986,2.834804341442166,-14.163589228963374
2016-02-22,29.99999999220086,3.3372555863423132,6.759627799064415,4.463597310747014,4.213742751989582,-6.072673385550219
2016-02-24,8.191186409811792,1.0993267447116002,7.22885289636102,6.598941005319003,1.7799568376220933,-15.242982247377212
2016-02-25,6.898990454709802,2.179786392330621,8.547326015169466,5.7057461112517815,2.217178430538575,-13.498924203748764
2016-02-26,6.469845805278878,2.1657180465171324,8.605414005080677,5.567163899821363,2.234212344526936,-13.318502768571454
2016-02-29,6.380323745073823,2.1379590176538508,8.593456338245801,5.558421583322749,2.19599437203731,-13.275274684351574
2016-03-01,5.146369664306941,2.1230346035102374,8.838722128055549,4.932059127304312,2.5761014748999878,-13.099047718223014
2016-03-02,1.2757521778242538,2.9026335750245478,7.106152101530499,64.47147279596538,-99.99999999598242,25.58788252127741
2016-03-03,10.771767380877352,1.059159971630252,18.79098406788886,-5.465547387721462,-20.476531397982356,-10.25513648637507
2016-03-04,0.850031222335844,0.22346668178171986,9.263413417957238,35.26536702997054,-33.27877270332969,-23.044786261491716
2016-03-07,2.657973265898382,0.9667071134444551,9.159480744269564,4.0037537666596155,-2.6380552012598346,-7.669893725665192
2016-03-09,1.4316440353038988,2.537287240418389,7.837835609363993,52.95191898063402,-99.99999999987952,33.42958869937436
2016-03-10,0.7799798264635902,14.291432705569814,3.280266247315891,99.99999996976419,-88.41694303199418,18.466426211075895
