TRADEDATE,tau1,tau2,beta0,beta1,beta2,beta3
2016-01-04,16.1148072987741,28.574102170030635,7.098570418653686,2.1125405704434668,-2.3735341762205056,7.215588269516875
2016-01-05,16.11288329986185,28.574380610072403,7.106432128637327,2.099677065305901,-2.368006031693461,7.224959643067424
2016-01-06,16.108793015704617,28.57702060011953,7.0002987171662365,2.023782582868943,-2.38994833274453,7.208915703516474
2016-01-11,16.11674379674716,28.57233387503129,7.20677945463201,2.1860900276167627,-2.354047879299089,7.232950059691136
2016-01-12,16.119744364720976,28.570952533621192,7.306090340658916,2.2753383935395433,-2.3444057926354382,7.238619013589111
2016-01-13,16.11988152273618,28.570760596336957,7.307455437733432,2.27288577289107,-2.342287958822219,7.240545687937226
2016-01-14,16.119973128200545,28.570943417583386,7.305614196868895,2.2762543272134055,-2.3448126484340026,7.237972558762017
2016-01-15,16.121293686460298,28.570019151401297,7.355471829605789,2.318618513310426,-2.338045133793929,7.242139776827728
2016-01-18,16.134314670111653,28.561342768954642,7.720056207580518,2.5984720580022262,-2.2703423259251485,7.2880517456346645
2016-01-19,16.120246749895582,28.570630689549862,7.307515176863655,2.272747735580297,-2.3416319540195056,7.240736177306608
2016-01-20,16.134512835951607,28.56129427117128,7.719129358838416,2.6000493091105943,-2.270942529241929,7.286926623959318
2016-01-21,16.133849555965714,28.56205809585885,7.7158105365014915,2.6065913214563645,-2.277629550484751,7.281735975363237
2016-01-22,16.120307374808608,28.57038324499541,7.309170433021425,2.269590806500284,-2.3389427961853526,7.243175591778649
2016-01-25,16.123526448414008,28.5684852657764,7.4092870111541425,2.3555042331746443,-2.3255319886349395,7.251184322149572
2016-01-26,16.12028305066651,28.570359830287483,7.309533403911743,2.2689511929971653,-2.3385086917294045,7.243660071190317
2016-01-27,16.120251174753047,28.570356840975702,7.309636868102205,2.26875794006775,-2.338397731707335,7.243800791467413
2016-01-28,16.120385584640953,28.570219466054546,7.310279777365635,2.2674890062849915,-2.337145146753045,7.244797183825727
2016-01-29,16.115051897063292,28.573557909611452,7.2508944927370695,2.2430593792140088,-2.363687197165175,7.225977492787187
2016-02-01,16.12163055286983,28.56909539426132,7.313855184350872,2.259744488618796,-2.328315759462531,7.250966041886383
2016-02-02,16.123116116210465,28.56694316064153,7.415451924883885,2.3441814771808924,-2.312148120491654,7.260567539661104
2016-02-03,16.133636536234555,28.561361858308754,7.624984425352435,2.500510149578047,-2.2695410505129803,7.2894887444219885
2016-02-04,16.12639291937524,28.566712996151125,7.4158725413909785,2.3431411629186036,-2.3114091856080754,7.261398081970646
2016-02-05,16.129229675812454,28.56510856196911,7.517298729468751,2.42862093071905,-2.2989346812903753,7.27001563361617
2016-02-08,16.125944512096325,28.56688902148013,7.4156224846702345,2.343855136354914,-2.3125177184552643,7.260816711401149
2016-02-09,16.13352002317567,28.561492611225482,7.624087247020554,2.5022110979701906,-2.2709819648441547,7.288175389664497
2016-02-10,16.126001821420093,28.566879404378597,7.416576947726072,2.3422002066835548,-2.311600439118088,7.262020607103061
2016-02-11,16.13474889904792,28.560390634325824,7.632322796759519,2.487169408979941,-2.2584443559353673,7.299872244351857
2016-02-12,16.12761343341377,28.56452090902559,7.429474291098445,2.319226043714104,-2.2885923057316075,7.280547576654486
2016-02-15,16.12840983465174,28.565998590780172,7.515965951649608,2.4322188863705416,-2.3045542028633204,7.2669829769980625
2016-02-16,16.136366099700133,28.561277204177898,7.753723461854466,2.6388024734159363,-2.2722611143947136,7.2849592614519745
2016-02-17,16.131120130597374,28.562664198791904,7.587023264440131,2.4691390873783217,-2.277635578239653,7.285444319987762
2016-02-18,16.124066498704373,28.567493298906168,7.381565248147868,2.304740353209206,-2.3136938685425554,7.262756859239942
2016-02-19,16.12623655874559,28.565964256635425,7.4228889794830195,2.3302600482247713,-2.301552694247282,7.2712937987137005
2016-02-20,16.126277073295082,28.565579639120944,7.426365846048188,2.3229047137497862,-2.296333153130582,7.276636334667214
2016-02-22,16.132992975518,28.559138278555697,7.548541114750978,2.36305208038682,-2.240192405640279,7.319783835289263
2016-02-24,16.128183293272087,28.563920559821014,7.430858981840059,2.312805132000538,-2.2838778479710893,7.284717906533251
2016-02-25,16.119532126088533,28.569809590043167,7.267481807757173,2.209591414148546,-2.330457279321848,7.252247339095514
2016-02-26,16.11753300952614,28.570905230622667,7.217030806058972,2.1669961150308463,-2.338040584900739,7.247785401682345
2016-02-29,16.117523799103676,28.57092731523839,7.216701142834574,2.1674658087467127,-2.3383972307331944,7.247394528193116
2016-03-01,16.11257456057645,28.57398133548961,7.085863515717564,2.069191183101514,-2.363001929949627,7.2299547065443495
2016-03-02,16.10974616566507,28.575571269350647,7.033153341154873,2.030581844096389,-2.3748589284836696,7.222221275380605
2016-03-03,16.113539850151522,28.57336004026873,7.1114152972191516,2.089441183153876,-2.3583785402094066,7.2328755661887065
2016-03-04,16.10740950793491,28.577112801862068,6.980805251078704,1.9918393415263804,-2.3863836576436386,7.214711574756734
2016-03-07,16.109750524687012,28.57553813099249,7.0086590039300924,2.00698390489821,-2.3749617479584155,7.221819003827489
2016-03-09,16.108439657125977,28.576208356685143,6.983873017850569,1.985227693332811,-2.379101504547641,7.219946611933123
2016-03-10,16.104410133713646,28.578920328075444,6.927983875872804,1.9541306776308036,-2.399579014817846,7.206315791494
2016-03-11,16.10474030572191,28.578580020791748,6.928848267069462,1.9519632246877978,-2.396993327296762,7.208002363628609
2016-03-14,16.1095726883099,28.575730904643823,7.008428857504935,2.007854602104353,-2.3762375104710522,7.2211553053449204
