,maturity,rates
0,2.9342465753424656,0.09307520679011402
1,2.9917808219178084,-0.06553310249538781
2,3.1452054794520548,0.0820787589685479
3,3.641095890410959,0.08860063989679433
4,4.18082191780822,0.07296269517228851
5,5.063013698630137,0.08310026411277643
6,5.4082191780821915,0.08509314911480367
7,5.676712328767122,0.0774178857157579
8,6.328767123287673,0.08369120754218207
9,6.846575342465752,0.07776607037750556
10,7.3260273972602725,0.09286514149786139
11,7.402739726027397,0.08549684862486227
12,10.947945205479453,0.08429918105666705
13,11.832876712328767,0.08019908231669928
14,15.495890410958905,0.08863385722160762
15,20.208219178082192,0.09460603795944639
