TRADEDATE,l_bfgs_b_rand_1,l_bfgs_b_rand_2,l_bfgs_b_rand_3,l_bfgs_b_rand_4,l_bfgs_b_rand_5,l_bfgs_b_rand_6,l_bfgs_b_rand_7,l_bfgs_b_rand_8,l_bfgs_b_rand_9,l_bfgs_b_rand_10,l_bfgs_b_rand_11,l_bfgs_b_rand_12,l_bfgs_b_rand_13,l_bfgs_b_rand_14,l_bfgs_b_rand_15,l_bfgs_b_rand_16,trust_constr_rand_1,trust_constr_rand_2,trust_constr_rand_3,trust_constr_rand_4,trust_constr_rand_5,trust_constr_rand_6,trust_constr_rand_7,trust_constr_rand_8,trust_constr_rand_9,trust_constr_rand_10,trust_constr_rand_11,trust_constr_rand_12,trust_constr_rand_13,trust_constr_rand_14,trust_constr_rand_15,trust_constr_rand_16,nelder_mead_rand_1,nelder_mead_rand_2,nelder_mead_rand_3,nelder_mead_rand_4,nelder_mead_rand_5,nelder_mead_rand_6,nelder_mead_rand_7,nelder_mead_rand_8,nelder_mead_rand_9,nelder_mead_rand_10,nelder_mead_rand_11,nelder_mead_rand_12,nelder_mead_rand_13,nelder_mead_rand_14,nelder_mead_rand_15,nelder_mead_rand_16,powell_rand_1,powell_rand_2,powell_rand_3,powell_rand_4,powell_rand_5,powell_rand_6,powell_rand_7,powell_rand_8,powell_rand_9,powell_rand_10,powell_rand_11,powell_rand_12,powell_rand_13,powell_rand_14,powell_rand_15,powell_rand_16,l_bfgs_b_recurrent,trust_constr_recurrent,nelder_mead_recurrent,powell_recurrent,l_bfgs_b_manousopoulos,trust_constr_manousopoulos,nelder_mead_manousopoulos,powell_manousopoulos,l_bfgs_b_diebold_li,trust_constr_diebold_li,nelder_mead_diebold_li,powell_diebold_li
2014-01-09,0.8523214092025772,1.0405241677030155,0.8645513238419729,0.8793674334825677,1.195989419291475,1.0965688546865977,0.9287459490620918,1.0828444669713095,0.8900285220626856,0.8507207762849728,0.8895789397509284,0.8459317429891168,0.8439718086846987,0.8598634451617583,0.8559954574043672,0.9277803724932157,0.8439215383894716,0.8530411360380284,0.8439177144037893,0.8439238169134197,0.8562571866000058,0.8571643875334761,0.8567629771548625,0.8568980176263392,0.856299665291124,0.8439412437500723,0.8439037001544962,0.8462073193675179,0.8439219852653875,0.8563575617635614,0.8538714768397103,0.8567674071636274,0.994974205608476,0.8510054829395939,0.8439033366294085,0.8571371960737225,0.8439033366102491,0.843903336603371,0.8441882740211666,0.8476644863408972,0.8439104941696668,0.8443630979169847,5.485799169030258,0.8577913096022313,0.8439033366061458,68.12245239085723,0.8873881074346248,2.5245098865708235,0.8492494113869734,5.566881047329382,0.8571670248351388,0.8852668925178332,28.701235345564886,0.8567679675079299,0.864924796890559,6.121389182132347,0.857262232127682,17.282986909743713,0.8452133577796048,0.849883821144705,0.8598836499770451,0.8572235929751328,0.8568289730341664,0.8537606240957828,0.8440318103476069,0.8440127986173959,0.843903336608248,0.8456435353087738,0.9875402425464991,0.8439043221083614,0.8439033365983417,0.8439189618708441,1.0562053375545566,0.8439202788563667,0.8439033366072648,0.843935686199215
2014-01-10,0.02252954429215113,0.14613792635921738,0.1835323811775218,0.1935565430790836,0.022532254402951046,0.20451486510198788,0.09221953604941857,0.023585835024951124,0.02242839003804454,0.022424119577083595,0.37753759159853,0.23578112430338138,0.19915690659016583,0.1677936704811124,0.2938989288481091,0.22385127768021423,0.022529755155959983,0.02250250549085194,0.02436273126340092,0.02436937936576183,0.02264866363161155,0.024426729192939853,0.024166319236165162,0.023552505431013674,0.02242310480640104,0.022426012167656127,0.024351420621293113,0.0243581455397927,0.02439630131366954,0.02399083144962601,0.0240479498158815,0.0243151261496325,0.02249096989367156,0.02248988745540407,0.02241317468067371,0.02265870413270405,0.022569836910634883,0.02241075680422778,0.022472800590014504,0.023469328633994452,0.02320821111727083,0.232008296208039,0.21727638879759772,0.023047678023804283,0.052435891905940814,0.022451219797456557,0.02411358034775542,0.22291255126381848,0.12619185706765113,0.02242674945516081,0.022937024202282733,0.02442065151879731,1.4628350567437722,0.024058285063829125,0.02443585343533826,31.937761007172185,0.1164288007223505,0.12619104541354612,0.02249027564792731,0.05064409386767714,0.023800098116408968,0.12619407842707323,20.368596341868134,0.12619718067157376,0.02246529242574086,0.02242321448568769,0.022708569241754815,0.02255783666712554,0.17004611533329242,0.022493412802539785,0.022489887446867512,0.1261926442255488,0.10316182483813928,0.02250361983744467,0.022489887451865937,1.159950064494498
2014-01-13,0.11350788374889216,0.3932815130812058,0.08877852482650844,0.29810844974809936,0.1908731359413122,0.10750393943234657,0.08880758828512988,0.20468466485792153,0.08923534573852245,0.08921794665226457,0.28360381878078045,0.2739597009485325,0.08996545390326864,0.27207546988565673,0.12482704966896749,0.12074813367163266,0.08934199731939424,0.0893108334825328,0.08877702946886211,0.08948909853292016,0.08975328160620767,0.08883520739981036,0.08887506750203317,0.08933823131676544,0.0888797578172059,0.0892197312227313,0.089541592100353,0.08937999425933496,0.08883408236166179,0.08880594434233469,0.08911409386292161,0.0895490762889265,0.08922504660151384,0.19974503822801773,0.08877697867578531,0.08901730624833556,0.3635377659057656,0.08881133796017664,0.08877697914522094,0.08933088439855703,0.21880095248899803,2.885965097151596,0.08965371211620983,0.3222702548557974,0.09310117112977535,0.08880307912037282,0.08877968268891673,0.08974809085884615,0.08881117012722767,0.08974748089554863,9.05141662941027,0.1976768633251954,0.14976116585783678,0.20466292663432592,0.08967673556132708,0.08975257839359987,0.20792906669441924,0.08974748096359568,0.21260656656492702,0.08974748105741658,0.08975434206185257,1.0021621157532274,0.08975399651374091,0.21706329072119837,0.09080247845907562,0.08930223178180682,0.09070246253534078,0.09005934421418445,0.22043494504634908,0.08880315425568217,0.08880307909603893,0.08881462205846033,0.15372516832315578,0.08880467208335126,0.08880307911010694,0.7815956338214294
2014-01-14,0.03635729530919028,0.233970008150799,0.18076676878017753,0.14189572556719243,0.035482971592034826,0.15244683919051485,0.035614083572421996,0.036772972540247896,0.047801656690671525,0.13501593069621615,0.1833888665263227,0.14894874153283985,0.18131131901220782,0.21393812315364572,0.2804508393686203,0.2798025092719737,0.03606651313691126,0.03548843886449448,0.03562232359079404,0.03560667955427338,0.03547921847726415,0.03561497305917976,0.03560879110305919,0.03612924583892188,0.0355525609487232,0.03557814478480384,0.03560335442829997,0.03557667244971772,0.035540589144321774,0.03554388603276794,0.03548586657111625,0.03563816505652524,0.035474896697251825,0.035474897248403046,0.03547489669732552,0.03547529951262026,0.03549765141133221,0.23714572486699564,0.035474896697358795,0.03547489669729095,0.03547489669725964,0.0354748966972533,0.035140717156342274,0.035482516838781106,0.03547492163030755,0.03559572587154172,0.03549392031015781,0.03573379746813342,0.037025759930754076,0.03559495390171522,0.13478368015356226,0.1262555673485391,0.03593631039350688,0.03513817662970491,0.13164229122839965,0.15017791616060358,0.15017965713923218,0.13161905978673633,0.03518332797231401,0.035658112659150025,0.14255959024989617,0.03513765224121242,0.6620895736860091,0.13297117632475589,0.03726199181014529,0.03615784117194204,0.038321809557864954,0.03792871615642876,0.06014771108459852,0.03513781505172803,0.03513749324088802,410.4328232894795,0.10975356325020014,0.03514200475873989,0.03513749309390324,0.6528294877191038
2014-01-15,0.8408930698498661,0.9086335882269623,0.8548476844567522,1.7314531112641618,1.5551510967801483,1.9357353182934256,0.9099025162179933,1.3625100028683397,0.8456884088939319,0.85124530910218,0.8426095172398163,0.8502418526831431,1.353575894265684,0.9125905900452136,0.8717150555028497,1.666197804824664,0.8416621129983138,0.8419234080582068,0.8430403956608296,0.8417886460123636,0.8422394825326055,0.8412652705849162,0.8431833908073988,0.8414599255662789,0.8416436412552563,0.843218741117274,0.8417882079007213,0.8422502185654644,0.8412537339267202,0.8444014954661082,0.841974249784392,0.8417468556158387,0.8411048563157799,0.8409179451738512,2.7077325446972287,0.9110434309743404,0.8522249466015186,0.8439400677909028,0.8409041974381936,1.2501654072728223,0.8408997511759148,0.8408985652769048,1.080887069819337,2.4035016215360714,0.8409754242415897,0.8409105598108606,0.8409090761883391,0.84089946529608,0.8831195273159532,286.59446155534255,9.459024253743213,0.8426220310611297,9.664139085017514,530.3896710620252,1.331896591691819,0.8546838728259025,0.840898246800672,0.9639041506148128,2.930376270059227,1.687564046206699,0.8860087414212058,9.459024253168634,0.9110484989455088,1.4266136692507045,0.8779964900524511,0.8421098906891473,0.9110279041676249,0.9108939340433875,0.9131966302005455,0.9110458378654592,0.9110306000085315,0.9110441780621525,0.9067250354229415,0.8826447335173822,0.8826443209414921,2.5105113522711218
2014-01-16,0.5675855423915616,0.17231142664122756,0.14748623487437731,0.17551073299266073,0.8254141805819567,0.2100602449726753,0.1510334944044717,0.3414906856433236,0.15992690333419055,0.6565202928337471,0.47517607321592514,0.1470568355673084,0.36581242054205715,0.6489228763444747,0.14656095490276924,0.2132124429864101,0.14786051546617426,0.16593360820829825,0.1473091110129043,0.14701266330602664,0.14768854636033593,0.1472052684417853,0.14687674932349365,0.14723637064622117,0.14683030199091782,0.14699930309592496,0.14763354069081105,0.1468544411351248,0.1478861567598647,0.14751486301668712,0.14655559001835033,0.14765294233627732,0.21207880777545732,4.945266242047868,0.6955464336970724,0.14653463860637814,0.15129811473122357,0.14732643856237468,0.14653463860624208,0.1465346386052054,0.1465346386055892,0.1471062535428665,0.1685693518212834,0.14653463860576468,0.14674711146347946,0.8078787999498727,0.14653463860527283,0.48903972836021614,0.36203167764969196,0.14823771559828935,6.107302624086114,60.848069948855766,0.9168019323138911,0.14824244793180835,12.631359617927247,3.0761140490124377,0.5327291701407088,0.16125594743768248,4.410411845524355,631.8294727551437,1.219310354624251,0.28662552298350535,0.14683660732525258,0.14839026614683593,0.15872992515489961,0.14658115601653202,0.168671476442623,0.16802359659118224,0.19416116077134768,0.16594836944885236,0.16592464811607208,0.16620051418412807,0.16594398393985954,0.1659487546177136,0.16592464799920248,1.7855837270060644
2014-01-17,0.3505427739864335,0.30014557543942116,0.1973701441929224,0.07335461840633117,0.11210738849327705,0.27681894383757266,0.39480406877460517,0.22216070004253238,0.3022118007188556,0.04969820096952673,0.3157331889901829,0.1731430777231038,0.048933703013588924,0.05694112951694474,0.22575639144151882,0.20369365929881286,0.05604786893866328,0.0568905067823386,0.05548812237642855,0.04884910545539133,0.056014812962857825,0.05610442351047316,0.05571749341281581,0.056675861831780756,0.055842154127075945,0.049136614368512486,0.05656256576056128,0.056730456438753386,0.048929232057310215,0.05640993431407692,0.05667640090938225,0.056382705428006615,0.35457977352676395,6.4677168896587105,0.3905744616174521,0.04954685862703949,0.05545984734150012,0.049766759205362526,0.053900704103454704,0.049968590709964504,0.46748122189656727,3.475734217613739,0.049522840278481535,0.22622168757701647,0.04990722194112498,0.04998098457916209,0.04964484756643005,0.04981486524634211,0.05019592141445001,0.3317274151466165,0.049487533203965164,0.04884573492686959,0.04884900239890388,0.056874164463719803,2.4153701521881707,0.056874164461631,0.05687416446396174,0.05687416446476111,4.406337067910397,0.04887649076176492,0.05687416446877405,103.72800549428898,0.1546098833588147,0.051511320274460363,0.04974323896660184,0.05523512660940316,0.048821174753198956,0.04884082894302495,0.0737612694317899,0.0488582802293851,0.04894631334327018,0.04890383964404024,0.10940894153920189,0.04886096100425738,0.04882117465396616,0.3480895675265864
2014-01-20,0.4775766809819924,0.44320059115483706,0.4561349401586653,0.5192023255862862,0.598116682384092,1.0089971573058165,0.4795281900615945,0.5145263664086116,1.7012903245715918,0.727162305324867,0.6780175897253953,0.9341473519601786,0.44454144575438276,0.6700695586444729,0.46565671042135,0.46705012706320875,0.4389039264974869,0.4433003055493063,0.4403460978082234,0.4398851946011254,0.4388697723739664,0.4382020695229484,0.43843128220848376,0.4382583102800989,0.470256963027761,0.4383614798139229,0.43821918341931854,0.43832724702405346,0.43863417568957613,0.43813044122137734,0.44044878496618767,0.43878955374643763,0.47025612534451516,0.4378750946878891,0.4379435767357829,0.4378751098044907,1.386608034987424,0.4378776166067091,1.1857943727414146,0.4378750755338889,1.7568846997509246,0.4407506525117757,0.9681140989941374,1.156039594294308,0.43787521464845175,0.4380070369756211,0.47025612686293317,0.4378750672915848,0.4678130164830301,6.2401481241482895,0.47025639966759164,0.8005973508682154,0.43787611071144955,0.4876498099387896,35.25597128520129,0.9397781427497762,43.84322464962132,1.5624397452358305,0.4608236975415462,0.4549946962361984,0.449556397436491,0.4389761636299087,6.240148123277179,1.1714179598903616,0.483037351482791,0.4392697671901267,0.4977966899105403,0.49750233296943375,0.4956232451439913,0.47025619012829645,0.47025612558981467,0.47036933196753866,0.652616974292246,0.47025733734160907,0.4702561252662634,1.6855043650543697
2014-01-21,0.7427265025794333,0.2823939961108672,0.15335028209986837,0.06224708474788006,0.1665244195374405,0.1767448723249791,0.05995510013835768,0.024045725495109898,0.34749436127916,0.7644404533238671,0.024574376805055604,0.3702737831645327,0.2987175998492912,0.06081453732636712,0.02660992599007809,0.18591423879761676,0.024127093354957378,0.024284844806401893,0.02402409631411438,0.024505074522878055,0.024094277528923104,0.024066916359408386,0.024683813195829244,0.024047771705741315,0.02406329664983096,0.024044632513225663,0.024405847339962757,0.024271126697913346,0.024138225116105028,0.05884549249529562,0.024236364352169644,0.024048549073415793,0.9529772598890418,0.024018434221185613,0.02399377057751916,0.06079640160206593,0.023993770578159428,0.6137189628562096,0.02399377057766701,0.02399377057803193,0.6012028264160201,0.024982269770729666,1.4529286339160117,0.0239937705778331,0.02410959980616324,0.023993770587813545,0.06329921223192736,0.05884543977470215,11.783415157485312,0.024508921883662164,34.55376008854699,7.389243215747783,1.0314920958019163,7.389243218740042,1.047783019018546,7.389243217287306,0.023994605682121067,0.04364794396143319,0.02450900658686726,4.261772554673854,0.05892635176666224,8.541103728182026,0.024407192998880414,0.032220626900646344,0.044984290971494464,0.024043548078593956,0.06335645616133412,0.06304814287916674,0.17176926481150948,0.058847103633353756,0.05884543995628868,0.06121893385879086,0.1470007016726798,0.058845461960443345,0.058845440127036686,1.3253971534334528
2014-01-22,1.4154814473250186,1.3589042088690464,1.3819808371602569,1.3703010212157758,1.472206612920158,1.3991349799056403,1.4040056121839803,1.4461455057789643,1.3821611803961824,1.3864549768064691,1.4915258392375383,1.5445696106005924,1.3584722488055987,1.6055690628399868,1.4426399632737579,1.644371994382591,1.3551613293816873,1.3551610973401989,1.3551636303004786,1.3551634028408535,1.3551624024820694,1.355161527494221,1.3551608001604984,1.3551816988693774,1.355171436307572,1.3551875905663613,1.4044063055239446,1.3551647041261305,1.3551627329461793,1.3551682071392188,1.3551736870616131,1.355160832851855,1.5073094159074985,1.3551607969946098,1.355160796982778,1.6057885072547873,1.3551607970209805,110.54386696946469,1.3904993465235362,1.355163078801897,1.3551620590110753,50.77859687893932,1.358114966627179,2.5210521034697497,1.355160796994158,1.359511563608025,1.3551607969834631,1.3994604913869457,1.3611646142965903,3.2724879490378167,1.380196715025785,1.414889888264165,1.3820638842022044,1.4181948912759015,1.4163961089276973,382.1101136695083,1.5094082758769536,1.4148897133830118,1.4148898048856902,1.4148900546232839,1.393976637169861,1.4014673246734832,1.407601774353768,1.4148896732239618,1.3553248848215906,1.3551615281586522,1.3551607970189312,1.3555176957087385,1.5451081117141305,1.355168907245683,1.3551607969874961,1.357630731118209,1.5974226572264656,1.3551609893399106,1.355160796985826,3.750390232528637
