TRADEDATE,Seconds
2014-01-09,13.44135594367981
2014-01-10,8.94545292854309
2014-01-13,3.697760581970215
2014-01-14,14.38811206817627
2014-01-15,8.34597396850586
2014-01-16,6.51715087890625
2014-01-17,55.03960061073303
2014-01-20,6.019499778747559
2014-01-21,16.529412031173706
2014-01-22,18.393473148345947
2014-01-23,50.13628125190735
2014-01-24,26.919137239456177
2014-01-27,45.309370279312134
2014-01-28,38.24445629119873
2014-01-29,11.766804456710815
2014-01-30,22.78799605369568
2014-01-31,6.428768157958984
2014-02-03,12.6149160861969
2014-02-04,27.27822732925415
2014-02-05,43.476868867874146
2014-02-06,27.569774866104126
2014-02-07,38.533143281936646
2014-02-10,52.18702435493469
2014-02-11,72.47963786125183
2014-02-12,51.36714267730713
2014-02-13,65.39562821388245
2014-02-14,33.06273317337036
2014-02-17,20.867790937423706
2014-02-18,116.46619248390198
2014-02-19,112.14042401313782
2014-02-20,45.83041286468506
2014-02-21,40.23022651672363
2014-02-24,50.79232740402222
2014-02-25,27.423372507095337
2014-02-26,35.37175703048706
2014-02-27,6.01430606842041
2014-02-28,54.4724338054657
2014-03-03,42.12494349479675
2014-03-04,48.98512291908264
2014-03-05,26.865588903427124
2014-03-06,51.20818638801575
2014-03-07,51.65700316429138
2014-03-11,10.893016815185547
2014-03-12,17.134569883346558
2014-03-13,6.86672830581665
2014-03-14,9.061636447906494
2014-03-17,3.3828248977661133
2014-03-18,14.273663520812988
2014-03-19,9.505581140518188
2014-03-20,10.695711612701416
2014-03-21,32.96823287010193
2014-03-24,5.439452409744263
2014-03-25,38.64220833778381
2014-03-26,29.6324245929718
2014-03-27,41.68098521232605
2014-03-28,9.199599266052246
2014-03-31,48.35519313812256
2014-04-01,108.87432861328125
2014-04-02,3.639988660812378
2014-04-03,67.00453305244446
2014-04-04,44.86571717262268
2014-04-07,5.796114921569824
2014-04-08,22.079132080078125
2014-04-09,15.386579036712646
2014-04-10,28.218806743621826
2014-04-11,3.2525224685668945
2014-04-14,4.621673822402954
2014-04-15,10.773205041885376
2014-04-16,23.387736320495605
2014-04-17,32.33461284637451
2014-04-18,41.31049585342407
2014-04-21,36.61812376976013
2014-04-22,29.24843168258667
2014-04-23,58.146565437316895
2014-04-24,15.183791160583496
2014-04-25,3.2577600479125977
2014-04-28,10.756357669830322
2014-04-29,4.863293409347534
2014-04-30,31.72020983695984
2014-05-05,3.6975905895233154
2014-05-06,26.059128284454346
2014-05-07,23.09693741798401
2014-05-08,6.1533637046813965
2014-05-12,16.586355209350586
2014-05-13,4.181880474090576
2014-05-14,12.90067458152771
2014-05-15,17.075450658798218
2014-05-16,5.402239799499512
2014-05-19,11.572827816009521
2014-05-20,5.0133256912231445
2014-05-21,5.979857921600342
2014-05-22,5.430565357208252
2014-05-23,2.7299423217773438
2014-05-26,3.004108190536499
2014-05-27,7.262437582015991
2014-05-28,7.234506845474243
2014-05-29,3.1565909385681152
2014-05-30,59.44932198524475
2014-06-02,7.325045585632324
2014-06-03,6.267057657241821
2014-06-04,7.022842168807983
2014-06-05,3.333191156387329
2014-06-06,4.757795333862305
2014-06-09,6.326520681381226
2014-06-10,9.078279256820679
2014-06-11,3.478572368621826
2014-06-16,9.968738317489624
2014-06-17,3.61598539352417
2014-06-18,3.2463860511779785
2014-06-19,13.10336422920227
2014-06-20,3.7250401973724365
2014-06-23,7.7047648429870605
2014-06-24,3.3736050128936768
2014-06-25,3.677260398864746
2014-06-26,4.755894184112549
2014-06-27,5.52656888961792
2014-06-30,3.5297021865844727
2014-07-01,2.7683184146881104
2014-07-02,5.953295469284058
2014-07-03,9.66930079460144
2014-07-04,2.9517979621887207
2014-07-07,3.1871042251586914
2014-07-08,6.047389984130859
2014-07-09,7.039496421813965
2014-07-10,3.9953808784484863
2014-07-11,6.7565155029296875
2014-07-14,17.311071157455444
2014-07-15,2.789544105529785
2014-07-16,3.0667994022369385
2014-07-17,16.860838890075684
2014-07-18,8.626281976699829
2014-07-21,27.47428560256958
2014-07-22,3.196134328842163
2014-07-23,63.61914300918579
2014-07-24,3.30216908454895
2014-07-25,3.625234365463257
2014-07-28,15.102997541427612
2014-07-29,4.4810168743133545
2014-07-30,3.7394070625305176
2014-07-31,3.97444224357605
2014-08-01,15.537982940673828
2014-08-04,33.80852270126343
2014-08-05,26.8799090385437
2014-08-06,13.609662055969238
2014-08-07,5.061604261398315
2014-08-08,31.068085193634033
2014-08-11,3.715636968612671
2014-08-12,22.98317241668701
2014-08-13,3.120434522628784
2014-08-14,4.862584352493286
2014-08-15,5.812819957733154
2014-08-18,6.943065643310547
2014-08-19,3.9166417121887207
2014-08-20,3.442906379699707
2014-08-21,36.46892857551575
2014-08-22,19.704524278640747
2014-08-25,6.985891580581665
2014-08-26,28.349326848983765
2014-08-27,6.257613182067871
2014-08-28,8.514559745788574
2014-08-29,5.912077188491821
2014-09-01,20.27343726158142
2014-09-02,19.302358627319336
2014-09-03,4.26776385307312
2014-09-04,25.98796057701111
2014-09-05,34.46104407310486
2014-09-08,27.034388065338135
2014-09-09,15.330774307250977
2014-09-10,5.876711845397949
2014-09-11,41.38693881034851
2014-09-12,11.0904860496521
2014-09-15,27.620736360549927
2014-09-16,15.449018001556396
2014-09-17,21.182384252548218
2014-09-18,34.49316048622131
2014-09-19,91.20068430900574
2014-09-22,31.905109882354736
2014-09-23,11.342699527740479
2014-09-24,39.38760542869568
2014-09-25,27.24088406562805
2014-09-26,5.645826578140259
2014-09-29,7.911640405654907
2014-09-30,26.374528884887695
2014-10-01,6.581057786941528
