TRADEDATE,0
2014-01-09,240.73635530471802
2014-01-10,150.7143530845642
2014-01-13,268.454407453537
2014-01-14,143.18035006523132
2014-01-15,262.3346092700958
2014-01-16,194.33764147758484
2014-01-17,184.0407783985138
2014-01-20,238.7291224002838
2014-01-21,194.7883756160736
2014-01-22,584.6365687847137
2014-01-23,667.9142544269562
2014-01-24,398.746946811676
2014-01-27,571.7897119522095
2014-01-28,473.9948399066925
2014-01-29,641.1707203388214
2014-01-30,408.61267495155334
2014-01-31,664.3968091011047
2014-02-03,630.5660984516144
2014-02-04,468.530641078949
2014-02-05,120.27809429168701
2014-02-06,597.3243958950043
2014-02-07,598.2282340526581
2014-02-10,835.6802663803101
2014-02-11,807.222414970398
2014-02-12,1187.0354499816895
2014-02-13,666.8943948745728
2014-02-14,470.1180021762848
2014-02-17,518.9111196994781
2014-02-18,368.0749816894531
2014-02-19,691.4747910499573
2014-02-20,716.5388872623444
2014-02-21,703.8783338069916
2014-02-24,764.2123420238495
2014-02-25,924.2618112564087
2014-02-26,481.5859923362732
2014-02-27,1042.2038712501526
2014-02-28,860.2441844940186
2014-03-03,143.65647339820862
2014-03-04,484.0800483226776
2014-03-05,250.6009557247162
2014-03-06,545.8507928848267
2014-03-07,601.3221435546875
2014-03-11,363.1768579483032
2014-03-12,594.2341666221619
2014-03-13,333.52724051475525
2014-03-14,106.92000555992126
2014-03-17,231.9336543083191
2014-03-18,587.6063041687012
2014-03-19,276.3218717575073
2014-03-20,167.52379655838013
2014-03-21,638.760425567627
2014-03-24,207.50427651405334
2014-03-25,645.4044654369354
2014-03-26,590.8379738330841
2014-03-27,396.4098780155182
2014-03-28,100.46236634254456
2014-03-31,627.4098250865936
2014-04-01,368.6243214607239
2014-04-02,111.35595393180847
2014-04-03,703.7568590641022
2014-04-04,832.3533191680908
2014-04-07,422.5671935081482
2014-04-08,580.6833386421204
2014-04-09,250.28975558280945
2014-04-10,617.1957440376282
2014-04-11,248.37296772003174
2014-04-14,415.1729657649994
2014-04-15,101.04315114021301
2014-04-16,561.2314999103546
2014-04-17,502.03111720085144
2014-04-18,700.7072117328644
2014-04-21,483.14235854148865
2014-04-22,376.4887328147888
2014-04-23,368.5378420352936
2014-04-24,209.7178590297699
2014-04-25,238.0167908668518
2014-04-28,218.40585327148438
2014-04-29,71.04195857048035
2014-04-30,195.48421907424927
2014-05-05,108.82027864456177
2014-05-06,594.9259698390961
2014-05-07,124.1411645412445
2014-05-08,143.7933053970337
2014-05-12,116.7717854976654
2014-05-13,140.52399802207947
2014-05-14,408.04800367355347
2014-05-15,135.8971390724182
2014-05-16,354.49978160858154
2014-05-19,301.0788605213165
2014-05-20,106.34617733955383
2014-05-21,113.02252459526062
2014-05-22,74.93254947662354
2014-05-23,231.07826352119446
2014-05-26,81.68053960800171
2014-05-27,97.23919105529785
2014-05-28,556.4781038761139
2014-05-29,65.05916476249695
2014-05-30,173.66499614715576
2014-06-02,80.89965963363647
2014-06-03,82.66010403633118
2014-06-04,93.47024869918823
2014-06-05,151.91967034339905
2014-06-06,92.16789436340332
2014-06-09,395.28558802604675
2014-06-10,168.08796906471252
2014-06-11,164.79362630844116
2014-06-16,282.66741824150085
2014-06-17,61.40634322166443
2014-06-18,99.57887482643127
2014-06-19,169.6333429813385
2014-06-20,154.27789449691772
2014-06-23,163.72862339019775
2014-06-24,70.72086381912231
2014-06-25,64.41557264328003
2014-06-26,83.93803453445435
2014-06-27,365.2257492542267
2014-06-30,167.23225712776184
2014-07-01,81.34772109985352
2014-07-02,272.48886489868164
2014-07-03,119.24200510978699
2014-07-04,123.3670346736908
2014-07-07,194.66455674171448
2014-07-08,204.6140055656433
2014-07-09,67.83394742012024
2014-07-10,96.86606621742249
2014-07-11,133.10389161109924
2014-07-14,125.17083430290222
2014-07-15,101.29338121414185
2014-07-16,104.667640209198
2014-07-17,76.11238670349121
2014-07-18,438.6678080558777
2014-07-21,110.34963130950928
2014-07-22,71.3945324420929
2014-07-23,583.0454714298248
2014-07-24,56.43980360031128
2014-07-25,87.45802211761475
2014-07-28,291.4071395397186
2014-07-29,94.52740693092346
2014-07-30,125.24586296081543
2014-07-31,145.75528001785278
2014-08-01,388.84777879714966
2014-08-04,540.2173578739166
2014-08-05,345.9695551395416
2014-08-06,459.60970282554626
2014-08-07,348.44117999076843
2014-08-08,545.1248066425323
2014-08-11,238.8557198047638
2014-08-12,517.8493497371674
2014-08-13,146.9202756881714
2014-08-14,147.0415816307068
2014-08-15,114.23385882377625
2014-08-18,243.1934299468994
2014-08-19,147.32284212112427
2014-08-20,245.60836791992188
2014-08-21,270.5843503475189
2014-08-22,410.2261130809784
2014-08-25,138.52829146385193
2014-08-26,75.2356345653534
2014-08-27,88.98043203353882
2014-08-28,216.49088072776794
2014-08-29,244.39832401275635
2014-09-01,520.0176057815552
2014-09-02,163.36198544502258
2014-09-03,156.37786483764648
2014-09-04,365.7119700908661
2014-09-05,117.59156918525696
2014-09-08,231.13922786712646
2014-09-09,99.7344069480896
2014-09-10,493.6610436439514
2014-09-11,246.97389316558838
2014-09-12,574.1318154335022
2014-09-15,520.5196249485016
2014-09-16,502.33036732673645
2014-09-17,589.9619147777557
2014-09-18,423.3465974330902
2014-09-19,608.9062936306
2014-09-22,392.02795481681824
2014-09-23,350.70698142051697
2014-09-24,222.91960525512695
2014-09-25,139.6696388721466
2014-09-26,138.3178906440735
2014-09-29,97.27022790908813
2014-09-30,279.5842459201813
2014-10-01,385.16822028160095
2014-10-02,219.94918537139893
2014-10-03,399.73116970062256
