TRADEDATE,Random 1,Random 2,Random 3,Random 4,Random 5,Random 6,Random 7,Random 8,Random 9,Random 10,Random 11,Random 12,Random 13,Random 14,Random 15,Random 16,Best of Random,Recurrent,Manousopoulos,"Diebold, Li"
2014-01-09,0.002145290269103685,0.0022940474925129076,0.002132106089800853,0.0022709627301945455,0.002297640532874545,0.0023096459175556703,0.0023635206302305392,0.0023257730666380806,0.0023046913959849456,0.0021413923093873094,0.002282755736654662,0.00214005589498103,0.0021316004717409753,0.002327530694366675,0.002316315442416514,0.0023110013158649137,0.00214005589498103,0.002147516839409702,0.0021329180872247428,0.0021342777247477084
2014-01-10,0.0008253302810770039,0.0007751188500127247,0.0007484383100243681,0.0007502279312932463,0.0007775630779895518,0.0007475765251182375,0.0007519875210498133,0.0007589914748013377,0.0008100248813345351,0.0008095467281083205,0.0007510788080777467,0.0007494177261707985,0.0007502289719451345,0.0007578123457034805,0.0007510025177155953,0.0007505996828014523,0.0008095467281083208,0.0008170095078886749,0.0007970598975532861,0.0007763834190982481
2014-01-13,0.0010714133519466788,0.0010704042414310016,0.0011215657054705762,0.0010712096855950751,0.001073892170097118,0.0011022690078789012,0.0011320004103424143,0.0010650038547562403,0.0011040780452276089,0.0010765278926194587,0.0010690487516619525,0.0010714220751474144,0.0011036606437415017,0.0009322508438404207,0.001076496039609494,0.0010714358091441902,0.0009322508438404207,0.0011702449943269129,0.0009516155143213045,0.0009564368178606317
2014-01-14,0.0009384853157822635,0.0008170334789931663,0.0008008517307595739,0.0008042821345809872,0.0008357712578621908,0.000804493463771286,0.0008607190032219797,0.0009462893329828314,0.0008578023420738396,0.0008097492641072017,0.0008105624006387196,0.000794672277736615,0.0008116288113699357,0.0007957029338964216,0.000820280495009006,0.0008055743856896137,0.0008578023420738396,0.0009506453544586101,0.0007164464307284485,0.0006944622109610409
2014-01-15,0.002115363565998442,0.0021047519400580177,0.0021523538939124008,0.0020981824897416223,0.0021190365059441103,0.0021062171040768505,0.002134272967283157,0.002096231518825514,0.0021033861637294246,0.0021079594652891756,0.002107029048435552,0.002121970187536673,0.0021146338227273527,0.002109581884799294,0.0021769148757551614,0.00210511267571062,0.0020981824897416197,0.0021463896822824778,0.003841784204260885,0.003628369851012324
2014-01-16,0.0009117634997555852,0.0009185952083424954,0.0009187936783945124,0.0009195548550760009,0.0009165190182073555,0.0009131339024453978,0.0009268495904303629,0.0009181516800260477,0.0009262242524607452,0.0009148761322766108,0.000917286788786945,0.0009280318093456419,0.0009151648051064586,0.0009130864077385461,0.0009263136406265624,0.0009208917117796718,0.0009131339024453965,0.0009278858177555519,0.0009229618913334666,0.0009225351821980861
2014-01-17,0.0005979754787492088,0.0005924679725904816,0.0005944933182038088,0.0005922237714981172,0.0005943211045908963,0.0005978672091987304,0.0005956757975758666,0.000599076042825882,0.0005911061302028597,0.0006492891504139264,0.0005976539614267718,0.0005933406547706528,0.0006841230272199377,0.0005960054619892917,0.0005964747326455143,0.0005979762474114419,0.0005922237714981156,0.0005925461853176604,0.0005889311333818547,0.0005858820765104123
2014-01-20,0.0009067015017589629,0.0009050895287920616,0.0008870997617980373,0.0008842789343976208,0.0008849828755993008,0.0008914297611111029,0.0008842213317800411,0.00088458465044774,0.0010181853341443073,0.000884537335467922,0.0008838573300634754,0.000886466031005902,0.0008918427862200194,0.0008919330123298872,0.0009105883545419242,0.0009022441496318754,0.00088458465044774,0.0009028301424671782,0.0010235190822637562,0.0010202742525498097
2014-01-21,0.0007429473165544955,0.0007181789919007,0.0007212485636725937,0.0007352083023790861,0.0007289137295721036,0.0007189029164307314,0.000739118568507155,0.0007273258446261436,0.0007458782828839757,0.0007395669381116046,0.00073008484009415,0.0007325796629529254,0.0007216866339945577,0.0007951567923688774,0.0007307778284684787,0.0007297092940149293,0.0007181789919007,0.0007250731751537725,0.0008050532716824893,0.0007909287380686049
2014-01-22,0.0027324764524273605,0.0027297793861790127,0.0027304029120763947,0.0027291974818868434,0.0027307688626111923,0.0027311627536668256,0.0027296856590925205,0.0027285552268119066,0.002723312518355211,0.0027314606794491517,0.00272945153000822,0.0027333807863838626,0.002731595218430414,0.0027303687811466152,0.0027311664714381114,0.0027277053390289997,0.0027311664714381114,0.0027327083614168946,0.002732470590000303,0.0027332307835562513
2014-01-23,0.0009083944325366739,0.0009088769533800927,0.0009091110882303903,0.0009081794715597995,0.0009140822586653635,0.0009100613390026672,0.0009102029893725824,0.0009093078089275788,0.0009085562098474347,0.0009093557636384758,0.0009078675909044428,0.0009084255942603247,0.000879939095869335,0.0010489562211312992,0.0009085729303571645,0.0009103052814114595,0.0009140822586653635,0.0009100504848205003,0.0009131915217415194,0.000912711379686072
2014-01-24,0.0013276629227599993,0.0013263332175073308,0.0013289723331681477,0.0013279950436286294,0.001329084621677755,0.0013291603491160135,0.0013255732525898605,0.0013287814174610267,0.0013288248523048735,0.0013267237625167907,0.0013290310594633948,0.001937971289262965,0.0013285956807253783,0.0013285437979956003,0.001329501078979084,0.0013263719544494997,0.001329501078979084,0.0013257289291785511,0.0015458823372975624,0.0015384148149281706
2014-01-27,0.001047422089071752,0.0010450485908666811,0.0010473882291338174,0.0013873617565088204,0.0013749728587109857,0.0010469262055043096,0.001048111412626199,0.0010474149317191185,0.001046094531811469,0.0010476206326843955,0.0010481014156718685,0.0010464448358347815,0.0010454682691433874,0.0010461766250608447,0.0010458963982616207,0.0010461911103383612,0.0010458963982616207,0.0010461932870291766,0.0010445932129272417,0.0010455516833716989
2014-01-28,0.0008422269940333765,0.0008346715312963434,0.000822771962452721,0.0008200336646316461,0.0008237495551859146,0.0008295263400296019,0.0008182421801193537,0.0008230533047682301,0.0008280101255216971,0.0007508122100528993,0.0008264367006649593,0.0008182216757010592,0.0008272456182454917,0.0008259425069078261,0.0004843323882029023,0.0008223976020058397,0.0008295263400296037,0.0008370559404337005,0.0004986562852209737,0.0004788889645944587
2014-01-29,0.0017936824890067765,0.0017910341860834127,0.0021062535183056217,0.001791819631075861,0.001797225288060471,0.0017921443303917342,0.0017962996671385205,0.001790477454226201,0.0017917379307037505,0.0017976366014491791,0.0017989153953558705,0.0017928990098140345,0.0017917845403710385,0.0017938762740388847,0.0017929550372366742,0.00179870316354611,0.0017910341860834127,0.0017946422031160623,0.0017954272015432702,0.0017894813784005356
2014-01-30,0.0012388250529689027,0.0011756955011286777,0.001207103607768635,0.001174641914957266,0.001208387861438318,0.0011759645392834842,0.0012008266155150485,0.0012090082562405242,0.001214791230204158,0.0011971172194654356,0.0012390869278932262,0.001201405274717739,0.001218560223404505,0.001196528130668167,0.0011781442035827864,0.0012044221696305094,0.001218560223404505,0.00124520542448894,0.0010751696816826163,0.0010743745371900476
