TRADEDATE,short,medium,long
2016-01-04,96.99395295183055,91.16093884009206,90.27026244620266
2016-01-05,96.86294274430963,90.8553289727775,89.80410986963521
2016-01-06,97.4913401546203,92.3237186780724,92.08020022449776
2016-01-11,96.46446911999644,89.927394948623,88.38078578253888
2016-01-12,95.36607316369117,87.43479241010354,84.67614329768463
2016-01-13,95.29815587012789,87.28049465481686,84.44804274219942
2016-01-14,95.36702294711105,87.43311489863495,84.66844478938495
2016-01-15,95.55213410113066,87.85668152738684,85.29729599662434
2016-01-18,94.70995205596085,85.96744892513792,82.54723257576262
2016-01-19,95.1033481649139,86.83910118615108,83.79891443861989
2016-01-20,94.28005291265417,85.0181057589372,81.19478989340469
2016-01-21,94.35787678724466,85.18855258758398,81.43539262639341
2016-01-22,95.01734229297418,86.64821786223268,83.52439589691294
2016-01-25,95.36994352177857,87.4461643194268,84.69499804660677
2016-01-26,95.15341892133699,86.95198628882243,83.96436942622098
2016-01-27,95.4722556814394,87.66800302932631,85.0103181395702
2016-01-28,95.76019838569543,88.31767579613464,85.9671426304121
2016-01-29,96.13318761730143,89.17894985553173,87.26308971559354
2016-02-01,95.26045890781702,87.193162151015,84.31632997021545
2016-02-02,94.9695838406817,86.53969151940419,83.36415564370314
2016-02-03,94.93945656772163,86.4692051442764,83.25906090163824
2016-02-04,95.20918690703374,87.06875375859829,84.12460233358453
2016-02-05,95.00457397108003,86.61722217316498,83.4754520125175
2016-02-08,95.04789260199789,86.71075542396679,83.60851266429415
2016-02-09,94.77765956278401,86.10945859790581,82.74125760089434
2016-02-10,95.15645344821044,86.95075774104514,83.95222000318454
2016-02-11,94.7628547326618,86.07149684048323,82.68005169721296
2016-02-12,94.96519667859411,86.5181468059198,83.31895272164431
2016-02-15,94.99484414508167,86.59027086597649,83.4291033347715
2016-02-16,93.91323300869317,84.20801086351108,80.04510119367971
2016-02-17,94.65937143610464,85.84749278610514,82.36509426297538
2016-02-18,95.50245460990294,87.73257644174107,85.09899351760932
2016-02-19,95.33817434390184,87.36505040368067,84.56325034705844
2016-02-20,95.42522099139342,87.56036737812042,84.84847648989457
2016-02-22,95.60003007047317,87.96685357221885,85.46261856158725
2016-02-24,95.75648056105821,88.30695741631773,85.94836201725593
2016-02-25,96.04874535377294,88.97377416270876,86.94210670239494
2016-02-26,96.18882924390249,89.29423722582146,87.42283855809404
2016-02-29,96.23834922490087,89.4076441226419,87.5934074162339
2016-03-01,96.86238543545477,90.84632412373097,89.77915105776019
2016-03-02,97.03445917400643,91.25463091735237,90.41721492690077
2016-03-03,97.27519679757886,91.80762781112654,91.26318890543061
2016-03-04,97.29573362064528,91.86145061228864,91.35334628747233
2016-03-07,97.64464393241937,92.6827133369029,92.64203966086484
2016-03-09,97.32561190102135,91.93316694426098,91.46682034054979
2016-03-10,97.51217019170454,92.37122201018178,92.15146746975402
2016-03-11,97.56272553220441,92.49439484369907,92.34993403096216
2016-03-14,97.40886563055965,92.12253138723847,91.7558272305601
2016-03-15,96.97794382638975,91.11840099140478,90.20058667375942
2016-03-16,97.37095052514229,92.03240396101418,91.61195793868495
2016-03-17,98.53705072676236,94.79711666653895,95.99970159294706
2016-03-18,98.21173025391072,94.02825157297954,94.77686769967667
2016-03-21,98.10319344508278,93.76422662641075,94.34677326311346
2016-03-22,98.11165487759632,93.78599206730443,94.38404082423727
2016-03-23,97.80298919767934,93.0521907302525,93.21714359879476
2016-03-24,97.57883406082905,92.52575243079625,92.39096687076005
2016-03-25,97.6812377056489,92.77196348695773,92.78484593574075
2016-03-28,97.70321372810301,92.82089043539227,92.85705018267198
2016-03-29,97.58217446165688,92.53363712318452,92.40331596398397
2016-03-30,97.88425455637584,93.2482427809712,93.53214174177089
2016-03-31,97.9921664080701,93.50017064727865,93.92762877130639
2016-04-01,97.82800324061434,93.11916346806238,93.33340404826565
2016-04-04,97.91650144015547,93.32538664030697,93.65503943211131
2016-04-05,97.8641285500152,93.19213215609244,93.4326738188811
2016-04-06,97.54226361765991,92.43574035485932,92.24411654503362
2016-04-07,97.0399739047716,91.26004424671903,90.41500829207548
2016-04-08,99.12551853357125,92.51321792957009,87.11181717444643
2016-04-11,97.57031680368564,92.49871763546062,92.3382835090577
2016-04-12,97.82209668677284,93.08868244245531,93.26339082557675
2016-04-13,97.72963289871737,92.86979537947775,92.91726734995427
2016-04-14,97.33547499440331,91.95583693872953,91.5010242336343
2016-04-15,97.60570215691521,92.58234138576378,92.47012196585348
2016-04-18,97.46182729685196,92.24342527659329,91.9383034850343
2016-04-19,99.37473552072785,93.093068241949,87.96630402912369
2016-04-20,97.7859093209232,93.00933438536856,93.14503847470763
2016-04-21,97.52735636349796,92.4050683295755,92.20205052210338
2016-04-22,97.45576231286398,92.23891180232874,91.94418260705379
2016-04-25,97.62478379317432,92.62947250069413,92.54770260743791
2016-04-26,97.59200541159213,92.55223263169263,92.42637179074406
2016-04-27,97.80554763630393,93.05095890180314,93.20619813042413
2016-04-28,97.24895998415614,91.74901738680285,91.17432849307761
2016-04-29,98.21788556837932,94.03543493114057,94.77903370349122
2016-05-04,98.02060392645262,93.56874105930453,94.03783294919253
2016-05-05,98.0143371140773,93.5561429798449,94.02127292598799
2016-05-06,97.94790407186014,93.40131126945187,93.77799452194677
2016-05-10,98.11040879860637,93.78891506587419,94.39719058377428
2016-05-11,98.57305362818029,94.8923225051411,96.1701973747389
2016-05-12,98.37516578468552,94.42556300994787,95.42474247015562
2016-05-13,98.56861658174105,94.89022585698689,96.17768220950163
