TRADEDATE,short,medium,long
2016-01-04,96.11610071286991,104.30311380952017,129.38337141317638
2016-01-05,95.82260834460111,104.40595181167805,127.59292500249488
2016-01-06,96.47239402997229,105.61075610742644,133.0381443173862
2016-01-11,97.23664249979042,102.74330664000308,126.83283386985492
2016-01-12,94.46729597547936,99.92696457388894,128.5816101354074
2016-01-13,94.31901153551613,99.55984309321909,127.70067564583043
2016-01-14,93.81872096149299,99.2630168501839,130.81655230108728
2016-01-15,93.46404651822321,100.14471391151487,128.81332672171604
2016-01-18,94.600499289856,98.14012684024303,124.35072389312293
2016-01-19,94.1076031825229,98.91658827437436,125.95223248179882
2016-01-20,93.90685552763244,96.18446511432666,131.05698925034335
2016-01-21,94.58754435169993,97.43669476157947,122.31459627861231
2016-01-22,94.91803477094638,98.69831933831438,125.25836279488891
2016-01-25,93.49792410021811,99.07528829098692,128.3747203798016
2016-01-26,94.55641004023371,99.03794726669446,125.52839322135148
2016-01-27,95.07259237598761,100.22765815312101,123.43306851671228
2016-01-28,95.30817595034421,100.79765818609258,124.16975268725022
2016-01-29,92.55739673773658,102.90384522215425,128.1571973835427
2016-02-01,94.93954956163059,99.66527314509496,121.59193392367142
2016-02-02,94.83240876797878,98.70729964123723,123.71470634554437
2016-02-03,96.55693452516977,98.15137755151878,124.17573009694627
2016-02-04,97.07503583335989,98.45858155900567,127.33505716201753
2016-02-05,92.94190810685767,98.08590520707455,128.61539521207072
2016-02-08,96.87472788954743,98.17527886655064,126.09128234036582
2016-02-09,96.69037998107228,97.95056982251961,120.33196500478499
2016-02-10,96.79797172984468,99.12859728566228,118.21339709037784
2016-02-11,96.42673599172716,98.08990581887804,116.17689347073653
2016-02-12,96.96702880491182,98.67753014404107,115.42007363681914
2016-02-15,92.23645970619003,99.22429732415681,114.75964243649796
2016-02-16,92.28749182070385,94.49054115104464,121.207226334821
2016-02-17,93.79985910992005,97.16137667332981,120.18016150037529
2016-02-18,93.63260167115848,100.82552791160214,118.56978677317717
2016-02-19,94.2852728073187,100.5153525273513,118.90992059206764
2016-02-20,92.14833422472951,100.46301196117318,117.24373724353703
2016-02-22,95.02629840657848,101.77940645663571,118.30965757977434
2016-02-24,97.61196161543012,100.69417085133723,121.21067255824819
2016-02-25,93.14899232267351,102.81174184764131,123.76776563272027
2016-02-26,92.82379786294626,102.33977676310471,120.41904628582967
2016-02-29,93.5539678209901,102.61964139653165,121.789321219861
2016-03-01,94.61162369874458,105.62592299266741,117.36012008580633
2016-03-02,93.01806137872518,105.27419452206904,123.62549428511922
2016-03-03,97.78236994510586,106.35929470410173,119.94237522105425
2016-03-04,93.20733509833038,107.61839312975715,118.18503051840774
2016-03-07,97.65322490561664,106.18453298893002,128.76575287436577
2016-03-09,96.99050199628739,105.34500310371985,128.23309963552586
2016-03-10,92.75985630367623,108.3248966049297,119.53079419124978
2016-03-11,94.02276407490962,107.44321585317655,121.9829768957902
2016-03-14,96.48309288302625,106.5822538473632,121.04774166689629
2016-03-15,94.0563315063941,106.81852032974116,117.9839292929381
2016-03-16,93.56960908780047,105.99224580823116,125.58230910210936
2016-03-17,96.27473843771095,110.99334588651094,115.3647750000413
2016-03-18,97.15395105244201,108.31352401322255,129.4071773161053
2016-03-21,94.08984110213171,108.93435509901,124.35063343364035
2016-03-22,98.15809980572678,107.3670512467824,131.05537066996996
2016-03-23,98.07541014020067,106.4799630319151,129.72878240371443
2016-03-24,96.61766423001488,106.28397997673568,129.98490384129767
2016-03-25,93.27988841977438,108.36926722309475,123.56102139767901
2016-03-28,96.95923165040642,107.8273344491947,123.10109473856392
2016-03-29,95.41076878033698,107.7626902281937,123.79459048390122
2016-03-30,97.74007863933164,106.8925239323483,129.8513300904925
2016-03-31,97.54359878370906,107.49305741278829,128.7963688981595
2016-04-01,97.70946487834743,106.63055079554724,131.0798500276453
2016-04-04,97.7150505442736,106.99084562101899,130.03686469949656
2016-04-05,98.49122990965414,106.55708968982037,128.5824740918235
2016-04-06,97.74891041543509,106.26498649730686,124.2947184415287
2016-04-07,92.77884365747545,104.99657113222482,123.26204902841594
2016-04-08,97.96817013022267,107.91870293566672,117.66148492245776
2016-04-11,96.63317984050262,106.65847498966748,122.8680673436024
2016-04-12,97.53530151386377,107.49603647500489,121.98945763138252
2016-04-13,98.1586505731969,108.36917981115347,117.08597129379656
2016-04-14,92.91984413140685,108.15447941725742,115.52230440458585
2016-04-15,96.44268486931824,107.0469421510794,123.68764166868544
2016-04-18,94.75579601898902,108.17951056307155,118.25996568058389
2016-04-19,97.76362868499297,108.08169963052524,118.63261714283641
2016-04-20,98.07464864853307,106.4475405619396,128.86672700066663
2016-04-21,96.09096022913408,107.71247079916387,121.52172797787422
2016-04-22,97.34410963529986,105.53621487327145,129.9322871230786
2016-04-25,97.97970772384355,106.05459196976372,128.27217699709433
2016-04-26,95.49624571967439,106.85703902782672,128.2535671318498
2016-04-27,97.87338695917313,108.827658973462,117.72208129180491
2016-04-28,97.6766971954535,104.93503561807353,127.48559657321653
2016-04-29,98.77070092669662,107.7476538961368,128.43424539154086
2016-05-04,98.53450375316143,107.33172833663056,127.5478280816291
2016-05-05,98.72347268047923,107.24575812527553,127.71482799075913
2016-05-06,97.31381454378987,107.67032152910842,127.5676772562282
2016-05-10,93.77615446750707,109.94826830026,124.52575080702081
2016-05-11,97.66716931865477,111.04469620459435,122.01488960888004
2016-05-12,93.65362883409175,110.933050278568,120.21344692650491
2016-05-13,93.6832830804508,109.55693369803949,133.5029807655662
2016-05-16,97.38447346738815,110.5902395064116,124.09983934371404
