TRADEDATE,short,medium,long
2016-01-04,95.9741501671154,91.48015714959575,90.51775254132046
2016-01-05,95.7000898679967,91.61152473582786,87.2972179303602
2016-01-06,96.32964339310688,93.12497233553324,88.47568984999619
2016-01-11,96.70628506214933,89.65229170767734,90.73002930190647
2016-01-12,94.71906688688317,87.2817062168527,90.61718301875099
2016-01-13,94.58251380480316,87.36872978130864,87.68743883334191
2016-01-14,94.95348204658305,87.43558990730914,88.4252328752421
2016-01-15,94.18825113134957,88.32805825773096,87.37469944967654
2016-01-18,94.44095940205649,85.68694889365312,87.43363903795475
2016-01-19,94.84323445351188,86.91149392034157,85.1244672737404
2016-01-20,94.46041534556022,84.30214899236597,88.96152240878311
2016-01-21,94.51791347072096,84.5621312099453,89.02835431385728
2016-01-22,94.9600492954815,86.40221951405695,86.74879902427755
2016-01-25,94.11750759764524,87.90293786314514,86.28624667858469
2016-01-26,94.94204407518558,86.89258659614096,85.85256423728863
2016-01-27,95.15604060252835,87.72027876888748,85.88657959547109
2016-01-28,95.59334755189616,88.28950997988369,86.31192972971262
2016-01-29,88.985802006799,88.83610597019822,91.50041384751401
2016-02-01,94.99725828836104,87.35274995899096,84.0229103095589
2016-02-02,95.04171074498186,86.4947276971083,83.76963615132406
2016-02-03,96.17081783037546,85.6087328991515,87.02191720611664
2016-02-04,96.8545324296878,85.93127059299509,87.79875521193047
2016-02-05,94.67383954047824,86.96985883881578,81.18306834032825
2016-02-08,96.72278417115447,85.64738634806827,87.6631604399513
2016-02-09,96.36370792722983,85.23333493585886,85.97601276084576
2016-02-10,96.01723096827013,86.61332651691075,82.52301009301362
2016-02-11,95.94627574368533,85.5894533514454,81.08075931989812
2016-02-12,96.17858946217342,85.91910833901517,80.44089518760421
2016-02-15,92.52914370958047,86.38055060142355,76.40658459767295
2016-02-16,93.57912017836426,84.50672551179468,77.90625556122436
2016-02-17,94.50580550306643,86.16053889969939,79.2591726250094
2016-02-18,94.52625132568805,88.01404476461764,81.92433805423919
2016-02-19,94.44517237473104,88.43341300519361,77.7289717339838
2016-02-20,93.17549977628718,88.35246326542494,78.143095881912
2016-02-22,95.23077078042283,89.16762198205177,79.50227814787684
2016-02-24,96.95883100663318,88.06081131068183,84.71935210815982
2016-02-25,95.19045315232549,90.35564721794299,79.61256983576936
2016-02-26,95.17447559328977,90.75661628436006,79.91796328162924
2016-02-29,95.35602777294596,90.81537695795814,80.18187782675795
2016-03-01,95.9092726408322,92.31246192210034,81.47912254441037
2016-03-02,93.20251601545138,92.90557232755113,82.59554515055689
2016-03-03,96.88532649570635,92.909271554582,83.43026032011392
2016-03-04,94.8165206152866,94.50131365161948,80.79389432861583
2016-03-07,97.4379605622908,93.43937646082799,86.97416263430146
2016-03-09,94.87647699251782,94.5677610955242,79.73973437293142
2016-03-10,94.45383084375638,95.46327142539474,80.83731075615779
2016-03-11,94.36516049708963,95.48891039246794,80.6129944619997
2016-03-14,96.5466859932244,93.57553283994562,83.10712840604937
2016-03-15,94.08965169153947,94.19221649554959,78.72710188999802
2016-03-16,94.760396798589,95.09579787312043,79.25087857777574
2016-03-17,95.16974142191592,98.43159831100749,80.46944482820055
2016-03-18,95.2574839347472,97.29821888846638,81.95986128636416
2016-03-21,95.1002248399506,97.27171940900277,80.70462126381805
2016-03-22,95.0664361031185,97.20405974747649,81.32569109553069
2016-03-23,96.02836596603993,95.39686429069815,82.34670482433793
2016-03-24,94.5403402055088,96.11245472747233,79.9189812459592
2016-03-25,94.48277023952332,96.3499085097189,80.67938167664775
2016-03-28,94.47017662430544,96.23225246994353,80.2912770296098
2016-03-29,94.4927440414485,96.17791982227439,79.80018630960416
2016-03-30,94.6627240388788,97.0644058529051,80.40140148149034
2016-03-31,96.88384151984533,95.30844404534594,83.87927782647355
2016-04-01,94.61057532810035,96.77546481379343,80.71005592261646
2016-04-04,94.93841626731624,96.59169670651744,81.09074499305898
2016-04-05,97.11712440101847,94.7138455827698,84.00956063755443
2016-04-06,94.65134481022217,96.22111876624824,78.44896292142393
2016-04-07,94.11984444495337,94.60612834650615,77.67835550335818
2016-04-08,97.29754170043331,94.22222078295385,81.53561156591897
2016-04-11,94.75899929832678,95.79173384262265,79.25877910733522
2016-04-12,97.46193755164566,94.55660161540176,82.71861599565382
2016-04-13,97.34954069573683,94.35750668389318,82.33450698652085
2016-04-14,94.13991840989324,95.4132405521285,78.74942051413184
2016-04-15,95.02948752717172,95.82651425792008,78.93927763929726
2016-04-18,94.91243103165446,95.4662022718708,78.55179740367882
2016-04-19,97.6606608909702,94.7048310681506,82.37747030004105
2016-04-20,94.9830347507792,96.4134793297911,79.52302175416942
2016-04-21,94.47663116777389,96.21389521198087,78.93979565381603
2016-04-22,94.26934778347736,95.6659942681505,79.30018984670448
2016-04-25,95.00074346419674,96.23977142452458,78.82459724954673
2016-04-26,95.00837580995606,96.11831125301822,78.86030466441089
2016-04-27,97.2405861611461,94.88472969627769,82.39753563237743
2016-04-28,94.05142450702978,93.40236702552934,81.06913563966341
2016-04-29,97.00767588740521,96.19349747723963,83.10098489913011
2016-05-04,96.94652549730583,95.5824992051796,82.9303986126868
2016-05-05,97.07633726244143,95.52169758050998,83.39153221697491
2016-05-06,94.7263996704007,97.3688072318262,80.22172004744603
2016-05-10,94.79053151583898,97.24701924986098,82.27221729619518
2016-05-11,97.06874698312258,97.3378841728705,84.79746611593353
2016-05-12,95.20453179768052,97.55967041120068,82.80147399122878
2016-05-13,94.9703850793145,98.90954528137962,83.07607241985181
